RECSEQ	EMPPID	ORDER_ID	SUB_DATE	PROFILE_ID	LINEITEMS	CREATE_DATE	UPDATE_DATE	START_DATE	PURCHASERID	ORDITEMQTY	ORDTDOL	TAX	GRANDTOTAL	EULAACCEPT	LOAD_DATE
0000005007	0005132438	o1024173	2012/07/10 00:00:00	4922248	1	2012/07/10 00:00:00	2012/07/10 00:00:00	2012/07/10 00:00:00	4922248	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005008	0005132442	o1024352	2012/07/11 00:00:00	4923133	1	2012/07/11 00:00:00	2013/07/11 00:00:00	2012/07/11 00:00:00	4923133	2	750.00	0.00	750.00	Y	2019/10/25 00:00:00
0000005009	0005132443	o1024367	2012/07/10 00:00:00	4923176	1	2012/07/10 00:00:00	2012/07/10 00:00:00	2012/07/10 00:00:00	4923176	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005010	0005132446	o1014293	2012/07/10 00:00:00	4913576	1	2012/07/10 00:00:00	2012/07/10 00:00:00	2012/07/10 00:00:00	4913576	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005011	0005132447	o1014319	2012/07/10 00:00:00	4913733	1	2012/07/10 00:00:00	2013/07/10 00:00:00	2012/07/10 00:00:00	4913733	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000005012	0005132452	o1030009	2012/07/10 00:00:00	4914575	1	2012/07/10 00:00:00	2013/07/10 00:00:00	2012/07/10 00:00:00	4914575	1	150.00	0.00	150.00	Y	2019/10/25 00:00:00
0000005013	0005132454	o1014541	2012/07/10 00:00:00	4914974	1	2012/07/10 00:00:00	2012/07/10 00:00:00	2012/07/10 00:00:00	4914974	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005014	0005132462	o1024478	2012/07/10 00:00:00	4923557	1	2012/07/10 00:00:00	2012/07/10 00:00:00	2012/07/10 00:00:00	4923557	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005015	0005132465	o1024546	2012/07/11 00:00:00	4924070	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4924070	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005016	0005132465	o1250080	2012/08/28 00:00:00	4924070	1	2012/08/28 00:00:00	2012/09/12 00:00:00	2012/08/28 00:00:00	4924070	2	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005017	0005132470	o1024817	2012/07/10 00:00:00	4925022	1	2012/07/10 00:00:00	2012/07/10 00:00:00	2012/07/10 00:00:00	4925022	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005018	0005132472	o1025050	2012/07/11 00:00:00	4925477	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4925477	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005019	0005132474	o1025240	2012/07/11 00:00:00	4926114	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4926114	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005020	0005132478	o1015359	2012/07/11 00:00:00	4918046	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4918046	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005021	0005132479	o1030058	2012/07/11 00:00:00	4918793	1	2012/07/11 00:00:00	2012/10/24 00:00:00	2012/07/11 00:00:00	4918793	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005022	0005132480	o1015511	2012/07/11 00:00:00	4918890	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4918890	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005023	0005132481	o1015513	2012/07/11 00:00:00	4918896	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4918896	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005024	0005132483	o1015684	2012/07/11 00:00:00	4919754	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4919754	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005025	0005132486	o1025432	2012/07/11 00:00:00	4927119	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4927119	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005026	0005132494	o1026176	2012/07/12 00:00:00	4929622	1	2012/07/12 00:00:00	2012/07/12 00:00:00	2012/07/12 00:00:00	4929622	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005027	0005132498	o1015734	2012/07/11 00:00:00	4919978	1	2012/07/11 00:00:00	2012/07/11 00:00:00	2012/07/11 00:00:00	4919978	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005028	0005132506	o1016561	2012/07/12 00:00:00	4942915	1	2012/07/12 00:00:00	2012/07/12 00:00:00	2012/07/12 00:00:00	4942915	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005029	0005132508	o1026239	2012/07/12 00:00:00	4929885	1	2012/07/12 00:00:00	2012/07/12 00:00:00	2012/07/12 00:00:00	4929885	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005030	0005132509	o1026429	2012/07/12 00:00:00	4950844	1	2012/07/12 00:00:00	2013/07/12 00:00:00	2012/07/12 00:00:00	4950844	1	150.00	0.00	150.00	Y	2019/10/25 00:00:00
0000005031	0005132509	o2490549	2013/05/14 00:00:00	4950844	1	2013/05/14 00:00:00	2014/07/12 00:00:00	2013/07/12 00:00:00	4950844	1	150.00	0.00	150.00	Y	2019/10/25 00:00:00
0000005032	0005132509	o2610984	2013/06/27 00:00:00	4950844	1	2013/06/27 00:00:00	2015/07/12 00:00:00	2014/07/12 00:00:00	4950844	1	150.00	0.00	150.00	Y	2019/10/25 00:00:00
0000005033	0005132514	o1026757	2012/07/12 00:00:00	4952513	1	2012/07/12 00:00:00	2012/07/12 00:00:00	2012/07/12 00:00:00	4952513	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005034	0005132524	o1016702	2012/07/13 00:00:00	4943827	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4943827	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005035	0005132535	o1017321	2012/07/13 00:00:00	4945587	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4945587	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005036	0005132536	o1017365	2012/07/13 00:00:00	4945863	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4945863	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005037	0005132538	o1017445	2012/07/13 00:00:00	4946293	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4946293	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005038	0005132543	o1027282	2012/07/13 00:00:00	4953813	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4953813	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005039	0005132546	o1027450	2012/07/13 00:00:00	4954579	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4954579	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005040	0005132547	o1027446	2012/07/13 00:00:00	4954610	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4954610	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005041	0005132548	o1027461	2012/07/13 00:00:00	4954670	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4954670	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005042	0005132549	o1027472	2012/07/13 00:00:00	4954711	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4954711	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005043	0005132553	o1027577	2012/07/13 00:00:00	4955305	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4955305	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005044	0005132558	o1017491	2012/07/13 00:00:00	4946526	1	2012/07/13 00:00:00	2012/07/13 00:00:00	2012/07/13 00:00:00	4946526	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005045	0005132565	o1028221	2012/07/14 00:00:00	4957299	1	2012/07/14 00:00:00	2012/07/14 00:00:00	2012/07/14 00:00:00	4957299	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005046	0005132568	o1028448	2012/07/14 00:00:00	4957827	1	2012/07/14 00:00:00	2012/07/14 00:00:00	2012/07/14 00:00:00	4957827	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005047	0005132575	o1029035	2012/07/15 00:00:00	4958740	1	2012/07/15 00:00:00	2012/07/15 00:00:00	2012/07/15 00:00:00	4958740	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005048	0005132580	o1029244	2012/07/15 00:00:00	4959166	1	2012/07/15 00:00:00	2012/07/15 00:00:00	2012/07/15 00:00:00	4959166	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005049	0005132590	o1019200	2012/07/15 00:00:00	4961072	1	2012/07/15 00:00:00	2012/07/15 00:00:00	2012/07/15 00:00:00	4961072	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005050	0005132602	o1019993	2012/07/16 00:00:00	4970050	1	2012/07/16 00:00:00	2012/07/16 00:00:00	2012/07/16 00:00:00	4970050	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005051	0005132604	o1029734	2012/07/16 00:00:00	4970302	1	2012/07/16 00:00:00	2012/07/16 00:00:00	2012/07/16 00:00:00	4970302	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005052	0005132609	o1029920	2012/07/16 00:00:00	4971286	1	2012/07/16 00:00:00	2012/07/17 00:00:00	2012/07/16 00:00:00	4971286	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005053	0005132612	o1050173	2012/07/16 00:00:00	4972590	1	2012/07/16 00:00:00	2012/07/23 00:00:00	2012/07/16 00:00:00	4972590	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005054	0005132614	o1050206	2012/07/16 00:00:00	4972778	1	2012/07/16 00:00:00	2012/07/16 00:00:00	2012/07/16 00:00:00	4972778	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005055	0005132615	o1050218	2012/07/16 00:00:00	4972833	1	2012/07/16 00:00:00	2012/07/16 00:00:00	2012/07/16 00:00:00	4972833	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005056	0005132616	o1030365	2012/07/20 00:00:00	4963835	1	2012/07/20 00:00:00	2014/07/20 00:00:00	2012/07/20 00:00:00	4963835	14	5712.00	57.12	5769.12	Y	2019/10/25 00:00:00
0000005057	0005132630	o1050862	2012/07/17 00:00:00	4974800	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4974800	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005058	0005132633	o1051037	2012/07/17 00:00:00	4975765	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4975765	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005059	0005132634	o1051058	2012/07/17 00:00:00	4975880	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4975880	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005060	0005132635	o1051065	2012/07/17 00:00:00	4975912	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4975912	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005061	0005132639	o1040922	2012/07/17 00:00:00	4967207	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4967207	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005062	0005132641	o1030378	2012/07/23 00:00:00	4967886	1	2012/07/23 00:00:00	2013/07/23 00:00:00	2012/07/23 00:00:00	4967886	1	400.00	0.00	400.00	Y	2019/10/25 00:00:00
0000005063	0005132643	o1030379	2012/07/23 00:00:00	4968330	2	2012/07/23 00:00:00	2013/07/23 00:00:00	2012/07/23 00:00:00	4968330	2	597.94	0.00	597.94	Y	2019/10/25 00:00:00
0000005064	0005132643	o2610360	2013/05/31 00:00:00	4968330	1	2013/05/31 00:00:00	2014/07/23 00:00:00	2013/07/23 00:00:00	4968330	1	104.06	0.00	104.06	Y	2019/10/25 00:00:00
0000005065	0005132643	o2610361	2013/05/31 00:00:00	4968330	1	2013/05/31 00:00:00	2014/07/23 00:00:00	2013/07/23 00:00:00	4968330	1	450.00	0.00	450.00	Y	2019/10/25 00:00:00
0000005066	0005132644	o1041161	2012/07/17 00:00:00	4968583	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4968583	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005067	0005132645	o1041197	2012/07/17 00:00:00	4968772	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4968772	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005068	0005132650	o1051199	2012/07/17 00:00:00	4976570	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4976570	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005069	0005132651	o1051229	2012/07/17 00:00:00	4976710	1	2012/07/17 00:00:00	2013/07/17 00:00:00	2012/07/17 00:00:00	4976710	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000005070	0005132653	o1051426	2012/07/17 00:00:00	4977469	1	2012/07/17 00:00:00	2012/07/17 00:00:00	2012/07/17 00:00:00	4977469	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005071	0005132658	o1051889	2012/07/18 00:00:00	4978903	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4978903	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005072	0005132664	o1041840	2012/07/18 00:00:00	4980952	1	2012/07/18 00:00:00	2013/07/18 00:00:00	2012/07/18 00:00:00	4980952	1	400.00	0.00	400.00	Y	2019/10/25 00:00:00
0000005073	0005132664	o11630018	2015/05/14 00:00:00	4980952	1	2015/05/14 00:00:00	2016/02/11 00:00:00	2015/07/18 00:00:00	4980952	1	173.11	0.00	173.11	Y	2019/10/25 00:00:00
0000005074	0005132664	o2610189	2013/05/23 00:00:00	4980952	1	2013/05/23 00:00:00	2014/07/18 00:00:00	2013/07/18 00:00:00	4980952	1	320.00	0.00	320.00	Y	2019/10/25 00:00:00
0000005075	0005132664	o6160756	2014/06/06 00:00:00	4980952	1	2014/06/06 00:00:00	2015/07/18 00:00:00	2014/07/18 00:00:00	4980952	1	320.00	0.00	320.00	Y	2019/10/25 00:00:00
0000005076	0005132665	o1041851	2012/07/18 00:00:00	4980980	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4980980	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005077	0005132676	o1042108	2012/07/18 00:00:00	4982294	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4982294	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005078	0005132677	o1042168	2012/07/18 00:00:00	4982708	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4982708	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005079	0005132678	o1042203	2012/07/18 00:00:00	4982903	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4982903	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005080	0005132679	o1042237	2012/07/18 00:00:00	4983080	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4983080	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005081	0005132680	o1052087	2012/07/18 00:00:00	4990039	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4990039	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005082	0005132682	o1052122	2012/07/18 00:00:00	4990285	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4990285	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005083	0005132684	o1052231	2012/07/30 00:00:00	4990735	1	2012/07/30 00:00:00	2012/07/30 00:00:00	2012/07/30 00:00:00	4990735	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005084	0005132685	o1052261	2012/07/18 00:00:00	4990903	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4990903	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005085	0005132685	o1052274	2012/08/28 00:00:00	4990903	1	2012/08/28 00:00:00	2013/08/28 00:00:00	2012/08/28 00:00:00	4990903	1	510.00	0.00	510.00	Y	2019/10/25 00:00:00
0000005086	0005132686	o1052286	2012/07/18 00:00:00	4991064	1	2012/07/18 00:00:00	2013/07/18 00:00:00	2012/07/18 00:00:00	4991064	2	375.00	0.00	375.00	Y	2019/10/25 00:00:00
0000005087	0005132686	o2611250	2013/07/11 00:00:00	4991064	1	2013/07/11 00:00:00	2016/08/01 00:00:00	2013/07/18 00:00:00	4991064	2	675.00	0.00	675.00	Y	2019/10/25 00:00:00
0000005088	0005132687	o1042325	2012/07/18 00:00:00	4983520	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	4983520	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005089	0005132692	o1060296	2012/07/19 00:00:00	5000814	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5000814	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005090	0005132694	o1060533	2012/07/19 00:00:00	5001337	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5001337	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005091	0005132696	o1060608	2012/07/19 00:00:00	5001671	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5001671	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005092	0005132697	o1060653	2012/07/19 00:00:00	5001969	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5001969	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005093	0005132698	o1060716	2012/07/19 00:00:00	5002244	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5002244	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005094	0005132702	o1070279	2012/07/18 00:00:00	5010737	1	2012/07/18 00:00:00	2012/07/18 00:00:00	2012/07/18 00:00:00	5010737	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005095	0005132703	o1070636	2012/07/19 00:00:00	5011718	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5011718	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005096	0005132704	o1070700	2012/07/19 00:00:00	5012056	1	2012/07/19 00:00:00	2013/07/19 00:00:00	2012/07/19 00:00:00	5012056	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000005097	0005132705	o1070749	2012/07/19 00:00:00	5012233	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5012233	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005098	0005132706	o1070732	2012/07/19 00:00:00	5012296	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5012296	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005099	0005132708	o10506789	2015/05/04 00:00:00	5013084	1	2015/05/04 00:00:00	2016/02/11 00:00:00	2015/08/01 00:00:00	5013084	1	321.75	0.00	321.75	Y	2019/10/25 00:00:00
0000005100	0005132708	o1070880	2012/07/23 00:00:00	5013084	1	2012/07/23 00:00:00	2012/07/23 00:00:00	2012/07/23 00:00:00	5013084	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005101	0005132708	o1150086	2012/08/01 00:00:00	5013084	1	2012/08/01 00:00:00	2013/08/01 00:00:00	2012/08/01 00:00:00	5013084	1	680.00	0.00	680.00	Y	2019/10/25 00:00:00
0000005102	0005132708	o2610190	2013/05/23 00:00:00	5013084	1	2013/05/23 00:00:00	2014/08/01 00:00:00	2013/08/01 00:00:00	5013084	1	640.00	0.00	640.00	Y	2019/10/25 00:00:00
0000005103	0005132708	o6010028	2014/04/21 00:00:00	5013084	1	2014/04/21 00:00:00	2015/08/01 00:00:00	2014/08/01 00:00:00	5013084	1	640.00	0.00	640.00	Y	2019/10/25 00:00:00
0000005104	0005132711	o1080037	2012/07/23 00:00:00	5020202	1	2012/07/23 00:00:00	2012/07/23 00:00:00	2012/07/23 00:00:00	5020202	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005105	0005132712	o1080184	2012/07/19 00:00:00	5020874	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5020874	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005106	0005132714	o1080276	2012/08/17 00:00:00	5021290	1	2012/08/17 00:00:00	2013/08/17 00:00:00	2012/08/17 00:00:00	5021290	1	150.00	0.00	150.00	Y	2019/10/25 00:00:00
0000005107	0005132714	o2610760	2013/06/14 00:00:00	5021290	1	2013/06/14 00:00:00	2014/08/17 00:00:00	2013/08/17 00:00:00	5021290	1	150.00	0.00	150.00	Y	2019/10/25 00:00:00
0000005108	0005132716	o1080339	2012/07/19 00:00:00	5021503	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5021503	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005109	0005132718	o1080463	2012/07/19 00:00:00	5021950	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5021950	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005110	0005132720	o1080834	2012/07/20 00:00:00	5022711	1	2012/07/20 00:00:00	2012/07/20 00:00:00	2012/07/20 00:00:00	5022711	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005111	0005132721	o1080842	2012/07/20 00:00:00	5022729	1	2012/07/20 00:00:00	2012/07/20 00:00:00	2012/07/20 00:00:00	5022729	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005112	0005132723	o1070946	2012/07/19 00:00:00	5013475	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5013475	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005113	0005132724	o1070955	2012/07/19 00:00:00	5013515	1	2012/07/19 00:00:00	2012/07/19 00:00:00	2012/07/19 00:00:00	5013515	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005114	0005132731	o1071400	2012/07/20 00:00:00	5015140	1	2012/07/20 00:00:00	2012/07/20 00:00:00	2012/07/20 00:00:00	5015140	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005115	0005132736	o1081071	2012/07/20 00:00:00	5023850	1	2012/07/20 00:00:00	2012/07/20 00:00:00	2012/07/20 00:00:00	5023850	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005116	0005132739	o1081211	2012/07/20 00:00:00	5024355	1	2012/07/20 00:00:00	2012/07/20 00:00:00	2012/07/20 00:00:00	5024355	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005117	0005132742	o1071802	2012/07/20 00:00:00	5016821	1	2012/07/20 00:00:00	2012/07/20 00:00:00	2012/07/20 00:00:00	5016821	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005118	0005132745	o1071952	2012/07/20 00:00:00	5017661	1	2012/07/20 00:00:00	2012/07/20 00:00:00	2012/07/20 00:00:00	5017661	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005119	0005132746	o1922270	2013/03/22 00:00:00	5017789	1	2013/03/22 00:00:00	2014/03/22 00:00:00	2013/03/22 00:00:00	5017789	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000005120	0005132746	o4821196	2014/02/24 00:00:00	5017789	1	2014/02/24 00:00:00	2015/03/22 00:00:00	2014/03/22 00:00:00	5017789	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000005121	0005132763	o1111171	2012/07/22 00:00:00	5052438	1	2012/07/22 00:00:00	2012/07/22 00:00:00	2012/07/22 00:00:00	5052438	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005122	0005132764	o1120023	2012/07/21 00:00:00	5060036	1	2012/07/21 00:00:00	2012/07/21 00:00:00	2012/07/21 00:00:00	5060036	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005123	0005132771	o1120557	2012/07/22 00:00:00	5061247	1	2012/07/22 00:00:00	2012/07/22 00:00:00	2012/07/22 00:00:00	5061247	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005124	0005132783	o1030547	2012/07/26 00:00:00	5062747	1	2012/07/26 00:00:00	2013/07/26 00:00:00	2012/07/26 00:00:00	5062747	1	500.00	0.00	500.00	Y	2019/10/25 00:00:00
0000005125	0005132783	o2611275	2013/07/12 00:00:00	5062747	2	2013/07/12 00:00:00	2015/07/26 00:00:00	2013/07/12 00:00:00	5062747	2	1125.00	0.00	1125.00	Y	2019/10/25 00:00:00
0000005126	0005132783	o8120285	2014/10/28 00:00:00	5062747	1	2014/10/28 00:00:00	2016/02/01 00:00:00	2014/10/28 00:00:00	5062747	1	185.00	0.00	185.00	Y	2019/10/25 00:00:00
0000005127	0005132787	o1111585	2012/07/23 00:00:00	5053577	1	2012/07/23 00:00:00	2012/07/23 00:00:00	2012/07/23 00:00:00	5053577	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005128	0005132790	o1111622	2012/07/23 00:00:00	5053730	1	2012/07/23 00:00:00	2012/07/23 00:00:00	2012/07/23 00:00:00	5053730	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005129	0005132791	o1111623	2012/07/23 00:00:00	5053733	1	2012/07/23 00:00:00	2012/07/23 00:00:00	2012/07/23 00:00:00	5053733	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005130	0005132791	o1121583	2012/09/21 00:00:00	5053733	1	2012/09/21 00:00:00	2013/07/15 00:00:00	2012/09/21 00:00:00	5053733	1	642.19	0.00	642.19	Y	2019/10/25 00:00:00
0000005131	0005132791	o2611230	2013/07/11 00:00:00	5053733	1	2013/07/11 00:00:00	2013/07/12 00:00:00	2013/09/21 00:00:00	5053733	4	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005132	0005132791	o2611239	2013/07/11 00:00:00	5053733	1	2013/07/11 00:00:00	2014/07/11 00:00:00	2013/07/11 00:00:00	5053733	4	1792.00	0.00	1792.00	Y	2019/10/25 00:00:00
0000005133	0005132792	o1111638	2012/07/23 00:00:00	5053813	1	2012/07/23 00:00:00	2012/07/23 00:00:00	2012/07/23 00:00:00	5053813	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005134	0005132798	o1111756	2012/07/23 00:00:00	5054464	1	2012/07/23 00:00:00	2012/07/23 00:00:00	2012/07/23 00:00:00	5054464	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000005135	0005132806	o1112109	2012/07/23 00:00:00	5056094	1	2012/07/23 00:00:00	2012/07/23 00:00:00	2012/07/23 00:00:00	5056094	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
