RECSEQ	EMPPID	ORDER_ID	SUB_DATE	PROFILE_ID	LINEITEMS	CREATE_DATE	UPDATE_DATE	START_DATE	PURCHASERID	ORDITEMQTY	ORDTDOL	TAX	GRANDTOTAL	EULAACCEPT	LOAD_DATE
0000000001	0000037988	o523328	2011/12/27 00:00:00	2577186	2	2011/12/27 00:00:00	2014/12/27 00:00:00	2011/12/27 00:00:00	2577186	2	1417.50	0.00	1417.50	Y	2019/10/25 00:00:00
0000000002	0000037988	o8121100	2014/12/04 00:00:00	2577186	2	2014/12/04 00:00:00	2016/02/11 00:00:00	2014/12/27 00:00:00	2577186	2	518.63	0.00	518.63	Y	2019/10/25 00:00:00
0000000003	0000038135	o3376059	2013/08/16 00:00:00	9705591	1	2013/08/16 00:00:00	2013/08/16 00:00:00	2013/08/16 00:00:00	9705591	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000004	0000038135	o3376124	2013/08/17 00:00:00	9705591	1	2013/08/17 00:00:00	2013/08/17 00:00:00	2013/08/17 00:00:00	9705591	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000005	0000038135	o3378998	2013/08/24 00:00:00	9705591	1	2013/08/24 00:00:00	2013/09/06 00:00:00	2013/08/24 00:00:00	9705591	1	14.25	0.00	14.25	Y	2019/10/25 00:00:00
0000000006	0000038135	o4820134	2014/01/23 00:00:00	9705591	1	2014/01/23 00:00:00	2015/01/23 00:00:00	2014/01/23 00:00:00	9705591	1	320.00	0.00	320.00	Y	2019/10/25 00:00:00
0000000007	0000038135	o9340517	2015/01/23 00:00:00	9705591	1	2015/01/23 00:00:00	2016/02/01 00:00:00	2015/01/23 00:00:00	9705591	1	320.00	0.00	320.00	Y	2019/10/25 00:00:00
0000000008	0000038243	o2815751	2013/06/25 00:00:00	8845679	1	2013/06/25 00:00:00	2013/06/25 00:00:00	2013/06/25 00:00:00	8845679	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000009	0000038243	o2815778	2013/06/25 00:00:00	8845679	1	2013/06/25 00:00:00	2013/06/25 00:00:00	2013/06/25 00:00:00	8845679	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000010	0000038311	o7468896	2014/08/27 00:00:00	30617385	1	2014/08/27 00:00:00	2014/08/27 00:00:00	2014/08/27 00:00:00	30617385	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000011	0000038331	o4436505	2013/12/10 00:00:00	11566708	1	2013/12/10 00:00:00	2013/12/10 00:00:00	2013/12/10 00:00:00	11566708	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000012	0000038551	o7395833	2014/08/22 00:00:00	30504597	1	2014/08/22 00:00:00	2014/08/22 00:00:00	2014/08/22 00:00:00	30504597	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000013	0000038938	o10286384	2015/03/04 00:00:00	38006599	1	2015/03/04 00:00:00	2015/03/04 00:00:00	2015/03/04 00:00:00	38006599	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000014	0000038963	o4490037	2013/12/13 00:00:00	11621867	1	2013/12/13 00:00:00	2014/12/13 00:00:00	2013/12/13 00:00:00	11621867	1	1085.00	0.00	1085.00	Y	2019/10/25 00:00:00
0000000015	0000039128	o13259253	2015/09/30 00:00:00	6187511	1	2015/09/30 00:00:00	2016/02/11 00:00:00	2015/11/18 00:00:00	6187511	1	163.93	0.00	163.93	Y	2019/10/25 00:00:00
0000000016	0000039128	o1590140	2012/11/09 00:00:00	6187511	1	2012/11/09 00:00:00	2013/11/09 00:00:00	2012/11/09 00:00:00	6187511	2	952.00	0.00	952.00	Y	2019/10/25 00:00:00
0000000017	0000039128	o1601130	2013/11/18 00:00:00	6187511	1	2013/11/18 00:00:00	2014/11/18 00:00:00	2013/11/18 00:00:00	6187511	1	800.00	0.00	800.00	Y	2019/10/25 00:00:00
0000000018	0000039128	o4732812	2015/09/30 00:00:00	6187511	1	2015/09/30 00:00:00	2016/02/11 00:00:00	2015/09/30 00:00:00	6187511	1	271.04	0.00	271.04	Y	2019/10/25 00:00:00
0000000019	0000039128	o8120785	2014/11/18 00:00:00	6187511	1	2014/11/18 00:00:00	2015/11/18 00:00:00	2014/11/18 00:00:00	6187511	1	640.00	0.00	640.00	Y	2019/10/25 00:00:00
0000000020	0000039252	o13002381	2015/09/09 00:00:00	100155125	1	2015/09/09 00:00:00	2016/02/11 00:00:00	2015/09/09 00:00:00	100155125	1	198.09	0.00	198.09	Y	2019/10/25 00:00:00
0000000021	0000039565	o12191361	2015/09/30 00:00:00	7452564	1	2015/09/30 00:00:00	2016/02/11 00:00:00	2015/09/30 00:00:00	7452564	3	254.10	0.00	254.10	Y	2019/10/25 00:00:00
0000000022	0000039565	o15056641	2016/08/16 00:00:00	7452564	1	2016/08/16 00:00:00	2017/08/16 00:00:00	2016/08/16 00:00:00	7452564	4	560.00	0.00	560.00	Y	2019/10/25 00:00:00
0000000023	0000039565	o1922346	2013/03/26 00:00:00	7452564	1	2013/03/26 00:00:00	2014/03/26 00:00:00	2013/03/26 00:00:00	7452564	5	1250.00	0.00	1250.00	Y	2019/10/25 00:00:00
0000000024	0000039565	o21278783	2017/11/02 00:00:00	7452564	1	2017/11/02 00:00:00	2018/11/02 00:00:00	2017/11/02 00:00:00	7452564	5	700.00	0.00	700.00	Y	2019/10/25 00:00:00
0000000025	0000039565	o8060030	2014/10/14 00:00:00	7452564	1	2014/10/14 00:00:00	2016/02/01 00:00:00	2014/10/14 00:00:00	7452564	3	750.00	0.00	750.00	Y	2019/10/25 00:00:00
0000000026	0000040301	o533980	2012/02/01 00:00:00	3292926	1	2012/02/01 00:00:00	2012/02/01 00:00:00	2012/02/01 00:00:00	3292926	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000027	0000040301	o533984	2012/10/25 00:00:00	3292926	1	2012/10/25 00:00:00	2012/10/25 00:00:00	2012/10/25 00:00:00	3292926	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000028	0000042253	o4071000	2013/11/19 00:00:00	2063108	3	2013/11/19 00:00:00	2016/11/19 00:00:00	2013/11/19 00:00:00	2063108	3	1377.34	0.00	1377.34	Y	2019/10/25 00:00:00
0000000029	0000042253	o501817	2011/11/16 00:00:00	2063108	1	2011/11/16 00:00:00	2012/12/01 00:00:00	2011/11/16 00:00:00	2063108	1	300.00	0.00	300.00	Y	2019/10/25 00:00:00
0000000030	0000042253	o550402	2012/01/23 00:00:00	2063108	3	2012/01/23 00:00:00	2013/01/23 00:00:00	2012/01/23 00:00:00	2063108	3	436.68	0.00	436.68	Y	2019/10/25 00:00:00
0000000031	0000042598	o8120912	2014/11/24 00:00:00	35471125	1	2014/11/24 00:00:00	2017/11/24 00:00:00	2014/11/24 00:00:00	35471125	1	337.50	0.00	337.50	Y	2019/10/25 00:00:00
0000000032	0000043877	o61839555	2017/09/20 00:00:00	311188165	1	2017/09/20 00:00:00	2018/09/20 00:00:00	2017/09/20 00:00:00	311188165	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000000033	0000043877	o69224257	2018/09/18 00:00:00	345105307	1	2018/09/18 00:00:00	2019/09/18 00:00:00	2018/09/18 00:00:00	345105307	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000000034	0000043877	o77100323	2019/08/09 00:00:00	345105307	1	2019/08/09 00:00:00	2019/08/09 00:00:00	2019/08/09 00:00:00	345105307	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000000035	0000046895	o221633	2011/07/06 00:00:00	622716	1	2011/07/06 00:00:00	2013/07/06 00:00:00	2011/07/06 00:00:00	622716	2	1680.00	0.00	1680.00	Y	2019/10/25 00:00:00
0000000036	0000046895	o221643	2013/09/09 00:00:00	622716	1	2013/09/09 00:00:00	2014/09/09 00:00:00	2013/09/09 00:00:00	622716	1	500.00	0.00	500.00	Y	2019/10/25 00:00:00
0000000037	0000047338	o12190860	2015/08/26 00:00:00	1584202	1	2015/08/26 00:00:00	2015/08/27 00:00:00	2015/10/20 00:00:00	1584202	5	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000038	0000047338	o1590376	2012/11/16 00:00:00	1584202	1	2012/11/16 00:00:00	2013/10/20 00:00:00	2012/10/20 00:00:00	1584202	5	1500.00	0.00	1500.00	Y	2019/10/25 00:00:00
0000000039	0000047338	o3180904	2013/08/23 00:00:00	1584202	1	2013/08/23 00:00:00	2014/10/20 00:00:00	2013/10/20 00:00:00	1584202	5	1500.00	0.00	1500.00	Y	2019/10/25 00:00:00
0000000040	0000047338	o332700	2011/10/20 00:00:00	1584202	1	2011/10/20 00:00:00	2012/11/16 00:00:00	2011/10/20 00:00:00	1584202	5	1875.00	0.00	1875.00	Y	2019/10/25 00:00:00
0000000041	0000047338	o7890087	2014/10/07 00:00:00	1584202	1	2014/10/07 00:00:00	2015/10/20 00:00:00	2014/10/20 00:00:00	1584202	5	1500.00	0.00	1500.00	Y	2019/10/25 00:00:00
0000000042	0000048171	o4895304	2014/01/21 00:00:00	12259498	1	2014/01/21 00:00:00	2014/01/21 00:00:00	2014/01/21 00:00:00	12259498	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000043	0000048171	o4915693	2014/01/23 00:00:00	12259498	1	2014/01/23 00:00:00	2014/01/23 00:00:00	2014/01/23 00:00:00	12259498	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000044	0000049701	o67830226	2018/05/11 00:00:00	35211926	1	2018/05/11 00:00:00	2019/05/11 00:00:00	2018/05/11 00:00:00	35211926	2	375.00	0.00	375.00	Y	2019/10/25 00:00:00
0000000045	0000050684	o5228462	2014/02/23 00:00:00	12850147	1	2014/02/23 00:00:00	2015/02/23 00:00:00	2014/02/23 00:00:00	12850147	1	975.00	0.00	975.00	Y	2019/10/25 00:00:00
0000000046	0000051766	o12190139	2015/07/13 00:00:00	8658775	1	2015/07/13 00:00:00	2016/01/04 00:00:00	2015/09/16 00:00:00	8658775	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000047	0000051766	o12190554	2015/08/07 00:00:00	8658775	1	2015/08/07 00:00:00	2016/08/12 00:00:00	2015/08/07 00:00:00	8658775	1	187.50	0.00	187.50	Y	2019/10/25 00:00:00
0000000048	0000051766	o2727205	2013/06/11 00:00:00	8658775	1	2013/06/11 00:00:00	2014/06/11 00:00:00	2013/06/11 00:00:00	8658775	1	250.00	2.50	252.50	Y	2019/10/25 00:00:00
0000000049	0000051766	o2727352	2014/07/14 00:00:00	8658775	2	2014/07/14 00:00:00	2015/07/14 00:00:00	2014/07/14 00:00:00	8658775	2	187.50	1.88	189.38	Y	2019/10/25 00:00:00
0000000050	0000051766	o6958077	2014/09/16 00:00:00	8658775	1	2014/09/16 00:00:00	2015/09/16 00:00:00	2014/09/16 00:00:00	8658775	1	185.00	1.85	186.85	Y	2019/10/25 00:00:00
0000000051	0000052267	o2916997	2013/07/05 00:00:00	8241040	1	2013/07/05 00:00:00	2013/07/05 00:00:00	2013/07/05 00:00:00	8241040	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000052	0000052331	o10506283	2015/04/03 00:00:00	6030595	1	2015/04/03 00:00:00	2016/02/11 00:00:00	2015/04/03 00:00:00	6030595	1	531.58	37.21	568.79	Y	2019/10/25 00:00:00
0000000053	0000052331	o10697732	2015/04/02 00:00:00	6030595	1	2015/04/02 00:00:00	2015/04/06 00:00:00	2015/04/02 00:00:00	6030595	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000054	0000052331	o1531890	2012/10/23 00:00:00	6030595	1	2012/10/23 00:00:00	2012/10/23 00:00:00	2012/10/23 00:00:00	6030595	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000055	0000052331	o1919997	2013/02/11 00:00:00	6030595	1	2013/02/11 00:00:00	2014/02/11 00:00:00	2013/02/11 00:00:00	6030595	1	680.00	47.60	727.60	Y	2019/10/25 00:00:00
0000000056	0000052331	o1930103	2013/06/03 00:00:00	6030595	1	2013/06/03 00:00:00	2014/06/03 00:00:00	2013/06/03 00:00:00	6030595	1	138.75	9.71	148.46	Y	2019/10/25 00:00:00
0000000057	0000052331	o2336578	2016/12/12 00:00:00	6030595	1	2016/12/12 00:00:00	2017/12/12 00:00:00	2016/12/12 00:00:00	6030595	1	240.00	16.80	256.80	Y	2019/10/25 00:00:00
0000000058	0000052331	o4820078	2014/01/22 00:00:00	6030595	1	2014/01/22 00:00:00	2015/02/11 00:00:00	2014/02/11 00:00:00	6030595	1	640.00	44.80	684.80	Y	2019/10/25 00:00:00
0000000059	0000052331	o54790980	2018/12/11 00:00:00	6030595	1	2018/12/11 00:00:00	2018/12/11 00:00:00	2018/12/11 00:00:00	6030595	1	320.00	21.20	341.20	Y	2019/10/25 00:00:00
0000000060	0000052331	o7140182	2014/08/06 00:00:00	6030595	1	2014/08/06 00:00:00	2015/08/06 00:00:00	2014/08/06 00:00:00	6030595	1	111.00	7.77	118.77	Y	2019/10/25 00:00:00
0000000061	0000052507	o2611023	2013/06/28 00:00:00	8649075	1	2013/06/28 00:00:00	2016/02/11 00:00:00	2013/06/28 00:00:00	8649075	1	934.16	-10.21	923.95	Y	2019/10/25 00:00:00
0000000062	0000052507	o2716878	2013/06/11 00:00:00	8649075	1	2013/06/11 00:00:00	2013/06/11 00:00:00	2013/06/11 00:00:00	8649075	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000063	0000052507	o2717006	2013/06/11 00:00:00	8649075	1	2013/06/11 00:00:00	2013/06/11 00:00:00	2013/06/11 00:00:00	8649075	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000064	0000052679	o21347662	2018/10/09 00:00:00	224983126	1	2018/10/09 00:00:00	2019/10/09 00:00:00	2018/10/09 00:00:00	224983126	1	250.00	16.56	266.56	Y	2019/10/25 00:00:00
0000000065	0000052679	o78113816	2019/10/11 00:00:00	224983126	1	2019/10/11 00:00:00	2019/10/11 00:00:00	2019/10/11 00:00:00	224983126	1	250.00	16.56	266.56	Y	2019/10/25 00:00:00
0000000066	0000053107	o1820665	2013/01/16 00:00:00	2674818	1	2013/01/16 00:00:00	2014/01/16 00:00:00	2013/01/16 00:00:00	2674818	2	600.00	42.00	642.00	Y	2019/10/25 00:00:00
0000000067	0000053107	o524759	2012/01/04 00:00:00	2674818	1	2012/01/04 00:00:00	2012/01/18 00:00:00	2012/01/04 00:00:00	2674818	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000068	0000053107	o550107	2012/01/13 00:00:00	2674818	1	2012/01/13 00:00:00	2013/01/13 00:00:00	2012/01/13 00:00:00	2674818	2	750.00	52.50	802.50	Y	2019/10/25 00:00:00
0000000069	0000053222	o665893	2012/05/29 00:00:00	4408350	1	2012/05/29 00:00:00	2013/05/29 00:00:00	2012/05/29 00:00:00	4408350	1	375.00	26.25	401.25	Y	2019/10/25 00:00:00
0000000070	0000053222	o666188	2012/07/24 00:00:00	4408350	1	2012/07/24 00:00:00	2013/07/24 00:00:00	2012/07/24 00:00:00	4408350	1	187.50	13.13	200.63	Y	2019/10/25 00:00:00
0000000071	0000053512	o8493344	2014/11/12 00:00:00	35337041	1	2014/11/12 00:00:00	2016/08/01 00:00:00	2014/11/12 00:00:00	35337041	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000072	0000053726	o5945645	2014/04/15 00:00:00	16176042	1	2014/04/15 00:00:00	2015/04/15 00:00:00	2014/04/15 00:00:00	16176042	1	240.00	16.80	256.80	Y	2019/10/25 00:00:00
0000000073	0000053882	o10064717	2015/02/16 00:00:00	37650051	1	2015/02/16 00:00:00	2016/08/01 00:00:00	2015/02/16 00:00:00	37650051	1	187.50	0.00	187.50	Y	2019/10/25 00:00:00
0000000074	0000054407	o11715524	2016/11/10 00:00:00	1648694	1	2016/11/10 00:00:00	2017/11/10 00:00:00	2016/11/10 00:00:00	1648694	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000075	0000054407	o1340303	2012/09/17 00:00:00	1648694	1	2012/09/17 00:00:00	2013/09/17 00:00:00	2012/09/17 00:00:00	1648694	1	185.00	12.95	197.95	Y	2019/10/25 00:00:00
0000000076	0000054407	o1490076	2012/10/08 00:00:00	1648694	1	2012/10/08 00:00:00	2013/10/03 00:00:00	2012/10/03 00:00:00	1648694	1	200.00	14.00	214.00	Y	2019/10/25 00:00:00
0000000077	0000054407	o3531706	2013/10/18 00:00:00	1648694	1	2013/10/18 00:00:00	2014/10/18 00:00:00	2013/10/18 00:00:00	1648694	1	138.75	9.71	148.46	Y	2019/10/25 00:00:00
0000000078	0000054407	o3531708	2013/10/18 00:00:00	1648694	1	2013/10/18 00:00:00	2014/10/18 00:00:00	2013/10/18 00:00:00	1648694	1	187.50	13.13	200.63	Y	2019/10/25 00:00:00
0000000079	0000054407	o400413	2011/10/03 00:00:00	1648694	1	2011/10/03 00:00:00	2012/10/18 00:00:00	2011/10/03 00:00:00	1648694	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000080	0000054407	o7140478	2014/08/20 00:00:00	1648694	1	2014/08/20 00:00:00	2016/02/01 00:00:00	2014/10/18 00:00:00	1648694	1	138.75	9.71	148.46	Y	2019/10/25 00:00:00
0000000081	0000054407	o7140480	2014/08/20 00:00:00	1648694	1	2014/08/20 00:00:00	2016/08/01 00:00:00	2014/10/18 00:00:00	1648694	1	187.50	13.13	200.63	Y	2019/10/25 00:00:00
0000000082	0000054407	o7223533	2015/05/21 00:00:00	1648694	1	2015/05/21 00:00:00	2016/08/01 00:00:00	2015/05/21 00:00:00	1648694	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000083	0000054407	o76028615	2019/06/13 00:00:00	1648694	1	2019/06/13 00:00:00	2019/06/13 00:00:00	2019/06/13 00:00:00	1648694	1	250.00	16.56	266.56	Y	2019/10/25 00:00:00
0000000084	0000054508	o56799274	2017/11/08 00:00:00	36882846	1	2017/11/08 00:00:00	2018/11/08 00:00:00	2017/11/08 00:00:00	36882846	1	250.00	17.19	267.19	Y	2019/10/25 00:00:00
0000000085	0000054508	o9553436	2015/01/16 00:00:00	36882846	1	2015/01/16 00:00:00	2016/08/01 00:00:00	2015/01/16 00:00:00	36882846	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000086	0000054508	o9553664	2017/03/09 00:00:00	36882846	1	2017/03/09 00:00:00	2018/03/09 00:00:00	2017/03/09 00:00:00	36882846	1	250.00	17.19	267.19	Y	2019/10/25 00:00:00
0000000087	0000054623	o12402648	2015/07/21 00:00:00	49241047	1	2015/07/21 00:00:00	2016/08/01 00:00:00	2015/07/21 00:00:00	49241047	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000088	0000054682	o12191340	2015/09/29 00:00:00	5830519	1	2015/09/29 00:00:00	2016/02/11 00:00:00	2015/10/03 00:00:00	5830519	1	123.98	8.68	132.66	Y	2019/10/25 00:00:00
0000000089	0000054682	o1420184	2012/10/03 00:00:00	5830519	1	2012/10/03 00:00:00	2013/10/03 00:00:00	2012/10/03 00:00:00	5830519	1	318.75	22.31	341.06	Y	2019/10/25 00:00:00
0000000090	0000054682	o1451808	2014/09/17 00:00:00	5830519	1	2014/09/17 00:00:00	2015/10/03 00:00:00	2014/10/03 00:00:00	5830519	1	375.00	26.25	401.25	Y	2019/10/25 00:00:00
0000000091	0000054682	o3181093	2013/08/29 00:00:00	5830519	1	2013/08/29 00:00:00	2014/10/03 00:00:00	2013/10/03 00:00:00	5830519	1	300.00	21.00	321.00	Y	2019/10/25 00:00:00
0000000092	0000054760	o12191101	2015/09/14 00:00:00	10950618	1	2015/09/14 00:00:00	2016/10/30 00:00:00	2015/10/30 00:00:00	10950618	1	200.00	14.00	214.00	Y	2019/10/25 00:00:00
0000000093	0000054760	o4096579	2013/10/30 00:00:00	10950618	1	2013/10/30 00:00:00	2014/10/30 00:00:00	2013/10/30 00:00:00	10950618	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000094	0000054760	o7140073	2014/08/04 00:00:00	10950618	1	2014/08/04 00:00:00	2015/10/30 00:00:00	2014/10/30 00:00:00	10950618	1	200.00	14.00	214.00	Y	2019/10/25 00:00:00
0000000095	0000055111	o12190289	2015/07/27 00:00:00	6360204	1	2015/07/27 00:00:00	2016/02/11 00:00:00	2015/11/29 00:00:00	6360204	1	69.95	4.90	74.85	Y	2019/10/25 00:00:00
0000000096	0000055111	o1590857	2012/11/29 00:00:00	6360204	1	2012/11/29 00:00:00	2013/11/29 00:00:00	2012/11/29 00:00:00	6360204	1	425.00	29.75	454.75	Y	2019/10/25 00:00:00
0000000097	0000055111	o3180327	2013/08/05 00:00:00	6360204	1	2013/08/05 00:00:00	2014/11/29 00:00:00	2013/11/29 00:00:00	6360204	1	500.00	35.00	535.00	Y	2019/10/25 00:00:00
0000000098	0000055111	o7600385	2014/09/23 00:00:00	6360204	1	2014/09/23 00:00:00	2015/11/29 00:00:00	2014/11/29 00:00:00	6360204	1	400.00	28.00	428.00	Y	2019/10/25 00:00:00
0000000099	0000055261	o65665200	2018/02/18 00:00:00	217464737	1	2018/02/18 00:00:00	2019/02/18 00:00:00	2018/02/18 00:00:00	217464737	1	187.50	12.42	199.92	Y	2019/10/25 00:00:00
0000000100	0000055314	o668634	2012/06/09 00:00:00	4507493	1	2012/06/09 00:00:00	2013/06/09 00:00:00	2012/06/09 00:00:00	4507493	1	200.00	14.00	214.00	Y	2019/10/25 00:00:00
0000000101	0000055409	o2783568	2013/06/19 00:00:00	8766958	1	2013/06/19 00:00:00	2015/06/19 00:00:00	2013/06/19 00:00:00	8766958	1	375.00	26.25	401.25	Y	2019/10/25 00:00:00
0000000102	0000055432	o62013987	2017/09/28 00:00:00	311390944	1	2017/09/28 00:00:00	2018/09/28 00:00:00	2017/09/28 00:00:00	311390944	1	250.00	17.19	267.19	Y	2019/10/25 00:00:00
0000000103	0000055464	o11630361	2015/05/21 00:00:00	6440322	2	2015/05/21 00:00:00	2016/02/11 00:00:00	2015/05/21 00:00:00	6440322	2	315.33	22.08	337.41	Y	2019/10/25 00:00:00
0000000104	0000055464	o1591151	2012/12/06 00:00:00	6440322	1	2012/12/06 00:00:00	2013/12/06 00:00:00	2012/12/06 00:00:00	6440322	2	637.50	44.63	682.13	Y	2019/10/25 00:00:00
0000000105	0000055464	o2610089	2013/05/21 00:00:00	6440322	1	2013/05/21 00:00:00	2014/05/21 00:00:00	2013/05/21 00:00:00	6440322	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000106	0000055464	o4071141	2013/11/22 00:00:00	6440322	1	2013/11/22 00:00:00	2014/12/07 00:00:00	2013/12/06 00:00:00	6440322	1	400.00	28.00	428.00	Y	2019/10/25 00:00:00
0000000107	0000055464	o5510006	2014/03/10 00:00:00	6440322	1	2014/03/10 00:00:00	2015/05/21 00:00:00	2014/05/21 00:00:00	6440322	1	200.00	14.00	214.00	Y	2019/10/25 00:00:00
0000000108	0000055464	o8120128	2014/10/22 00:00:00	6440322	1	2014/10/22 00:00:00	2015/05/22 00:00:00	2014/12/06 00:00:00	6440322	1	181.92	12.73	194.65	Y	2019/10/25 00:00:00
0000000109	0000055821	o5908836	2014/04/11 00:00:00	16119666	1	2014/04/11 00:00:00	2014/04/11 00:00:00	2014/04/11 00:00:00	16119666	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000110	0000055892	o5279055	2014/02/27 00:00:00	12919032	1	2014/02/27 00:00:00	2014/02/27 00:00:00	2014/02/27 00:00:00	12919032	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000111	0000055894	o3245310	2013/08/01 00:00:00	9457443	1	2013/08/01 00:00:00	2014/08/01 00:00:00	2013/08/01 00:00:00	9457443	1	185.00	12.95	197.95	Y	2019/10/25 00:00:00
0000000112	0000055894	o3245443	2014/12/10 00:00:00	9457443	1	2014/12/10 00:00:00	2016/07/31 00:00:00	2014/12/10 00:00:00	9457443	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000113	0000056520	o10185673	2015/02/25 00:00:00	37836918	1	2015/02/25 00:00:00	2016/08/01 00:00:00	2015/02/25 00:00:00	37836918	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000114	0000057043	o68650275	2018/06/21 00:00:00	100624306	1	2018/06/21 00:00:00	2019/06/21 00:00:00	2018/06/21 00:00:00	100624306	1	320.00	21.20	341.20	Y	2019/10/25 00:00:00
0000000115	0000057262	o6160996	2014/06/19 00:00:00	5216349	1	2014/06/19 00:00:00	2015/07/28 00:00:00	2014/06/19 00:00:00	5216349	10	2222.30	45.00	2267.30	Y	2019/10/25 00:00:00
0000000116	0000057560	o1793028	2013/01/03 00:00:00	6675484	1	2013/01/03 00:00:00	2014/01/03 00:00:00	2013/01/03 00:00:00	6675484	1	187.50	0.00	187.50	Y	2019/10/25 00:00:00
0000000117	0000057560	o4693328	2014/01/09 00:00:00	6675484	1	2014/01/09 00:00:00	2015/01/09 00:00:00	2014/01/09 00:00:00	6675484	1	150.00	0.00	150.00	Y	2019/10/25 00:00:00
0000000118	0000057560	o8120440	2014/11/04 00:00:00	6675484	1	2014/11/04 00:00:00	2016/08/01 00:00:00	2015/01/09 00:00:00	6675484	1	150.00	0.00	150.00	Y	2019/10/25 00:00:00
0000000119	0000058480	o664238	2012/05/17 00:00:00	4364087	1	2012/05/17 00:00:00	2013/05/17 00:00:00	2012/05/17 00:00:00	4364087	1	320.00	22.40	342.40	Y	2019/10/25 00:00:00
0000000120	0000058480	o664258	2012/05/23 00:00:00	4364087	1	2012/05/23 00:00:00	2013/05/23 00:00:00	2012/05/23 00:00:00	4364087	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000121	0000058480	o675385	2012/05/29 00:00:00	4364087	2	2012/05/29 00:00:00	2013/05/29 00:00:00	2012/05/29 00:00:00	4364087	2	435.00	30.45	465.45	Y	2019/10/25 00:00:00
0000000122	0000058823	o21076759	2016/08/05 00:00:00	224613482	1	2016/08/05 00:00:00	2017/08/05 00:00:00	2016/08/05 00:00:00	224613482	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000123	0000059140	o8279847	2014/10/29 00:00:00	35001925	1	2014/10/29 00:00:00	2016/08/01 00:00:00	2014/10/29 00:00:00	35001925	1	250.00	17.50	267.50	Y	2019/10/25 00:00:00
0000000124	0000059394	o213901	2011/07/26 00:00:00	773039	1	2011/07/26 00:00:00	2012/09/30 00:00:00	2011/07/26 00:00:00	773039	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000125	0000059436	o1490134	2012/10/09 00:00:00	5916532	1	2012/10/09 00:00:00	2013/10/09 00:00:00	2012/10/09 00:00:00	5916532	10	2550.00	226.31	2776.31	Y	2019/10/25 00:00:00
0000000126	0000059436	o4070434	2013/10/29 00:00:00	5916532	1	2013/10/29 00:00:00	2014/10/29 00:00:00	2013/10/29 00:00:00	5916532	1	240.00	0.00	240.00	Y	2019/10/25 00:00:00
0000000127	0000059436	o7140649	2014/08/28 00:00:00	5916532	1	2014/08/28 00:00:00	2016/02/01 00:00:00	2014/10/29 00:00:00	5916532	1	240.00	0.00	240.00	Y	2019/10/25 00:00:00
0000000128	0000059536	o6160621	2014/05/30 00:00:00	19840819	2	2014/05/30 00:00:00	2015/03/20 00:00:00	2014/05/30 00:00:00	19840819	3	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000000129	0000059536	o6284054	2014/05/14 00:00:00	19840819	1	2014/05/14 00:00:00	2014/05/14 00:00:00	2014/05/14 00:00:00	19840819	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
