RECSEQ	ACCESS_LIC_ID	ACCESS_PNT_ID	PROFILE_ID	STATUS
0000015935	12301718	12400214	1713351	INACTIVE
0000015936	12301719	12400214	1713351	ACTIVE
0000015937	12301720	12400214	1713351	ACTIVE
0000015938	12301721	12400214	1713351	ACTIVE
0000015939	12301722	12400214	1713351	ACTIVE
0000015940	12301723	12400214	1713351	ACTIVE
0000015941	12301724	12400214	1713351	ACTIVE
0000015942	12301725	12400215	1713351	ACTIVE
0000015943	12301726	12400215	1713351	ACTIVE
0000015944	12301727	12400215	1713351	ACTIVE
0000015945	12301728	12400215	1713351	ACTIVE
0000015946	12301729	12400215	1713351	ACTIVE
0000015947	12301730	12400215	1713351	ACTIVE
0000015948	12301731	12400215	3680185	ACTIVE
0000015949	12301732	12400215	1713351	ACTIVE
0000015950	12301733	12400215	3659857	INACTIVE
0000015951	12301734	12400215	1713351	INACTIVE
0000015952	12301735	12400215	1713351	ACTIVE
0000015953	12301736	12400215	1713351	ACTIVE
0000015954	12301737	12400215	1713351	INACTIVE
0000015955	12301738	12400215	1713351	INACTIVE
0000015956	12301739	12400215	1713351	ACTIVE
0000015957	12301740	12400215	1713351	ACTIVE
0000015958	12301741	12400215	1713351	ACTIVE
0000015959	12301742	12400215	1713351	ACTIVE
0000015960	12301743	12400215	1713351	ACTIVE
0000015961	12301744	12400215		INACTIVE
0000015962	12301745	12400215	3711634	ACTIVE
0000015963	12301746	12400215	1713351	INACTIVE
0000015964	12301747	12400215		INACTIVE
0000015965	12301748	12400215	1713351	ACTIVE
0000015966	12301749	12400215	1713351	INACTIVE
0000015967	12301750	12400215	1713351	ACTIVE
0000015968	12301751	12400215	1996518	ACTIVE
0000015969	12301752	12400215	1713351	INACTIVE
0000015970	12301753	12400216	1713351	ACTIVE
0000015971	12301754	12400216	3711634	ACTIVE
0000015972	12301755	12400216	1713351	ACTIVE
0000015973	12301756	12400216	1713351	INACTIVE
0000015974	12301757	12400216	1713351	ACTIVE
0000015975	12301758	12400216	1713351	INACTIVE
0000015976	12301759	12400216	3659857	INACTIVE
0000015977	12301760	12400216	1713351	INACTIVE
0000015978	12301761	12400216	1713351	ACTIVE
0000015979	12301762	12400216	1713351	ACTIVE
0000015980	12301763	12400216	1713351	ACTIVE
0000015981	12301764	12400216	1713351	INACTIVE
0000015982	12301765	12400216	1713351	INACTIVE
0000015983	12301766	12400216	1713351	ACTIVE
0000015984	12301767	12400216	1713351	ACTIVE
0000015985	12301768	12400216	1713351	ACTIVE
0000015986	12301769	12400216	1996518	ACTIVE
0000015987	12301770	12400216	1713351	ACTIVE
0000015988	12301771	12400216	3680185	ACTIVE
0000015989	12301772	12400216	1713351	ACTIVE
0000015990	12301773	12400216	1713351	INACTIVE
0000015991	12301774	12400216	1713351	ACTIVE
0000015992	12301775	12400216	1713351	ACTIVE
0000015993	12301776	12400216	1713351	ACTIVE
0000015994	12301777	12400216		INACTIVE
0000015995	12301778	12400216	1713351	ACTIVE
0000015996	12301779	12400216		INACTIVE
0000015997	12301780	12400216	1713351	ACTIVE
0000015998	12301781	12400217	1713351	ACTIVE
0000015999	12301782	12400217	1635696	ACTIVE
0000016000	12301783	12400217	3105441	ACTIVE
0000016001	12301784	12400217	1713351	ACTIVE
0000016002	12301785	12400217	1713351	ACTIVE
0000016003	12301786	12400217	1713351	ACTIVE
0000016004	12301787	12400217	1713351	ACTIVE
0000016005	12301788	12400217	1713351	ACTIVE
0000016006	12301789	12400217	1713351	ACTIVE
0000016007	13300010	12400315	7874125	ACTIVE
0000016008	13500001	9600066	6323225	ACTIVE
0000016009	12301790	12400217	1504397	ACTIVE
0000016010	12301791	12400217	4368028	ACTIVE
0000016011	12301792	12400217	1713351	ACTIVE
0000016012	12301793	12400217	1713351	ACTIVE
0000016013	12301794	12400217	1534117	ACTIVE
0000016014	12301795	12400217	779060	ACTIVE
0000016015	12301796	12400217	1713351	ACTIVE
0000016016	17600198	16200393	11509264	INACTIVE
0000016017	20000005	19000051	18066023	INACTIVE
0000016018	20000006	19000051	19520776	INACTIVE
0000016019	20000007	19000051	19705672	INACTIVE
0000016020	20000008	19000052	18066023	ACTIVE
0000016021	12301797	12400217	1413272	ACTIVE
0000016022	12301798	12400217	1713351	ACTIVE
0000016023	12301799	12400217	1713351	ACTIVE
0000016024	12301800	12400217	1713351	ACTIVE
0000016025	12301801	12400217	1713351	ACTIVE
0000016026	12301802	12400217	1713351	ACTIVE
0000016027	12301803	12400217	1713351	ACTIVE
0000016028	12301804	12400217	3671016	ACTIVE
0000016029	12301805	12400217	3680529	ACTIVE
0000016030	12301806	12400217	1713351	ACTIVE
0000016031	12301807	12400217	1713351	ACTIVE
0000016032	12301808	12400217	1713351	ACTIVE
0000016033	12301809	12400217	3671922	ACTIVE
0000016034	12301810	12400217	3753800	ACTIVE
0000016035	12301811	12400217	3702951	ACTIVE
0000016036	12301812	12400217	1713351	ACTIVE
0000016037	12301813	12400217	3724175	ACTIVE
0000016038	12301814	12400217	1713351	ACTIVE
0000016039	12301815	12400217	2039313	ACTIVE
0000016040	12301816	12400217	1713351	ACTIVE
0000016041	12301817	12400217	4386019	ACTIVE
0000016042	12301818	12400217	1713351	ACTIVE
0000016043	12301819	12400217	1713351	ACTIVE
0000016044	12301820	12400217	2076602	ACTIVE
0000016045	12301821	12400217	1713351	ACTIVE
0000016046	12301822	12400217	1713351	ACTIVE
0000016047	12301823	12400217	1713351	ACTIVE
0000016048	12301824	12400217	1713351	ACTIVE
0000016049	12301825	12400217	3701179	ACTIVE
0000016050	12301826	12400217	1713351	ACTIVE
0000016051	12301827	12400217	3693996	ACTIVE
0000016052	12301828	12400217	1713351	ACTIVE
0000016053	12301829	12400217	1713351	ACTIVE
0000016054	12301830	12400217	1713351	ACTIVE
0000016055	12301831	12400217	1713351	ACTIVE
0000016056	12301832	12400217	3701719	ACTIVE
0000016057	12301833	12400217	1713351	ACTIVE
0000016058	12301834	12400217	1713351	INACTIVE
0000016059	12301835	12400217	5638716	ACTIVE
0000016060	12301836	12400217	1713351	ACTIVE
0000016061	12301837	12400217	1525943	ACTIVE
0000016062	12301838	12400217	1713351	ACTIVE
0000016063	12301839	12400217	1713351	ACTIVE
0000016064	12301840	12400217	2063108	ACTIVE
0000016065	12301841	12400217	1713351	ACTIVE
0000016066	12301842	12400217	1713351	ACTIVE
0000016067	12301843	12400217	1713351	ACTIVE
0000016068	12301844	12400217	1713351	ACTIVE
0000016069	12301845	12400217	779060	ACTIVE
0000016070	12301846	12400217	1713351	ACTIVE
0000016071	12301847	12400217	1713351	ACTIVE
0000016072	12301848	12400217	1713351	ACTIVE
0000016073	12301849	12400217	1713351	ACTIVE
0000016074	12301850	12400217	1713351	ACTIVE
0000016075	12301851	12400217	3747904	ACTIVE
0000016076	12301852	12400217	3702946	ACTIVE
0000016077	12301853	12400217	1713351	ACTIVE
0000016078	12301854	12400217	1505313	ACTIVE
0000016079	12301855	12400217	3671297	ACTIVE
0000016080	12301856	12400217	1713351	ACTIVE
0000016081	12301857	12400217	1681374	ACTIVE
0000016082	12301858	12400217	3772603	ACTIVE
0000016083	12301859	12400217	1170989	ACTIVE
0000016084	12301860	12400217	3911217	ACTIVE
0000016085	12301861	12400217	1713351	ACTIVE
0000016086	12301862	12400217	1713351	ACTIVE
0000016087	12301863	12400217	3680516	ACTIVE
0000016088	12301864	12400217	3727940	ACTIVE
0000016089	12301865	12400217	1713351	ACTIVE
0000016090	12301866	12400217	3692336	ACTIVE
0000016091	12301867	12400217	3703222	ACTIVE
0000016092	12301868	12400217	1713351	ACTIVE
0000016093	12301869	12400217	1713351	ACTIVE
0000016094	12301870	12400217	1713351	ACTIVE
0000016095	12301871	12400217	1908515	ACTIVE
0000016096	12301872	12400217	1713351	ACTIVE
0000016097	12301873	12400217	1713351	ACTIVE
0000016098	12301874	12400217	1713351	ACTIVE
0000016099	12301875	12400217	3681084	ACTIVE
0000016100	12301876	12400217	1713351	ACTIVE
0000016101	12301877	12400217	3680439	ACTIVE
0000016102	12301878	12400217	3680801	ACTIVE
0000016103	12301879	12400217	1713351	ACTIVE
0000016104	12301880	12400217	1713351	ACTIVE
0000016105	12301881	12400217	1600687	ACTIVE
0000016106	12301882	12400217	3680432	ACTIVE
0000016107	12301883	12400217	1630277	ACTIVE
0000016108	12301884	12400217	1713351	ACTIVE
0000016109	12301885	12400217	1713351	ACTIVE
0000016110	12301886	12400217	1713351	ACTIVE
0000016111	12301887	12400217	3489436	ACTIVE
0000016112	12301888	12400217	1713351	ACTIVE
0000016113	12301889	12400217	1713351	ACTIVE
0000016114	12301890	12400217	4367937	ACTIVE
0000016115	12301891	12400217	1713351	ACTIVE
0000016116	12301892	12400217	1713351	ACTIVE
0000016117	12301893	12400217	3982119	ACTIVE
0000016118	12301894	12400217	3801484	ACTIVE
0000016119	12301895	12400217	1713351	ACTIVE
0000016120	12301896	12400217	3694156	ACTIVE
0000016121	12301897	12400217	1713351	ACTIVE
0000016122	12301898	12400217	1713351	ACTIVE
0000016123	12301899	12400217	1713351	ACTIVE
0000016124	12301900	12400217	1713351	ACTIVE
0000016125	12301901	12400217	1713351	ACTIVE
0000016126	12301902	12400217	3680407	ACTIVE
0000016127	12301903	12400217	1713351	ACTIVE
0000016128	12301904	12400217	1713351	ACTIVE
0000016129	12301905	12400217	1713351	ACTIVE
0000016130	12301906	12400217	3435405	ACTIVE
0000016131	12301907	12400217	1713351	ACTIVE
0000016132	12301908	12400217	2183251	ACTIVE
0000016133	12301909	12400217	1713351	ACTIVE
0000016134	12301910	12400218	1713351	ACTIVE
0000016135	12301911	12400218	1713351	ACTIVE
0000016136	12301912	12400218	5638716	ACTIVE
0000016137	12301913	12400218	1713351	ACTIVE
0000016138	12301914	12400218	1713351	ACTIVE
0000016139	12301915	12400218	1525943	ACTIVE
0000016140	12301916	12400218	3911217	ACTIVE
0000016141	12301917	12400218	1713351	INACTIVE
0000016142	12301918	12400218	1713351	ACTIVE
0000016143	12301919	12400218	1713351	ACTIVE
0000016144	12301920	12400218	1413272	ACTIVE
0000016145	12301921	12400218	1635696	ACTIVE
0000016146	12301922	12400218	1713351	ACTIVE
0000016147	12301923	12400218	3703222	ACTIVE
0000016148	12301924	12400218	1713351	ACTIVE
0000016149	12301925	12400218	1713351	ACTIVE
0000016150	12301926	12400218	1713351	ACTIVE
0000016151	12301927	12400218	779060	ACTIVE
0000016152	12301928	12400218	3702951	ACTIVE
0000016153	12301929	12400218	1600687	ACTIVE
0000016154	12301930	12400218	1713351	ACTIVE
0000016155	12301931	12400218	1713351	ACTIVE
0000016156	12301932	12400218	3681084	ACTIVE
0000016157	12301933	12400218	1713351	ACTIVE
0000016158	12301934	12400218	1713351	ACTIVE
0000016159	12301935	12400218	1713351	ACTIVE
0000016160	12301936	12400218	3680529	ACTIVE
0000016161	12301937	12400218	1713351	ACTIVE
0000016162	12301938	12400218	3694156	ACTIVE
0000016163	12301939	12400218	3105441	ACTIVE
0000016164	12301940	12400218	1713351	ACTIVE
0000016165	12301941	12400218	1713351	ACTIVE
0000016166	12301942	12400218	1505313	ACTIVE
0000016167	12301943	12400218	1713351	ACTIVE
0000016168	12301944	12400218	1713351	ACTIVE
0000016169	12301945	12400218	1630277	ACTIVE
0000016170	12301946	12400218	3727940	ACTIVE
0000016171	12301947	12400218	1713351	ACTIVE
0000016172	12301948	12400218	1713351	ACTIVE
0000016173	12301949	12400218	779060	ACTIVE
0000016174	12301950	12400218	1713351	ACTIVE
0000016175	12301951	12400218	1713351	ACTIVE
0000016176	12301952	12400218	3692336	ACTIVE
0000016177	12301953	12400218	3671922	ACTIVE
0000016178	12301954	12400218	1713351	ACTIVE
0000016179	12301955	12400218	3435405	ACTIVE
0000016180	12301956	12400218	1713351	ACTIVE
0000016181	12301957	12400218	1713351	ACTIVE
0000016182	12301958	12400218	1713351	ACTIVE
0000016183	12301959	12400218	4368028	ACTIVE
0000016184	12301960	12400218	3702946	ACTIVE
0000016185	12301961	12400218	1713351	ACTIVE
0000016186	12301962	12400218	1713351	ACTIVE
0000016187	12301963	12400218	1713351	ACTIVE
0000016188	12301964	12400218	1713351	ACTIVE
0000016189	12301965	12400218	3701719	ACTIVE
0000016190	12301966	12400218	2076602	ACTIVE
0000016191	12301967	12400218	3680432	ACTIVE
0000016192	12301968	12400218	1713351	ACTIVE
0000016193	12301969	12400218	1713351	ACTIVE
0000016194	12301970	12400218	1713351	ACTIVE
0000016195	12301971	12400218	3693996	ACTIVE
0000016196	12301972	12400218	1534117	ACTIVE
0000016197	12301973	12400218	1713351	ACTIVE
0000016198	12301974	12400218	1713351	ACTIVE
0000016199	12301975	12400218	1713351	ACTIVE
0000016200	12301976	12400218	1713351	ACTIVE
0000016201	12301977	12400218	1713351	ACTIVE
0000016202	12301978	12400218	1713351	ACTIVE
0000016203	12301979	12400218	1713351	ACTIVE
0000016204	12301980	12400218	4386019	ACTIVE
0000016205	12301981	12400218	3772603	ACTIVE
0000016206	12301982	12400218	1713351	ACTIVE
0000016207	12301983	12400218	1713351	ACTIVE
0000016208	12301984	12400218	1713351	ACTIVE
0000016209	12301985	12400218	1713351	ACTIVE
0000016210	12301986	12400218	3680439	ACTIVE
0000016211	12301987	12400218	1713351	ACTIVE
0000016212	12301988	12400218	1713351	ACTIVE
0000016213	12301989	12400218	1713351	ACTIVE
0000016214	12301990	12400218	1713351	ACTIVE
0000016215	12301991	12400218	1713351	ACTIVE
0000016216	12301992	12400218	3680516	ACTIVE
0000016217	12301993	12400218	1713351	ACTIVE
0000016218	12301994	12400218	3680407	ACTIVE
0000016219	12301995	12400218	1170989	ACTIVE
0000016220	12301996	12400218	3753800	ACTIVE
0000016221	12301997	12400218	2063108	ACTIVE
0000016222	12301998	12400218	1713351	ACTIVE
0000016223	12301999	12400218	3801484	ACTIVE
0000016224	12302000	12400218	3489436	ACTIVE
0000016225	12302001	12400218	1713351	ACTIVE
0000016226	12302002	12400218	1713351	ACTIVE
0000016227	12302003	12400218	3747904	ACTIVE
0000016228	12302004	12400218	3671297	ACTIVE
0000016229	12302005	12400218	4367937	ACTIVE
0000016230	12302006	12400218	1713351	ACTIVE
0000016231	12302007	12400218	1713351	ACTIVE
0000016232	12302008	12400218	1713351	ACTIVE
0000016233	12302009	12400218	1713351	ACTIVE
0000016234	12302010	12400218	1908515	ACTIVE
0000016235	12302011	12400218	1713351	ACTIVE
0000016236	12302012	12400218	1713351	ACTIVE
0000016237	12302013	12400218	1713351	ACTIVE
0000016238	12302014	12400218	3724175	ACTIVE
0000016239	12302015	12400218	1713351	ACTIVE
0000016240	12302016	12400218	2183251	ACTIVE
0000016241	12302017	12400218	1713351	ACTIVE
0000016242	12302018	12400218	1504397	ACTIVE
0000016243	12302019	12400218	1713351	ACTIVE
0000016244	12302020	12400218	1713351	ACTIVE
0000016245	12302021	12400218	1713351	ACTIVE
0000016246	12302022	12400218	3680801	ACTIVE
0000016247	12302023	12400218	1713351	ACTIVE
0000016248	12302024	12400218	1713351	ACTIVE
0000016249	12302025	12400218	1713351	ACTIVE
0000016250	12302026	12400218	1713351	ACTIVE
0000016251	12302027	12400218	3701179	ACTIVE
0000016252	12302028	12400218	1713351	ACTIVE
0000016253	12302029	12400218	1713351	ACTIVE
0000016254	12302030	12400218	1713351	ACTIVE
0000016255	12302031	12400218	1713351	ACTIVE
0000016256	12302032	12400218	1713351	ACTIVE
0000016257	12302033	12400218	2039313	ACTIVE
0000016258	12302034	12400218	3982119	ACTIVE
0000016259	12302035	12400218	1713351	ACTIVE
0000016260	12302036	12400218	1681374	ACTIVE
0000016261	12302037	12400218	1713351	ACTIVE
0000016262	12302038	12400218	3671016	ACTIVE
0000016263	12302039	12400219	3435405	ACTIVE
0000016264	12302040	12400219	1713351	ACTIVE
0000016265	12302041	12400219	3680407	ACTIVE
0000016266	12302042	12400219	779060	ACTIVE
0000016267	12302043	12400219	1713351	ACTIVE
0000016268	12302044	12400219	1713351	ACTIVE
0000016269	12302045	12400219	1713351	ACTIVE
0000016270	12302046	12400219	1713351	ACTIVE
0000016271	12302047	12400219	1713351	ACTIVE
0000016272	12302048	12400219	1713351	ACTIVE
0000016273	12302049	12400219	1170989	ACTIVE
0000016274	12302050	12400219	1713351	ACTIVE
0000016275	12302051	12400219	1713351	ACTIVE
0000016276	12302052	12400219	1713351	ACTIVE
0000016277	12302053	12400219	1713351	ACTIVE
0000016278	12302054	12400219	1713351	ACTIVE
0000016279	12302055	12400219	2039313	ACTIVE
0000016280	12302056	12400219	1713351	ACTIVE
0000016281	12302057	12400219	1713351	ACTIVE
0000016282	12302058	12400219	1713351	ACTIVE
0000016283	12302059	12400219	1713351	ACTIVE
0000016284	12302060	12400219	1713351	ACTIVE
0000016285	12302061	12400219	3772603	ACTIVE
0000016286	12302062	12400219	1713351	ACTIVE
0000016287	12302063	12400219	1713351	ACTIVE
0000016288	12302064	12400219	3671297	ACTIVE
0000016289	12302065	12400219	1713351	ACTIVE
0000016290	12302066	12400219	1713351	ACTIVE
0000016291	12302067	12400219	3703222	ACTIVE
0000016292	12302068	12400219	1713351	ACTIVE
0000016293	12302069	12400219	1681374	ACTIVE
0000016294	12302070	12400219	1713351	INACTIVE
0000016295	12302071	12400219	1713351	ACTIVE
0000016296	12302072	12400219	1713351	ACTIVE
0000016297	12302073	12400219	1713351	ACTIVE
0000016298	12302074	12400219	1713351	ACTIVE
0000016299	12302075	12400219	1713351	ACTIVE
0000016300	12302076	12400219	779060	ACTIVE
0000016301	12302077	12400219	1713351	ACTIVE
0000016302	12302078	12400219	3680432	ACTIVE
0000016303	12302079	12400219	3753800	ACTIVE
0000016304	12302080	12400219	1713351	ACTIVE
0000016305	12302081	12400219	1713351	ACTIVE
0000016306	12302082	12400219	1713351	ACTIVE
0000016307	12302083	12400219	1713351	ACTIVE
0000016308	12302084	12400219	1713351	ACTIVE
0000016309	12302085	12400219	1713351	ACTIVE
0000016310	12302086	12400219	1713351	ACTIVE
0000016311	12302087	12400219	3747904	ACTIVE
0000016312	12302088	12400219	3801484	ACTIVE
0000016313	12302089	12400219	1713351	ACTIVE
0000016314	12302090	12400219	3701179	ACTIVE
0000016315	12302091	12400219	1713351	ACTIVE
0000016316	12302092	12400219	3680529	ACTIVE
0000016317	12302093	12400219	1713351	ACTIVE
0000016318	12302094	12400219	3680439	ACTIVE
0000016319	12302095	12400219	1504397	ACTIVE
0000016320	12302096	12400219	1713351	ACTIVE
0000016321	12302097	12400219	3702951	ACTIVE
0000016322	12302098	12400219	3693996	ACTIVE
0000016323	12302099	12400219	4367937	ACTIVE
0000016324	12302100	12400219	1713351	ACTIVE
0000016325	12302101	12400219	3911217	ACTIVE
0000016326	12302102	12400219	3727940	ACTIVE
0000016327	12302103	12400219	3680801	ACTIVE
0000016328	12302104	12400219	1713351	ACTIVE
0000016329	12302105	12400219	1713351	ACTIVE
0000016330	12302106	12400219	1713351	ACTIVE
0000016331	12302107	12400219	2063108	ACTIVE
0000016332	12302108	12400219	1713351	ACTIVE
0000016333	12302109	12400219	4386019	ACTIVE
0000016334	12302110	12400219	1713351	ACTIVE
0000016335	12302111	12400219	4368028	ACTIVE
0000016336	12302112	12400219	3702946	ACTIVE
0000016337	12302113	12400219	1713351	ACTIVE
0000016338	12302114	12400219	1713351	ACTIVE
0000016339	12302115	12400219	1505313	ACTIVE
0000016340	12302116	12400219	1713351	ACTIVE
0000016341	12302117	12400219	1713351	ACTIVE
0000016342	12302118	12400219	1713351	ACTIVE
0000016343	12302119	12400219	1713351	ACTIVE
0000016344	12302120	12400219	3671922	ACTIVE
0000016345	12302121	12400219	1713351	ACTIVE
0000016346	12302122	12400219	3489436	ACTIVE
0000016347	12302123	12400219	3671016	ACTIVE
0000016348	12302124	12400219	5638716	ACTIVE
0000016349	12302125	12400219	3701719	ACTIVE
0000016350	12302126	12400219	1413272	ACTIVE
0000016351	12302127	12400219	1713351	ACTIVE
0000016352	12302128	12400219	1713351	ACTIVE
0000016353	12302129	12400219	1713351	ACTIVE
0000016354	12302130	12400219	3724175	ACTIVE
0000016355	12302131	12400219	1713351	ACTIVE
0000016356	12302132	12400219	1713351	ACTIVE
0000016357	12302133	12400219	1713351	ACTIVE
0000016358	12302134	12400219	1713351	ACTIVE
0000016359	12302135	12400219	1713351	ACTIVE
0000016360	12302136	12400219	2183251	ACTIVE
0000016361	12302137	12400219	1713351	ACTIVE
0000016362	12302138	12400219	3105441	ACTIVE
0000016363	12302139	12400219	1600687	ACTIVE
0000016364	12302140	12400219	1713351	ACTIVE
0000016365	12302141	12400219	3694156	ACTIVE
0000016366	12302142	12400219	1908515	ACTIVE
0000016367	12302143	12400219	1534117	ACTIVE
0000016368	12302144	12400219	1713351	ACTIVE
0000016369	12302145	12400219	3681084	ACTIVE
0000016370	12302146	12400219	1713351	ACTIVE
0000016371	12302147	12400219	2076602	ACTIVE
0000016372	12302148	12400219	1713351	ACTIVE
0000016373	12302149	12400219	1713351	ACTIVE
0000016374	12302150	12400219	1713351	ACTIVE
0000016375	12302151	12400219	3680516	ACTIVE
0000016376	12302152	12400219	1713351	ACTIVE
0000016377	12302153	12400219	1713351	ACTIVE
0000016378	12302154	12400219	1713351	ACTIVE
0000016379	12302155	12400219	3692336	ACTIVE
0000016380	12302156	12400219	3982119	ACTIVE
0000016381	12302157	12400219	1713351	ACTIVE
0000016382	12302158	12400219	1713351	ACTIVE
0000016383	12302159	12400219	1525943	ACTIVE
0000016384	12302160	12400219	1713351	ACTIVE
0000016385	12302161	12400219	1713351	ACTIVE
0000016386	12302162	12400219	1635696	ACTIVE
0000016387	12302163	12400219	1713351	ACTIVE
0000016388	12302164	12400219	1713351	ACTIVE
0000016389	12302165	12400219	1713351	ACTIVE
0000016390	12302166	12400219	1713351	ACTIVE
0000016391	12302167	12400219	1713351	ACTIVE
0000016392	12302168	12400220	1713351	ACTIVE
0000016393	12302169	12400220	1713351	ACTIVE
0000016394	12302170	12400220	1713351	ACTIVE
0000016395	12302171	12400220	1600687	ACTIVE
0000016396	12302172	12400220	3489436	ACTIVE
0000016397	12302173	12400220	1713351	ACTIVE
0000016398	12302174	12400220	1713351	ACTIVE
0000016399	12302175	12400220	1713351	ACTIVE
0000016400	12302176	12400220	3702946	ACTIVE
0000016401	12302177	12400220	1713351	ACTIVE
0000016402	12302178	12400220	3671922	ACTIVE
0000016403	12302179	12400220	1713351	ACTIVE
0000016404	12302180	12400220	1713351	ACTIVE
0000016405	12302181	12400220	1525943	ACTIVE
0000016406	12302182	12400220	1713351	ACTIVE
0000016407	12302183	12400220	1713351	ACTIVE
0000016408	12302184	12400220	1713351	ACTIVE
0000016409	12302185	12400220	3702951	ACTIVE
0000016410	12302186	12400220	3701179	ACTIVE
0000016411	12302187	12400220	1713351	ACTIVE
0000016412	12302188	12400220	779060	ACTIVE
0000016413	12302189	12400220	3435405	ACTIVE
0000016414	12302190	12400220	1713351	ACTIVE
0000016415	12302191	12400220	3680801	ACTIVE
0000016416	12302192	12400220	1713351	ACTIVE
0000016417	12302193	12400220	1505313	ACTIVE
0000016418	12302194	12400220	1713351	ACTIVE
0000016419	12302195	12400220	1713351	ACTIVE
0000016420	12302196	12400220	1170989	ACTIVE
0000016421	12302197	12400220	1630277	ACTIVE
0000016422	12302198	12400220	3680529	ACTIVE
0000016423	12302199	12400220	1713351	ACTIVE
0000016424	12302200	12400220	1713351	ACTIVE
0000016425	12302201	12400220	1713351	ACTIVE
0000016426	12302202	12400220	3724175	ACTIVE
0000016427	12302203	12400220	1681374	ACTIVE
0000016428	12302204	12400220	3694156	ACTIVE
0000016429	12302205	12400220	1713351	ACTIVE
0000016430	12302206	12400220	3105441	ACTIVE
0000016431	12302207	12400220	1713351	ACTIVE
0000016432	12302208	12400220	3671297	ACTIVE
0000016433	12302209	12400220	1713351	ACTIVE
0000016434	12302210	12400220	1713351	ACTIVE
0000016435	12302211	12400220	1713351	ACTIVE
0000016436	12302212	12400220	1713351	ACTIVE
0000016437	12302213	12400220	1713351	ACTIVE
0000016438	12302214	12400220	779060	ACTIVE
0000016439	12302215	12400220	1713351	ACTIVE
0000016440	12302216	12400220	1713351	ACTIVE
0000016441	12302217	12400220	3801484	ACTIVE
0000016442	12302218	12400220	1713351	ACTIVE
0000016443	12302219	12400220	1413272	ACTIVE
0000016444	12302220	12400220	1713351	ACTIVE
0000016445	12302221	12400220	3753800	ACTIVE
0000016446	12302222	12400220	1713351	ACTIVE
0000016447	12302223	12400220	1713351	ACTIVE
0000016448	12302224	12400220	1713351	ACTIVE
0000016449	12302225	12400220	4368028	ACTIVE
0000016450	12302226	12400220	3772603	ACTIVE
0000016451	12302227	12400220	1713351	ACTIVE
0000016452	12302228	12400220	1713351	ACTIVE
0000016453	12302229	12400220	1713351	ACTIVE
0000016454	12302230	12400220	1713351	ACTIVE
0000016455	12302231	12400220	3680516	ACTIVE
0000016456	12302232	12400220	3681084	ACTIVE
0000016457	12302233	12400220	1713351	ACTIVE
0000016458	12302234	12400220	3911217	ACTIVE
0000016459	12302235	12400220	3727940	ACTIVE
0000016460	12302236	12400220	3680432	ACTIVE
0000016461	12302237	12400220	1713351	ACTIVE
0000016462	12302238	12400220	1534117	ACTIVE
0000016463	12302239	12400220	1713351	ACTIVE
0000016464	12302240	12400220	1713351	ACTIVE
0000016465	12302241	12400220	1713351	ACTIVE
0000016466	12302242	12400220	1713351	ACTIVE
0000016467	12302243	12400220	1713351	ACTIVE
0000016468	12302244	12400220	1713351	ACTIVE
0000016469	12302245	12400220	1713351	ACTIVE
0000016470	12302246	12400220	2039313	ACTIVE
0000016471	12302247	12400220	3680439	ACTIVE
0000016472	12302248	12400220	1713351	ACTIVE
0000016473	12302249	12400220	1713351	ACTIVE
0000016474	12302250	12400220	3680407	ACTIVE
0000016475	12302251	12400220	2076602	ACTIVE
0000016476	12302252	12400220	1713351	INACTIVE
0000016477	12302253	12400220	1713351	ACTIVE
0000016478	12302254	12400220	1713351	ACTIVE
0000016479	12302255	12400220	1713351	ACTIVE
0000016480	12302256	12400220	1713351	ACTIVE
0000016481	12302257	12400220	1713351	ACTIVE
0000016482	12302258	12400220	1713351	ACTIVE
0000016483	12302259	12400220	1635696	ACTIVE
0000016484	12302260	12400220	1713351	ACTIVE
0000016485	12302261	12400220	3982119	ACTIVE
0000016486	12302262	12400220	1713351	ACTIVE
0000016487	12302263	12400220	4386019	ACTIVE
0000016488	12302264	12400220	1713351	ACTIVE
0000016489	12302265	12400220	1713351	ACTIVE
0000016490	12302266	12400220	5638716	ACTIVE
0000016491	12302267	12400220	1713351	ACTIVE
0000016492	12302268	12400220	1713351	ACTIVE
0000016493	12302269	12400220	1713351	ACTIVE
0000016494	12302270	12400220	1713351	ACTIVE
0000016495	12302271	12400220	1713351	ACTIVE
0000016496	12302272	12400220	2183251	ACTIVE
0000016497	12302273	12400220	3703222	ACTIVE
0000016498	12302274	12400220	1713351	ACTIVE
0000016499	12302275	12400220	1713351	ACTIVE
0000016500	12302276	12400220	1713351	ACTIVE
0000016501	12302277	12400220	1504397	ACTIVE
0000016502	12302278	12400220	1713351	ACTIVE
0000016503	12302279	12400220	1713351	ACTIVE
0000016504	12200420	12400165	7297612	ACTIVE
0000016505	12200421	12400165	7486274	ACTIVE
0000016506	12200422	12300166	2094238	ACTIVE
0000016507	12302298	12400222	6480552	ACTIVE
0000016508	12302299	12400223	5966822	INACTIVE
0000016509	12302300	12400197	3719043	ACTIVE
0000016510	12302301	12400197	3703954	ACTIVE
0000016511	12302302	12400197	3703766	ACTIVE
0000016512	12302303	12400197	1562858	ACTIVE
0000016513	12302304	12400197	1811266	INACTIVE
0000016514	12302305	12400197	3702460	ACTIVE
0000016515	12302306	12400197	3701448	INACTIVE
0000016516	12302307	12400197	4312568	ACTIVE
