RECSEQ	ACCESS_LIC_ID	ACCESS_PNT_ID	PROFILE_ID	STATUS
0000000550	1000010	800012	582061	ACTIVE
0000000551	1100007	900011		ACTIVE
0000000552	1100008	900012		ACTIVE
0000000553	1000011	800018	571708	ACTIVE
0000000554	1200001	800020		INACTIVE
0000000555	1100009	800020	583507	ACTIVE
0000000556	1000012	1000002	585026	ACTIVE
0000000557	1000013	1000001	585026	ACTIVE
0000000558	1100010	900018		INACTIVE
0000000559	1100011	900020		ACTIVE
0000000560	1100012	900021	622188	ACTIVE
0000000561	1100013	900022		INACTIVE
0000000562	1300001	900017		INACTIVE
0000000563	1100014	900023	370608	ACTIVE
0000000564	1000014	900017	370973	ACTIVE
0000000565	1100015	900024		INACTIVE
0000000566	1100016	900024	624162	ACTIVE
0000000567	1100017	900025		ACTIVE
0000000568	1000015	900024	570998	ACTIVE
0000000569	1000016	800024		INACTIVE
0000000570	1000017	800025		INACTIVE
0000000571	1100018	900027		INACTIVE
0000000572	1000018	800027		INACTIVE
0000000573	1100019	800025	580595	ACTIVE
0000000574	1000019	800028	638640	ACTIVE
0000000575	1000020	800029	639813	ACTIVE
0000000576	1100020	900027	626698	ACTIVE
0000000577	1000021	800030		ACTIVE
0000000578	1100021	900029	578240	ACTIVE
0000000579	1000022	800031	651461	ACTIVE
0000000580	1100022	900030	587939	ACTIVE
0000000581	1300002	900022		INACTIVE
0000000582	1300003	900022		INACTIVE
0000000583	1100023	800027	637399	ACTIVE
0000000584	1100024	900031	646087	ACTIVE
0000000585	1000023	800032		ACTIVE
0000000586	1000024	800033	578507	ACTIVE
0000000587	1100025	900022		INACTIVE
0000000588	1100026	900022	622716	INACTIVE
0000000589	1100027	900022		INACTIVE
0000000590	1100028	900022		INACTIVE
0000000591	1100029	900022		INACTIVE
0000000592	1100030	900033	648005	ACTIVE
0000000593	1100031	900018		INACTIVE
0000000594	1100032	100004		INACTIVE
0000000595	1100033	100004		INACTIVE
0000000596	1100034	100004		INACTIVE
0000000597	1100035	100004		INACTIVE
0000000598	1100036	900018	620362	ACTIVE
0000000599	1100037	900034		INACTIVE
0000000600	1100038	100004		ACTIVE
0000000601	1100039	900035	648611	ACTIVE
0000000602	1100040	100004		INACTIVE
0000000603	1100041	100004		INACTIVE
0000000604	1000025	800037	698708	ACTIVE
0000000605	1100042	900036	689213	ACTIVE
0000000606	1000026	800038		INACTIVE
0000000607	1000027	800039		ACTIVE
0000000608	1000028	800040	699043	ACTIVE
0000000609	1000029	800038		INACTIVE
0000000610	1100043	900037	635765	ACTIVE
0000000611	1100044	900039	689821	ACTIVE
0000000612	1100045	900034		INACTIVE
0000000613	1000030	800041	699308	ACTIVE
