,0,Zipcode,Zipcode Area,0,,,,,,,
8381,37324,37324,72.04 sq mi,72.04 sq mi,,,,,,,
8382,77023,77023,5.449 sq mi,5.449 sq mi,,,,,,,
8383,95948,95948,0.258 sq mi,0.258 sq mi,,,,,,,
8384,78202,78202,2.325 sq mi,2.325 sq mi,,,,,,,
8385,79201,79201,17.101 sq mi,17.101 sq mi,,,,,,,
8386,28345,28345,70.858 sq mi,70.858 sq mi,,,,,,,
8387,12589,12589,57.35 sq mi,57.35 sq mi,,,,,,,
8388,37361,37361,18.379 sq mi,18.379 sq mi,,,,,,,
8389,96097,96097,190.724 sq mi,190.724 sq mi,,,,,,,
8390,70070,70070,92.458 sq mi,92.458 sq mi,,,,,,,
8391,28640,28640,0.488 sq mi,0.488 sq mi,,,,,,,
8392,42262,42262,36.02 sq mi,36.02 sq mi,,,,,,,
8393,63069,63069,69.173 sq mi,69.173 sq mi,,,,,,,
8394,48128,48128,2.364 sq mi,2.364 sq mi,,,,,,,
8395,14607,14607,1.684 sq mi,1.684 sq mi,,,,,,,
8396,70062,70062,0.687 sq mi,0.687 sq mi,,,,,,,
8397,48117,48117,0.329 sq mi,0.329 sq mi,,,,,,,
8398,95003,95003,1.366 sq mi,1.366 sq mi,,,,,,,
8399,98043,98043,4.081 sq mi,4.081 sq mi,,,,,,,
8400,21221,21221,14.765 sq mi,14.765 sq mi,,,,,,,
8401,87313,87313,0.11 sq mi,0.11 sq mi,,,,,,,
8402,92657,92657,7.372 sq mi,7.372 sq mi,,,,,,,
8403,20772,20772,1.379 sq mi,1.379 sq mi,,,,,,,
8404,56425,56425,18.937 sq mi,18.937 sq mi,,,,,,,
8405,17842,17842,0.584 sq mi,0.584 sq mi,,,,,,,
8406,44907,44907,7.787 sq mi,7.787 sq mi,,,,,,,
8407,29465,29465,0 sq mi,0 sq mi,,,,,,,
8408,28671,28671,0.741 sq mi,0.741 sq mi,,,,,,,
8409,11430,11430,0.256 sq mi,0.256 sq mi,,,,,,,
8410,55307,55307,77.708 sq mi,77.708 sq mi,,,,,,,
8411,94964,94964,0.39 sq mi,0.39 sq mi,,,,,,,
8412,37757,37757,28.163 sq mi,28.163 sq mi,,,,,,,
8413,96796,96796,46.181 sq mi,46.181 sq mi,,,,,,,
8414,24015,24015,0.038 sq mi,0.038 sq mi,,,,,,,
8415,31721,31721,213.139 sq mi,213.139 sq mi,,,,,,,
8416,95993,95993,85.522 sq mi,85.522 sq mi,,,,,,,
8417,33596,33596,11.682 sq mi,11.682 sq mi,,,,,,,
8418,60152,60152,0.117 sq mi,0.117 sq mi,,,,,,,
8419,40769,40769,293.799 sq mi,293.799 sq mi,,,,,,,
8420,19120,19120,3.404 sq mi,3.404 sq mi,,,,,,,
8421,84084,84084,0 sq mi,0 sq mi,,,,,,,
8422,94028,94028,0.112 sq mi,0.112 sq mi,,,,,,,
8423,99109,99109,280.151 sq mi,280.151 sq mi,,,,,,,
8424,70443,70443,77.121 sq mi,77.121 sq mi,,,,,,,
8425,42134,42134,212.194 sq mi,212.194 sq mi,,,,,,,
8426,12563,12563,22.821 sq mi,22.821 sq mi,,,,,,,
8427,17551,17551,0.211 sq mi,0.211 sq mi,,,,,,,
8428,57790,57790,3.136 sq mi,3.136 sq mi,,,,,,,
8429,37865,37865,70.648 sq mi,70.648 sq mi,,,,,,,
8430,47750,47750,0 sq mi,0 sq mi,,,,,,,
8431,89049,89049,0.524 sq mi,0.524 sq mi,,,,,,,
8432,84109,84109,61.585 sq mi,61.585 sq mi,,,,,,,
8433,95249,95249,83.799 sq mi,83.799 sq mi,,,,,,,
8434,30620,30620,23.775 sq mi,23.775 sq mi,,,,,,,
8435,30630,30630,36.406 sq mi,36.406 sq mi,,,,,,,
8436,46201,46201,5.586 sq mi,5.586 sq mi,,,,,,,
8437,47424,47424,1.104 sq mi,1.104 sq mi,,,,,,,
8438,30428,30428,148.801 sq mi,148.801 sq mi,,,,,,,
8439,90631,90631,0.009 sq mi,0.009 sq mi,,,,,,,
8440,36104,36104,2.836 sq mi,2.836 sq mi,,,,,,,
8441,98040,98040,6.321 sq mi,6.321 sq mi,,,,,,,
8442,31831,31831,66.588 sq mi,66.588 sq mi,,,,,,,
8443,34428,34428,67.961 sq mi,67.961 sq mi,,,,,,,
8444,31906,31906,0.003 sq mi,0.003 sq mi,,,,,,,
8445,36832,36832,70.865 sq mi,70.865 sq mi,,,,,,,
8446,70113,70113,1.017 sq mi,1.017 sq mi,,,,,,,
8447,94005,94005,4.396 sq mi,4.396 sq mi,,,,,,,
8448,57747,57747,7.919 sq mi,7.919 sq mi,,,,,,,
8449,14216,14216,2.78 sq mi,2.78 sq mi,,,,,,,
8450,70633,70633,156.605 sq mi,156.605 sq mi,,,,,,,
8451,74434,74434,90.263 sq mi,90.263 sq mi,,,,,,,
8452,29115,29115,0.8 sq mi,0.8 sq mi,,,,,,,
8453,95035,95035,23.244 sq mi,23.244 sq mi,,,,,,,
8454,95020,95020,155.939 sq mi,155.939 sq mi,,,,,,,
8455,60432,60432,8.383 sq mi,8.383 sq mi,,,,,,,
8456,34241,34241,68.704 sq mi,68.704 sq mi,,,,,,,
8457,90005,90005,1.084 sq mi,1.084 sq mi,,,,,,,
8458,10107,10107,0 sq mi,0 sq mi,,,,,,,
8459,90701,90701,1.63 sq mi,1.63 sq mi,,,,,,,
8460,96768,96768,42.697 sq mi,42.697 sq mi,,,,,,,
8461,33015,33015,0.627 sq mi,0.627 sq mi,,,,,,,
8462,94124,94124,4.927 sq mi,4.927 sq mi,,,,,,,
8463,95113,95113,0.341 sq mi,0.341 sq mi,,,,,,,
8464,33122,33122,0.089 sq mi,0.089 sq mi,,,,,,,
8465,34743,34743,6.942 sq mi,6.942 sq mi,,,,,,,
8466,92616,92616,0 sq mi,0 sq mi,,,,,,,
8467,91764,91764,8.006 sq mi,8.006 sq mi,,,,,,,
8468,94521,94521,12.962 sq mi,12.962 sq mi,,,,,,,
8469,93210,93210,771.767 sq mi,771.767 sq mi,,,,,,,
8470,46280,46280,4.268 sq mi,4.268 sq mi,,,,,,,
8471,45302,45302,50.558 sq mi,50.558 sq mi,,,,,,,
8472,33472,33472,12.916 sq mi,12.916 sq mi,,,,,,,
8473,33198,33198,0 sq mi,0 sq mi,,,,,,,
8474,90621,90621,4.142 sq mi,4.142 sq mi,,,,,,,
8475,93403,93403,0 sq mi,0 sq mi,,,,,,,
8476,97230,97230,5.169 sq mi,5.169 sq mi,,,,,,,
8477,50003,50003,114.387 sq mi,114.387 sq mi,,,,,,,
8478,27055,27055,0.764 sq mi,0.764 sq mi,,,,,,,
8479,96821,96821,0.469 sq mi,0.469 sq mi,,,,,,,
8480,34288,34288,0.708 sq mi,0.708 sq mi,,,,,,,
8481,44224,44224,19.941 sq mi,19.941 sq mi,,,,,,,
8482,44112,44112,4.042 sq mi,4.042 sq mi,,,,,,,
8483,34769,34769,9.082 sq mi,9.082 sq mi,,,,,,,
8484,93728,93728,3.06 sq mi,3.06 sq mi,,,,,,,
8485,92856,92856,0 sq mi,0 sq mi,,,,,,,
8486,82070,82070,12.542 sq mi,12.542 sq mi,,,,,,,
8487,74106,74106,7.574 sq mi,7.574 sq mi,,,,,,,
8488,95367,95367,4.584 sq mi,4.584 sq mi,,,,,,,
8489,34287,34287,15.613 sq mi,15.613 sq mi,,,,,,,
8490,96349,96349,0 sq mi,0 sq mi,,,,,,,
8491,95379,95379,53.868 sq mi,53.868 sq mi,,,,,,,
8492,90066,90066,0.056 sq mi,0.056 sq mi,,,,,,,
8493,95826,95826,0.158 sq mi,0.158 sq mi,,,,,,,
8494,34953,34953,23.799 sq mi,23.799 sq mi,,,,,,,
8495,94965,94965,4.289 sq mi,4.289 sq mi,,,,,,,
8496,90248,90248,4.693 sq mi,4.693 sq mi,,,,,,,
8497,60624,60624,3.535 sq mi,3.535 sq mi,,,,,,,
8498,37716,37716,84.255 sq mi,84.255 sq mi,,,,,,,
8499,90723,90723,4.685 sq mi,4.685 sq mi,,,,,,,
8500,12207,12207,1.061 sq mi,1.061 sq mi,,,,,,,
8501,93221,93221,131.651 sq mi,131.651 sq mi,,,,,,,
8502,93640,93640,113.101 sq mi,113.101 sq mi,,,,,,,
8503,74066,74066,1.586 sq mi,1.586 sq mi,,,,,,,
8504,71360,71360,10.669 sq mi,10.669 sq mi,,,,,,,
8505,60410,60410,24.807 sq mi,24.807 sq mi,,,,,,,
8506,36081,36081,217.326 sq mi,217.326 sq mi,,,,,,,
8507,84014,84014,5.488 sq mi,5.488 sq mi,,,,,,,
8508,97415,97415,148.813 sq mi,148.813 sq mi,,,,,,,
8509,33801,33801,19.096 sq mi,19.096 sq mi,,,,,,,
8510,15853,15853,150.666 sq mi,150.666 sq mi,,,,,,,
8511,39710,39710,0 sq mi,0 sq mi,,,,,,,
8512,19033,19033,1.103 sq mi,1.103 sq mi,,,,,,,
8513,96013,96013,2.784 sq mi,2.784 sq mi,,,,,,,
8514,39406,39406,0 sq mi,0 sq mi,,,,,,,
8515,39746,39746,1.569 sq mi,1.569 sq mi,,,,,,,
8516,33315,33315,5.235 sq mi,5.235 sq mi,,,,,,,
8517,76354,76354,78.476 sq mi,78.476 sq mi,,,,,,,
8518,66739,66739,1.218 sq mi,1.218 sq mi,,,,,,,
8519,39341,39341,1.035 sq mi,1.035 sq mi,,,,,,,
8520,80621,80621,0.819 sq mi,0.819 sq mi,,,,,,,
8521,81504,81504,11.311 sq mi,11.311 sq mi,,,,,,,
8522,80620,80620,6.599 sq mi,6.599 sq mi,,,,,,,
8523,37818,37818,45.704 sq mi,45.704 sq mi,,,,,,,
8524,37840,37840,85.24 sq mi,85.24 sq mi,,,,,,,
8525,20905,20905,0.214 sq mi,0.214 sq mi,,,,,,,
8526,71457,71457,15.447 sq mi,15.447 sq mi,,,,,,,
8527,14201,14201,1.028 sq mi,1.028 sq mi,,,,,,,
8528,85353,85353,21.683 sq mi,21.683 sq mi,,,,,,,
8529,80922,80922,0 sq mi,0 sq mi,,,,,,,
8530,80207,80207,4.565 sq mi,4.565 sq mi,,,,,,,
8531,72830,72830,131.255 sq mi,131.255 sq mi,,,,,,,
8532,38478,38478,261.227 sq mi,261.227 sq mi,,,,,,,
8533,56649,56649,257.553 sq mi,257.553 sq mi,,,,,,,
8534,49319,49319,86.927 sq mi,86.927 sq mi,,,,,,,
8535,61802,61802,82.873 sq mi,82.873 sq mi,,,,,,,
8536,19934,19934,43.822 sq mi,43.822 sq mi,,,,,,,
8537,80007,80007,25.664 sq mi,25.664 sq mi,,,,,,,
8538,43074,43074,86.679 sq mi,86.679 sq mi,,,,,,,
8539,38462,38462,198.257 sq mi,198.257 sq mi,,,,,,,
8540,81507,81507,110.099 sq mi,110.099 sq mi,,,,,,,
8541,80221,80221,9.059 sq mi,9.059 sq mi,,,,,,,
8542,80433,80433,0.17 sq mi,0.17 sq mi,,,,,,,
8543,81007,81007,147.981 sq mi,147.981 sq mi,,,,,,,
8544,80108,80108,35.579 sq mi,35.579 sq mi,,,,,,,
8545,44507,44507,1.742 sq mi,1.742 sq mi,,,,,,,
8546,81226,81226,0.417 sq mi,0.417 sq mi,,,,,,,
8547,80921,80921,0.746 sq mi,0.746 sq mi,,,,,,,
8548,55420,55420,6.494 sq mi,6.494 sq mi,,,,,,,
8549,79412,79412,3.117 sq mi,3.117 sq mi,,,,,,,
8550,75442,75442,105.449 sq mi,105.449 sq mi,,,,,,,
8551,77511,77511,158.523 sq mi,158.523 sq mi,,,,,,,
8552,70785,70785,96.161 sq mi,96.161 sq mi,,,,,,,
8553,75212,75212,10.29 sq mi,10.29 sq mi,,,,,,,
8554,85607,85607,1.17 sq mi,1.17 sq mi,,,,,,,
8555,70748,70748,79.389 sq mi,79.389 sq mi,,,,,,,
8556,98541,98541,1.756 sq mi,1.756 sq mi,,,,,,,
8557,76106,76106,14.548 sq mi,14.548 sq mi,,,,,,,
8558,55044,55044,1.926 sq mi,1.926 sq mi,,,,,,,
8559,75935,75935,3.092 sq mi,3.092 sq mi,,,,,,,
8560,85365,85365,1368.69 sq mi,1368.69 sq mi,,,,,,,
8561,17316,17316,41.728 sq mi,41.728 sq mi,,,,,,,
8562,75844,75844,3.201 sq mi,3.201 sq mi,,,,,,,
8563,79403,79403,132.019 sq mi,132.019 sq mi,,,,,,,
8564,51040,51040,152.225 sq mi,152.225 sq mi,,,,,,,
8565,70774,70774,75.89 sq mi,75.89 sq mi,,,,,,,
8566,77554,77554,28.664 sq mi,28.664 sq mi,,,,,,,
8567,85396,85396,82.574 sq mi,82.574 sq mi,,,,,,,
8568,75462,75462,199.92 sq mi,199.92 sq mi,,,,,,,
8569,78416,78416,2.936 sq mi,2.936 sq mi,,,,,,,
8570,78645,78645,31.571 sq mi,31.571 sq mi,,,,,,,
8571,75275,75275,0 sq mi,0 sq mi,,,,,,,
8572,54011,54011,0.21 sq mi,0.21 sq mi,,,,,,,
8573,55033,55033,140.994 sq mi,140.994 sq mi,,,,,,,
8574,75633,75633,318.793 sq mi,318.793 sq mi,,,,,,,
8575,74437,74437,10.846 sq mi,10.846 sq mi,,,,,,,
8576,77075,77075,11.006 sq mi,11.006 sq mi,,,,,,,
8577,76531,76531,0.246 sq mi,0.246 sq mi,,,,,,,
8578,77073,77073,13.837 sq mi,13.837 sq mi,,,,,,,
8579,77046,77046,0 sq mi,0 sq mi,,,,,,,
8580,43035,43035,19.59 sq mi,19.59 sq mi,,,,,,,
8581,36544,36544,40.085 sq mi,40.085 sq mi,,,,,,,
8582,11377,11377,0 sq mi,0 sq mi,,,,,,,
8583,81052,81052,3.094 sq mi,3.094 sq mi,,,,,,,
8584,15229,15229,0 sq mi,0 sq mi,,,,,,,
8585,40507,40507,0.416 sq mi,0.416 sq mi,,,,,,,
8586,29114,29114,0.008 sq mi,0.008 sq mi,,,,,,,
8587,30021,30021,3.537 sq mi,3.537 sq mi,,,,,,,
8588,29010,29010,0.605 sq mi,0.605 sq mi,,,,,,,
8589,29532,29532,103.856 sq mi,103.856 sq mi,,,,,,,
8590,41018,41018,11.421 sq mi,11.421 sq mi,,,,,,,
8591,41073,41073,0.921 sq mi,0.921 sq mi,,,,,,,
8592,41076,41076,0.706 sq mi,0.706 sq mi,,,,,,,
8593,41030,41030,0.271 sq mi,0.271 sq mi,,,,,,,
8594,41035,41035,1.426 sq mi,1.426 sq mi,,,,,,,
8595,41097,41097,100.328 sq mi,100.328 sq mi,,,,,,,
8596,41015,41015,0.665 sq mi,0.665 sq mi,,,,,,,
8597,41075,41075,0.517 sq mi,0.517 sq mi,,,,,,,
8598,16056,16056,21.186 sq mi,21.186 sq mi,,,,,,,
8599,35186,35186,55.266 sq mi,55.266 sq mi,,,,,,,
8600,29061,29061,1.459 sq mi,1.459 sq mi,,,,,,,
8601,73003,73003,7.55 sq mi,7.55 sq mi,,,,,,,
8602,16415,16415,23.707 sq mi,23.707 sq mi,,,,,,,
8603,90680,90680,2.695 sq mi,2.695 sq mi,,,,,,,
8604,64759,64759,263.734 sq mi,263.734 sq mi,,,,,,,
8605,46975,46975,216.196 sq mi,216.196 sq mi,,,,,,,
8606,90016,90016,0.003 sq mi,0.003 sq mi,,,,,,,
8607,29824,29824,1.107 sq mi,1.107 sq mi,,,,,,,
8608,31078,31078,105.605 sq mi,105.605 sq mi,,,,,,,
8609,29626,29626,10.073 sq mi,10.073 sq mi,,,,,,,
8610,72530,72530,6.587 sq mi,6.587 sq mi,,,,,,,
8611,66043,66043,13.12 sq mi,13.12 sq mi,,,,,,,
8612,29687,29687,47.179 sq mi,47.179 sq mi,,,,,,,
8613,95448,95448,188.498 sq mi,188.498 sq mi,,,,,,,
8614,30116,30116,102.24 sq mi,102.24 sq mi,,,,,,,
8615,60626,60626,0.46 sq mi,0.46 sq mi,,,,,,,
8616,79567,79567,1.483 sq mi,1.483 sq mi,,,,,,,
8617,47111,47111,79.868 sq mi,79.868 sq mi,,,,,,,
8618,44408,44408,35.609 sq mi,35.609 sq mi,,,,,,,
8619,33971,33971,0.178 sq mi,0.178 sq mi,,,,,,,
8620,24228,24228,1.688 sq mi,1.688 sq mi,,,,,,,
8621,79549,79549,1.159 sq mi,1.159 sq mi,,,,,,,
8622,98008,98008,5.502 sq mi,5.502 sq mi,,,,,,,
8623,28480,28480,2.927 sq mi,2.927 sq mi,,,,,,,
8624,13732,13732,0.809 sq mi,0.809 sq mi,,,,,,,
8625,99004,99004,4.834 sq mi,4.834 sq mi,,,,,,,
8626,28504,28504,123.894 sq mi,123.894 sq mi,,,,,,,
8627,28223,28223,0 sq mi,0 sq mi,,,,,,,
8628,97086,97086,10.553 sq mi,10.553 sq mi,,,,,,,
8629,98250,98250,45.569 sq mi,45.569 sq mi,,,,,,,
8630,98391,98391,1.009 sq mi,1.009 sq mi,,,,,,,
8631,44133,44133,21.191 sq mi,21.191 sq mi,,,,,,,
8632,98070,98070,12.827 sq mi,12.827 sq mi,,,,,,,
8633,30546,30546,135.215 sq mi,135.215 sq mi,,,,,,,
8634,33141,33141,5.155 sq mi,5.155 sq mi,,,,,,,
8635,28366,28366,84.579 sq mi,84.579 sq mi,,,,,,,
8636,21901,21901,3.249 sq mi,3.249 sq mi,,,,,,,
8637,83333,83333,343.016 sq mi,343.016 sq mi,,,,,,,
8638,27559,27559,48.328 sq mi,48.328 sq mi,,,,,,,
8639,66434,66434,0.388 sq mi,0.388 sq mi,,,,,,,
8640,21774,21774,0.258 sq mi,0.258 sq mi,,,,,,,
8641,83460,83460,0 sq mi,0 sq mi,,,,,,,
8642,72713,72713,0 sq mi,0 sq mi,,,,,,,
8643,92363,92363,10.809 sq mi,10.809 sq mi,,,,,,,
8644,93740,93740,0 sq mi,0 sq mi,,,,,,,
8645,78418,78418,37.138 sq mi,37.138 sq mi,,,,,,,
8646,90001,90001,3.502 sq mi,3.502 sq mi,,,,,,,
8647,92629,92629,5.094 sq mi,5.094 sq mi,,,,,,,
8648,92620,92620,7.041 sq mi,7.041 sq mi,,,,,,,
8649,93308,93308,316.009 sq mi,316.009 sq mi,,,,,,,
8650,90006,90006,0 sq mi,0 sq mi,,,,,,,
8651,10552,10552,0.005 sq mi,0.005 sq mi,,,,,,,
8652,11944,11944,4.073 sq mi,4.073 sq mi,,,,,,,
8653,11784,11784,0 sq mi,0 sq mi,,,,,,,
8654,77088,77088,11.184 sq mi,11.184 sq mi,,,,,,,
8655,19603,19603,0 sq mi,0 sq mi,,,,,,,
8656,16673,16673,31.053 sq mi,31.053 sq mi,,,,,,,
8657,17032,17032,6.478 sq mi,6.478 sq mi,,,,,,,
8658,61111,61111,14.219 sq mi,14.219 sq mi,,,,,,,
8659,60131,60131,5.548 sq mi,5.548 sq mi,,,,,,,
8660,60645,60645,2.258 sq mi,2.258 sq mi,,,,,,,
8661,62230,62230,49.878 sq mi,49.878 sq mi,,,,,,,
8662,68128,68128,6.404 sq mi,6.404 sq mi,,,,,,,
8663,62024,62024,1.122 sq mi,1.122 sq mi,,,,,,,
8664,33620,33620,0.006 sq mi,0.006 sq mi,,,,,,,
8665,33897,33897,35.332 sq mi,35.332 sq mi,,,,,,,
8666,32899,32899,0 sq mi,0 sq mi,,,,,,,
8667,49709,49709,227.812 sq mi,227.812 sq mi,,,,,,,
8668,48850,48850,80.758 sq mi,80.758 sq mi,,,,,,,
8669,48615,48615,57.611 sq mi,57.611 sq mi,,,,,,,
8670,94702,94702,1.274 sq mi,1.274 sq mi,,,,,,,
8671,99005,99005,39.675 sq mi,39.675 sq mi,,,,,,,
8672,60162,60162,3.2 sq mi,3.2 sq mi,,,,,,,
8673,13152,13152,0.047 sq mi,0.047 sq mi,,,,,,,
8674,85653,85653,349.286 sq mi,349.286 sq mi,,,,,,,
8675,46013,46013,21.615 sq mi,21.615 sq mi,,,,,,,
8676,51442,51442,173.084 sq mi,173.084 sq mi,,,,,,,
8677,20148,20148,16.275 sq mi,16.275 sq mi,,,,,,,
8678,28308,28308,3.704 sq mi,3.704 sq mi,,,,,,,
8679,21032,21032,17.638 sq mi,17.638 sq mi,,,,,,,
8680,23228,23228,0.087 sq mi,0.087 sq mi,,,,,,,
8681,23413,23413,12.605 sq mi,12.605 sq mi,,,,,,,
8682,22560,22560,91.185 sq mi,91.185 sq mi,,,,,,,
8683,28164,28164,0.358 sq mi,0.358 sq mi,,,,,,,
8684,84115,84115,0 sq mi,0 sq mi,,,,,,,
8685,54961,54961,123.469 sq mi,123.469 sq mi,,,,,,,
8686,99133,99133,147.937 sq mi,147.937 sq mi,,,,,,,
8687,52136,52136,0.093 sq mi,0.093 sq mi,,,,,,,
8688,75142,75142,173.426 sq mi,173.426 sq mi,,,,,,,
8689,63857,63857,2.56 sq mi,2.56 sq mi,,,,,,,
8690,20746,20746,0.016 sq mi,0.016 sq mi,,,,,,,
8691,62286,62286,1.739 sq mi,1.739 sq mi,,,,,,,
8692,65483,65483,0.37 sq mi,0.37 sq mi,,,,,,,
8693,38109,38109,2.789 sq mi,2.789 sq mi,,,,,,,
8694,74432,74432,38.474 sq mi,38.474 sq mi,,,,,,,
8695,35206,35206,10.226 sq mi,10.226 sq mi,,,,,,,
8696,35077,35077,150.527 sq mi,150.527 sq mi,,,,,,,
8697,35023,35023,1.609 sq mi,1.609 sq mi,,,,,,,
8698,36530,36530,6.815 sq mi,6.815 sq mi,,,,,,,
8699,47170,47170,159.211 sq mi,159.211 sq mi,,,,,,,
8700,46072,46072,112.694 sq mi,112.694 sq mi,,,,,,,
8701,98620,98620,5.789 sq mi,5.789 sq mi,,,,,,,
8702,99686,99686,3158.942 sq mi,3158.942 sq mi,,,,,,,
8703,59923,59923,1369.297 sq mi,1369.297 sq mi,,,,,,,
8704,27105,27105,0.094 sq mi,0.094 sq mi,,,,,,,
8705,46173,46173,225.778 sq mi,225.778 sq mi,,,,,,,
8706,17202,17202,119.04 sq mi,119.04 sq mi,,,,,,,
8707,56156,56156,167.231 sq mi,167.231 sq mi,,,,,,,
8708,29206,29206,0.764 sq mi,0.764 sq mi,,,,,,,
8709,95965,95965,16.396 sq mi,16.396 sq mi,,,,,,,
8710,28398,28398,97.23 sq mi,97.23 sq mi,,,,,,,
8711,32226,32226,25.907 sq mi,25.907 sq mi,,,,,,,
8712,43502,43502,68.749 sq mi,68.749 sq mi,,,,,,,
8713,35906,35906,2.378 sq mi,2.378 sq mi,,,,,,,
8714,96731,96731,19.401 sq mi,19.401 sq mi,,,,,,,
8715,50638,50638,94.914 sq mi,94.914 sq mi,,,,,,,
8716,64037,64037,1.067 sq mi,1.067 sq mi,,,,,,,
8717,53048,53048,26.516 sq mi,26.516 sq mi,,,,,,,
8718,12211,12211,7.93 sq mi,7.93 sq mi,,,,,,,
8719,68434,68434,1.082 sq mi,1.082 sq mi,,,,,,,
8720,97475,97475,0 sq mi,0 sq mi,,,,,,,
8721,74849,74849,122.8 sq mi,122.8 sq mi,,,,,,,
8722,40517,40517,6.175 sq mi,6.175 sq mi,,,,,,,
8723,33147,33147,0.168 sq mi,0.168 sq mi,,,,,,,
8724,66619,66619,7.912 sq mi,7.912 sq mi,,,,,,,
8725,92274,92274,32.744 sq mi,32.744 sq mi,,,,,,,
8726,97060,97060,3.729 sq mi,3.729 sq mi,,,,,,,
8727,37813,37813,58.396 sq mi,58.396 sq mi,,,,,,,
8728,47433,47433,0.275 sq mi,0.275 sq mi,,,,,,,
8729,78577,78577,0.106 sq mi,0.106 sq mi,,,,,,,
8730,78617,78617,0.459 sq mi,0.459 sq mi,,,,,,,
8731,47987,47987,123.576 sq mi,123.576 sq mi,,,,,,,
8732,80291,80291,0 sq mi,0 sq mi,,,,,,,
8733,91752,91752,15.087 sq mi,15.087 sq mi,,,,,,,
8734,75686,75686,12.537 sq mi,12.537 sq mi,,,,,,,
8735,92027,92027,63.063 sq mi,63.063 sq mi,,,,,,,
8736,75454,75454,19.177 sq mi,19.177 sq mi,,,,,,,
8737,39870,39870,185.147 sq mi,185.147 sq mi,,,,,,,
8738,67207,67207,10.049 sq mi,10.049 sq mi,,,,,,,
8739,59756,59756,11.538 sq mi,11.538 sq mi,,,,,,,
8740,13165,13165,0.328 sq mi,0.328 sq mi,,,,,,,
8741,53098,53098,103.314 sq mi,103.314 sq mi,,,,,,,
8742,18765,18765,0 sq mi,0 sq mi,,,,,,,
8743,35045,35045,119.159 sq mi,119.159 sq mi,,,,,,,
8744,25434,25434,68.133 sq mi,68.133 sq mi,,,,,,,
8745,39069,39069,176.305 sq mi,176.305 sq mi,,,,,,,
8746,85131,85131,269.67 sq mi,269.67 sq mi,,,,,,,
8747,38008,38008,148.249 sq mi,148.249 sq mi,,,,,,,
8748,75785,75785,267.49 sq mi,267.49 sq mi,,,,,,,
8749,33076,33076,12.363 sq mi,12.363 sq mi,,,,,,,
8750,92841,92841,4.481 sq mi,4.481 sq mi,,,,,,,
8751,28107,28107,49.598 sq mi,49.598 sq mi,,,,,,,
8752,55115,55115,1.867 sq mi,1.867 sq mi,,,,,,,
8753,12167,12167,45.675 sq mi,45.675 sq mi,,,,,,,
8754,15208,15208,0 sq mi,0 sq mi,,,,,,,
8755,55306,55306,6.229 sq mi,6.229 sq mi,,,,,,,
8756,28411,28411,1.932 sq mi,1.932 sq mi,,,,,,,
8757,53948,53948,147.25 sq mi,147.25 sq mi,,,,,,,
8758,72335,72335,159.383 sq mi,159.383 sq mi,,,,,,,
8759,72941,72941,53.786 sq mi,53.786 sq mi,,,,,,,
8760,27983,27983,332.483 sq mi,332.483 sq mi,,,,,,,
8761,47305,47305,1.335 sq mi,1.335 sq mi,,,,,,,
8762,66713,66713,0.369 sq mi,0.369 sq mi,,,,,,,
8763,48612,48612,120.863 sq mi,120.863 sq mi,,,,,,,
8764,85735,85735,190.615 sq mi,190.615 sq mi,,,,,,,
8765,40336,40336,206.003 sq mi,206.003 sq mi,,,,,,,
8766,56636,56636,109.42 sq mi,109.42 sq mi,,,,,,,
8767,46403,46403,8.284 sq mi,8.284 sq mi,,,,,,,
8768,96019,96019,10.94 sq mi,10.94 sq mi,,,,,,,
8769,94550,94550,232.732 sq mi,232.732 sq mi,,,,,,,
8770,13204,13204,0.037 sq mi,0.037 sq mi,,,,,,,
8771,11001,11001,0.013 sq mi,0.013 sq mi,,,,,,,
8772,11949,11949,34.541 sq mi,34.541 sq mi,,,,,,,
8773,79339,79339,277.262 sq mi,277.262 sq mi,,,,,,,
8774,15717,15717,94.96 sq mi,94.96 sq mi,,,,,,,
8775,32324,32324,69.953 sq mi,69.953 sq mi,,,,,,,
8776,34715,34715,33.192 sq mi,33.192 sq mi,,,,,,,
8777,45221,45221,0 sq mi,0 sq mi,,,,,,,
8778,48827,48827,111.667 sq mi,111.667 sq mi,,,,,,,
8779,48881,48881,55.734 sq mi,55.734 sq mi,,,,,,,
8780,87323,87323,290.16 sq mi,290.16 sq mi,,,,,,,
8781,28637,28637,2.873 sq mi,2.873 sq mi,,,,,,,
8782,72745,72745,32.982 sq mi,32.982 sq mi,,,,,,,
8783,51455,51455,110.8 sq mi,110.8 sq mi,,,,,,,
8784,74023,74023,1.693 sq mi,1.693 sq mi,,,,,,,
8785,15106,15106,0 sq mi,0 sq mi,,,,,,,
8786,78245,78245,33.22 sq mi,33.22 sq mi,,,,,,,
8787,73106,73106,0 sq mi,0 sq mi,,,,,,,
8788,85208,85208,8.976 sq mi,8.976 sq mi,,,,,,,
8789,55345,55345,11.373 sq mi,11.373 sq mi,,,,,,,
8790,55386,55386,6.742 sq mi,6.742 sq mi,,,,,,,
8791,36467,36467,165.548 sq mi,165.548 sq mi,,,,,,,
8792,95831,95831,6.987 sq mi,6.987 sq mi,,,,,,,
8793,98015,98015,0 sq mi,0 sq mi,,,,,,,
8794,73942,73942,623.399 sq mi,623.399 sq mi,,,,,,,
