,0,Zipcode,Zipcode Area,0,,,,,,,
5177,21117,21117,32.519 sq mi,32.519 sq mi,,,,,,,
5178,21704,21704,26.167 sq mi,26.167 sq mi,,,,,,,
5179,55402,55402,0.178 sq mi,0.178 sq mi,,,,,,,
5180,32205,32205,1.743 sq mi,1.743 sq mi,,,,,,,
5181,45428,45428,0 sq mi,0 sq mi,,,,,,,
5182,48234,48234,7.833 sq mi,7.833 sq mi,,,,,,,
5183,21223,21223,2.632 sq mi,2.632 sq mi,,,,,,,
5184,55604,55604,131.378 sq mi,131.378 sq mi,,,,,,,
5185,48215,48215,4.014 sq mi,4.014 sq mi,,,,,,,
5186,55446,55446,10.152 sq mi,10.152 sq mi,,,,,,,
5187,55442,55442,5.306 sq mi,5.306 sq mi,,,,,,,
5188,47130,47130,0.397 sq mi,0.397 sq mi,,,,,,,
5189,20011,20011,4.877 sq mi,4.877 sq mi,,,,,,,
5190,26651,26651,242.018 sq mi,242.018 sq mi,,,,,,,
5191,46375,46375,13.546 sq mi,13.546 sq mi,,,,,,,
5192,11692,11692,0.07 sq mi,0.07 sq mi,,,,,,,
5193,55445,55445,0.04 sq mi,0.04 sq mi,,,,,,,
5194,54016,54016,5.869 sq mi,5.869 sq mi,,,,,,,
5195,20636,20636,36.751 sq mi,36.751 sq mi,,,,,,,
5196,25832,25832,12.036 sq mi,12.036 sq mi,,,,,,,
5197,12054,12054,0.03 sq mi,0.03 sq mi,,,,,,,
5198,55901,55901,29.873 sq mi,29.873 sq mi,,,,,,,
5199,11747,11747,0 sq mi,0 sq mi,,,,,,,
5200,20136,20136,14.666 sq mi,14.666 sq mi,,,,,,,
5201,25508,25508,77.795 sq mi,77.795 sq mi,,,,,,,
5202,29485,29485,0.474 sq mi,0.474 sq mi,,,,,,,
5203,20003,20003,2.242 sq mi,2.242 sq mi,,,,,,,
5204,84097,84097,6.006 sq mi,6.006 sq mi,,,,,,,
5205,29212,29212,9.2 sq mi,9.2 sq mi,,,,,,,
5206,60012,60012,0.009 sq mi,0.009 sq mi,,,,,,,
5207,54451,54451,1.832 sq mi,1.832 sq mi,,,,,,,
5208,46055,46055,0.545 sq mi,0.545 sq mi,,,,,,,
5209,97051,97051,1.055 sq mi,1.055 sq mi,,,,,,,
5210,98502,98502,54.368 sq mi,54.368 sq mi,,,,,,,
5211,87020,87020,0.201 sq mi,0.201 sq mi,,,,,,,
5212,98374,98374,15.843 sq mi,15.843 sq mi,,,,,,,
5213,98908,98908,98.81 sq mi,98.81 sq mi,,,,,,,
5214,95202,95202,0.007 sq mi,0.007 sq mi,,,,,,,
5215,76311,76311,1.665 sq mi,1.665 sq mi,,,,,,,
5216,15349,15349,38.612 sq mi,38.612 sq mi,,,,,,,
5217,68028,68028,64.308 sq mi,64.308 sq mi,,,,,,,
5218,33950,33950,22.423 sq mi,22.423 sq mi,,,,,,,
5219,66442,66442,34.284 sq mi,34.284 sq mi,,,,,,,
5220,47150,47150,43.893 sq mi,43.893 sq mi,,,,,,,
5221,47401,47401,14.502 sq mi,14.502 sq mi,,,,,,,
5222,98444,98444,6.728 sq mi,6.728 sq mi,,,,,,,
5223,55303,55303,63.1 sq mi,63.1 sq mi,,,,,,,
5224,43311,43311,0.296 sq mi,0.296 sq mi,,,,,,,
5225,55072,55072,4.052 sq mi,4.052 sq mi,,,,,,,
5226,24901,24901,87.2 sq mi,87.2 sq mi,,,,,,,
5227,55337,55337,18.674 sq mi,18.674 sq mi,,,,,,,
5228,26624,26624,73.296 sq mi,73.296 sq mi,,,,,,,
5229,84720,84720,311.066 sq mi,311.066 sq mi,,,,,,,
5230,20613,20613,75.607 sq mi,75.607 sq mi,,,,,,,
5231,46033,46033,17.142 sq mi,17.142 sq mi,,,,,,,
5232,76240,76240,369.44 sq mi,369.44 sq mi,,,,,,,
5233,67220,67220,7.351 sq mi,7.351 sq mi,,,,,,,
5234,98682,98682,30.155 sq mi,30.155 sq mi,,,,,,,
5235,66226,66226,0.765 sq mi,0.765 sq mi,,,,,,,
5236,62260,62260,47.471 sq mi,47.471 sq mi,,,,,,,
5237,66502,66502,229.564 sq mi,229.564 sq mi,,,,,,,
5238,55105,55105,3.599 sq mi,3.599 sq mi,,,,,,,
5239,54880,54880,171.944 sq mi,171.944 sq mi,,,,,,,
5240,11581,11581,0.213 sq mi,0.213 sq mi,,,,,,,
5241,46530,46530,24.929 sq mi,24.929 sq mi,,,,,,,
5242,55408,55408,2.718 sq mi,2.718 sq mi,,,,,,,
5243,10472,10472,1.051 sq mi,1.051 sq mi,,,,,,,
5244,55432,55432,9.877 sq mi,9.877 sq mi,,,,,,,
5245,33823,33823,31.114 sq mi,31.114 sq mi,,,,,,,
5246,99507,99507,21.916 sq mi,21.916 sq mi,,,,,,,
5247,22207,22207,6.449 sq mi,6.449 sq mi,,,,,,,
5248,65065,65065,15.645 sq mi,15.645 sq mi,,,,,,,
5249,44514,44514,21.556 sq mi,21.556 sq mi,,,,,,,
5250,41139,41139,6.08 sq mi,6.08 sq mi,,,,,,,
5251,66203,66203,0.004 sq mi,0.004 sq mi,,,,,,,
5252,25840,25840,0.896 sq mi,0.896 sq mi,,,,,,,
5253,21029,21029,15.948 sq mi,15.948 sq mi,,,,,,,
5254,98270,98270,14.309 sq mi,14.309 sq mi,,,,,,,
5255,77705,77705,16.15 sq mi,16.15 sq mi,,,,,,,
5256,44117,44117,3.815 sq mi,3.815 sq mi,,,,,,,
5257,49696,49696,0 sq mi,0 sq mi,,,,,,,
5258,47501,47501,1.655 sq mi,1.655 sq mi,,,,,,,
5259,98168,98168,8.892 sq mi,8.892 sq mi,,,,,,,
5260,45885,45885,0.22 sq mi,0.22 sq mi,,,,,,,
5261,64120,64120,8.191 sq mi,8.191 sq mi,,,,,,,
5262,43615,43615,16.221 sq mi,16.221 sq mi,,,,,,,
5263,11249,11249,0 sq mi,0 sq mi,,,,,,,
5264,98296,98296,0.65 sq mi,0.65 sq mi,,,,,,,
5265,24924,24924,23.817 sq mi,23.817 sq mi,,,,,,,
5266,97058,97058,8.099 sq mi,8.099 sq mi,,,,,,,
5267,27312,27312,169.907 sq mi,169.907 sq mi,,,,,,,
5268,45875,45875,102.466 sq mi,102.466 sq mi,,,,,,,
5269,26601,26601,131.243 sq mi,131.243 sq mi,,,,,,,
5270,20754,20754,16.867 sq mi,16.867 sq mi,,,,,,,
5271,20546,20546,0 sq mi,0 sq mi,,,,,,,
5272,98203,98203,0.873 sq mi,0.873 sq mi,,,,,,,
5273,44070,44070,11.668 sq mi,11.668 sq mi,,,,,,,
5274,22642,22642,51.067 sq mi,51.067 sq mi,,,,,,,
5275,79342,79342,95.663 sq mi,95.663 sq mi,,,,,,,
5276,55387,55387,7.703 sq mi,7.703 sq mi,,,,,,,
5277,56441,56441,8.26 sq mi,8.26 sq mi,,,,,,,
5278,66720,66720,1.597 sq mi,1.597 sq mi,,,,,,,
5279,59701,59701,0.755 sq mi,0.755 sq mi,,,,,,,
5280,46733,46733,0.347 sq mi,0.347 sq mi,,,,,,,
5281,26050,26050,2.902 sq mi,2.902 sq mi,,,,,,,
5282,46310,46310,0.324 sq mi,0.324 sq mi,,,,,,,
5283,72455,72455,283.417 sq mi,283.417 sq mi,,,,,,,
5284,47203,47203,77.479 sq mi,77.479 sq mi,,,,,,,
5285,52057,52057,0.228 sq mi,0.228 sq mi,,,,,,,
5286,96326,96326,0 sq mi,0 sq mi,,,,,,,
5287,83648,83648,0.121 sq mi,0.121 sq mi,,,,,,,
5288,19342,19342,19.502 sq mi,19.502 sq mi,,,,,,,
5289,21222,21222,10.961 sq mi,10.961 sq mi,,,,,,,
5290,21045,21045,9.706 sq mi,9.706 sq mi,,,,,,,
5291,47909,47909,115.697 sq mi,115.697 sq mi,,,,,,,
5292,56374,56374,1.917 sq mi,1.917 sq mi,,,,,,,
5293,21212,21212,4.65 sq mi,4.65 sq mi,,,,,,,
5294,21108,21108,13.074 sq mi,13.074 sq mi,,,,,,,
5295,21853,21853,10.039 sq mi,10.039 sq mi,,,,,,,
5296,98226,98226,12.571 sq mi,12.571 sq mi,,,,,,,
5297,20619,20619,15.644 sq mi,15.644 sq mi,,,,,,,
5298,21009,21009,11.343 sq mi,11.343 sq mi,,,,,,,
5299,76908,76908,1.395 sq mi,1.395 sq mi,,,,,,,
5300,44313,44313,13.844 sq mi,13.844 sq mi,,,,,,,
5301,93524,93524,0 sq mi,0 sq mi,,,,,,,
5302,15338,15338,18.624 sq mi,18.624 sq mi,,,,,,,
5303,64119,64119,0.061 sq mi,0.061 sq mi,,,,,,,
5304,55421,55421,0.329 sq mi,0.329 sq mi,,,,,,,
5305,26170,26170,104.894 sq mi,104.894 sq mi,,,,,,,
5306,40383,40383,151.8 sq mi,151.8 sq mi,,,,,,,
5307,55406,55406,5.003 sq mi,5.003 sq mi,,,,,,,
5308,46282,46282,0 sq mi,0 sq mi,,,,,,,
5309,98520,98520,28.808 sq mi,28.808 sq mi,,,,,,,
5310,19975,19975,1.762 sq mi,1.762 sq mi,,,,,,,
5311,60601,60601,0.386 sq mi,0.386 sq mi,,,,,,,
5312,56187,56187,169.817 sq mi,169.817 sq mi,,,,,,,
5313,43054,43054,20.066 sq mi,20.066 sq mi,,,,,,,
5314,47348,47348,0.394 sq mi,0.394 sq mi,,,,,,,
5315,67846,67846,796.107 sq mi,796.107 sq mi,,,,,,,
5316,55110,55110,6.195 sq mi,6.195 sq mi,,,,,,,
5317,20855,20855,13.113 sq mi,13.113 sq mi,,,,,,,
5318,20015,20015,3.452 sq mi,3.452 sq mi,,,,,,,
5319,99350,99350,0.852 sq mi,0.852 sq mi,,,,,,,
5320,20993,20993,0 sq mi,0 sq mi,,,,,,,
5321,45011,45011,0.627 sq mi,0.627 sq mi,,,,,,,
5322,67865,67865,274.557 sq mi,274.557 sq mi,,,,,,,
5323,23219,23219,0.282 sq mi,0.282 sq mi,,,,,,,
5324,46036,46036,0 sq mi,0 sq mi,,,,,,,
5325,90504,90504,4.451 sq mi,4.451 sq mi,,,,,,,
5326,46229,46229,10.859 sq mi,10.859 sq mi,,,,,,,
5327,66622,66622,0 sq mi,0 sq mi,,,,,,,
5328,46106,46106,0.004 sq mi,0.004 sq mi,,,,,,,
5329,20175,20175,62.452 sq mi,62.452 sq mi,,,,,,,
5330,64151,64151,13.167 sq mi,13.167 sq mi,,,,,,,
5331,46105,46105,42.17 sq mi,42.17 sq mi,,,,,,,
5332,22305,22305,0.065 sq mi,0.065 sq mi,,,,,,,
5333,99354,99354,20.309 sq mi,20.309 sq mi,,,,,,,
5334,46755,46755,1.063 sq mi,1.063 sq mi,,,,,,,
5335,46074,46074,36.096 sq mi,36.096 sq mi,,,,,,,
5336,55731,55731,841.583 sq mi,841.583 sq mi,,,,,,,
5337,98901,98901,1.687 sq mi,1.687 sq mi,,,,,,,
5338,99163,99163,206.999 sq mi,206.999 sq mi,,,,,,,
5339,30741,30741,24.916 sq mi,24.916 sq mi,,,,,,,
5340,56501,56501,187.012 sq mi,187.012 sq mi,,,,,,,
5341,55008,55008,4.592 sq mi,4.592 sq mi,,,,,,,
5342,25570,25570,78.217 sq mi,78.217 sq mi,,,,,,,
5343,89431,89431,0.004 sq mi,0.004 sq mi,,,,,,,
5344,23607,23607,5.825 sq mi,5.825 sq mi,,,,,,,
5345,21060,21060,12.511 sq mi,12.511 sq mi,,,,,,,
5346,43223,43223,10.067 sq mi,10.067 sq mi,,,,,,,
5347,53726,53726,0.497 sq mi,0.497 sq mi,,,,,,,
5348,26261,26261,98.678 sq mi,98.678 sq mi,,,,,,,
5349,98371,98371,0.077 sq mi,0.077 sq mi,,,,,,,
5350,26582,26582,100.177 sq mi,100.177 sq mi,,,,,,,
5351,60189,60189,10.191 sq mi,10.191 sq mi,,,,,,,
5352,21158,21158,74.455 sq mi,74.455 sq mi,,,,,,,
5353,12603,12603,32.327 sq mi,32.327 sq mi,,,,,,,
5354,66223,66223,0.088 sq mi,0.088 sq mi,,,,,,,
5355,58072,58072,316.523 sq mi,316.523 sq mi,,,,,,,
5356,14830,14830,89.869 sq mi,89.869 sq mi,,,,,,,
5357,20695,20695,12.649 sq mi,12.649 sq mi,,,,,,,
5358,21114,21114,5.569 sq mi,5.569 sq mi,,,,,,,
5359,98021,98021,0 sq mi,0 sq mi,,,,,,,
5360,61636,61636,0 sq mi,0 sq mi,,,,,,,
5361,46989,46989,33.593 sq mi,33.593 sq mi,,,,,,,
5362,80236,80236,0 sq mi,0 sq mi,,,,,,,
5363,97221,97221,4.284 sq mi,4.284 sq mi,,,,,,,
5364,24983,24983,124.313 sq mi,124.313 sq mi,,,,,,,
5365,21409,21409,13.995 sq mi,13.995 sq mi,,,,,,,
5366,46016,46016,6.366 sq mi,6.366 sq mi,,,,,,,
5367,45769,45769,0.104 sq mi,0.104 sq mi,,,,,,,
5368,22937,22937,45.677 sq mi,45.677 sq mi,,,,,,,
5369,93437,93437,0.106 sq mi,0.106 sq mi,,,,,,,
5370,67058,67058,0.212 sq mi,0.212 sq mi,,,,,,,
5371,67003,67003,247.772 sq mi,247.772 sq mi,,,,,,,
5372,20522,20522,0 sq mi,0 sq mi,,,,,,,
5373,25411,25411,140.452 sq mi,140.452 sq mi,,,,,,,
5374,80302,80302,82.572 sq mi,82.572 sq mi,,,,,,,
5375,56307,56307,107.247 sq mi,107.247 sq mi,,,,,,,
5376,22311,22311,1.537 sq mi,1.537 sq mi,,,,,,,
5377,20723,20723,13.134 sq mi,13.134 sq mi,,,,,,,
5378,21230,21230,6.303 sq mi,6.303 sq mi,,,,,,,
5379,24963,24963,53.631 sq mi,53.631 sq mi,,,,,,,
5380,42301,42301,171 sq mi,171 sq mi,,,,,,,
5381,19508,19508,0.739 sq mi,0.739 sq mi,,,,,,,
5382,25405,25405,20.816 sq mi,20.816 sq mi,,,,,,,
5383,26726,26726,146.005 sq mi,146.005 sq mi,,,,,,,
5384,46290,46290,0.542 sq mi,0.542 sq mi,,,,,,,
5385,93042,93042,3.395 sq mi,3.395 sq mi,,,,,,,
5386,98532,98532,1.073 sq mi,1.073 sq mi,,,,,,,
5387,64507,64507,56.783 sq mi,56.783 sq mi,,,,,,,
5388,55316,55316,8.168 sq mi,8.168 sq mi,,,,,,,
5389,17268,17268,0.016 sq mi,0.016 sq mi,,,,,,,
5390,27577,27577,104.114 sq mi,104.114 sq mi,,,,,,,
5391,73026,73026,107.075 sq mi,107.075 sq mi,,,,,,,
5392,33870,33870,55.36 sq mi,55.36 sq mi,,,,,,,
5393,10603,10603,0.003 sq mi,0.003 sq mi,,,,,,,
5394,30062,30062,25.808 sq mi,25.808 sq mi,,,,,,,
5395,47102,47102,40.026 sq mi,40.026 sq mi,,,,,,,
5396,32839,32839,7.454 sq mi,7.454 sq mi,,,,,,,
5397,20716,20716,0.069 sq mi,0.069 sq mi,,,,,,,
5398,11714,11714,4.324 sq mi,4.324 sq mi,,,,,,,
5399,76634,76634,4.97 sq mi,4.97 sq mi,,,,,,,
5400,55121,55121,9.031 sq mi,9.031 sq mi,,,,,,,
5401,91762,91762,13.624 sq mi,13.624 sq mi,,,,,,,
5402,92071,92071,17.432 sq mi,17.432 sq mi,,,,,,,
5403,28445,28445,53.04 sq mi,53.04 sq mi,,,,,,,
5404,32435,32435,129.253 sq mi,129.253 sq mi,,,,,,,
5405,37219,37219,0 sq mi,0 sq mi,,,,,,,
5406,37355,37355,217.34 sq mi,217.34 sq mi,,,,,,,
5407,33460,33460,4.687 sq mi,4.687 sq mi,,,,,,,
5408,33154,33154,1.517 sq mi,1.517 sq mi,,,,,,,
5409,80211,80211,4.496 sq mi,4.496 sq mi,,,,,,,
5410,13126,13126,10.047 sq mi,10.047 sq mi,,,,,,,
5411,95066,95066,18.952 sq mi,18.952 sq mi,,,,,,,
5412,96825,96825,1.974 sq mi,1.974 sq mi,,,,,,,
5413,44720,44720,0.213 sq mi,0.213 sq mi,,,,,,,
5414,11548,11548,0 sq mi,0 sq mi,,,,,,,
5415,88210,88210,10.502 sq mi,10.502 sq mi,,,,,,,
5416,18641,18641,4.367 sq mi,4.367 sq mi,,,,,,,
5417,90064,90064,4 sq mi,4 sq mi,,,,,,,
5418,95422,95422,35.227 sq mi,35.227 sq mi,,,,,,,
5419,32653,32653,39.066 sq mi,39.066 sq mi,,,,,,,
5420,12033,12033,26.984 sq mi,26.984 sq mi,,,,,,,
5421,19027,19027,3.953 sq mi,3.953 sq mi,,,,,,,
5422,81132,81132,0.081 sq mi,0.081 sq mi,,,,,,,
5423,38134,38134,0.011 sq mi,0.011 sq mi,,,,,,,
5424,38117,38117,0 sq mi,0 sq mi,,,,,,,
5425,30092,30092,0.185 sq mi,0.185 sq mi,,,,,,,
5426,10520,10520,1.303 sq mi,1.303 sq mi,,,,,,,
5427,13219,13219,0.019 sq mi,0.019 sq mi,,,,,,,
5428,19053,19053,0.077 sq mi,0.077 sq mi,,,,,,,
5429,75094,75094,6.973 sq mi,6.973 sq mi,,,,,,,
5430,71334,71334,12.188 sq mi,12.188 sq mi,,,,,,,
5431,54456,54456,2.374 sq mi,2.374 sq mi,,,,,,,
5432,46221,46221,0.456 sq mi,0.456 sq mi,,,,,,,
5433,44483,44483,0.009 sq mi,0.009 sq mi,,,,,,,
5434,11580,11580,0.015 sq mi,0.015 sq mi,,,,,,,
5435,11706,11706,1.225 sq mi,1.225 sq mi,,,,,,,
5436,50677,50677,1.233 sq mi,1.233 sq mi,,,,,,,
5437,52003,52003,56.378 sq mi,56.378 sq mi,,,,,,,
5438,30314,30314,0 sq mi,0 sq mi,,,,,,,
5439,16066,16066,22.35 sq mi,22.35 sq mi,,,,,,,
5440,17851,17851,0.145 sq mi,0.145 sq mi,,,,,,,
5441,44903,44903,3.465 sq mi,3.465 sq mi,,,,,,,
5442,50701,50701,81.586 sq mi,81.586 sq mi,,,,,,,
5443,20860,20860,3.806 sq mi,3.806 sq mi,,,,,,,
5444,94122,94122,2.364 sq mi,2.364 sq mi,,,,,,,
5445,34243,34243,17.454 sq mi,17.454 sq mi,,,,,,,
5446,98383,98383,1.554 sq mi,1.554 sq mi,,,,,,,
5447,43107,43107,0.239 sq mi,0.239 sq mi,,,,,,,
5448,43076,43076,71.687 sq mi,71.687 sq mi,,,,,,,
5449,43015,43015,3.864 sq mi,3.864 sq mi,,,,,,,
5450,43240,43240,2.504 sq mi,2.504 sq mi,,,,,,,
5451,43146,43146,79.82 sq mi,79.82 sq mi,,,,,,,
5452,95903,95903,14.513 sq mi,14.513 sq mi,,,,,,,
5453,39452,39452,6.162 sq mi,6.162 sq mi,,,,,,,
5454,82007,82007,196.213 sq mi,196.213 sq mi,,,,,,,
5455,93033,93033,29.329 sq mi,29.329 sq mi,,,,,,,
5456,29575,29575,0.096 sq mi,0.096 sq mi,,,,,,,
5457,92264,92264,52.285 sq mi,52.285 sq mi,,,,,,,
5458,92211,92211,15.056 sq mi,15.056 sq mi,,,,,,,
5459,10589,10589,0.51 sq mi,0.51 sq mi,,,,,,,
5460,11221,11221,1.383 sq mi,1.383 sq mi,,,,,,,
5461,17764,17764,1.905 sq mi,1.905 sq mi,,,,,,,
5462,18847,18847,141.053 sq mi,141.053 sq mi,,,,,,,
5463,85254,85254,13.63 sq mi,13.63 sq mi,,,,,,,
5464,39819,39819,8.034 sq mi,8.034 sq mi,,,,,,,
5465,31525,31525,2.498 sq mi,2.498 sq mi,,,,,,,
5466,40211,40211,7.481 sq mi,7.481 sq mi,,,,,,,
5467,96750,96750,186.616 sq mi,186.616 sq mi,,,,,,,
5468,60545,60545,0.336 sq mi,0.336 sq mi,,,,,,,
5469,40272,40272,2.735 sq mi,2.735 sq mi,,,,,,,
5470,19312,19312,9.479 sq mi,9.479 sq mi,,,,,,,
5471,37030,37030,4.825 sq mi,4.825 sq mi,,,,,,,
5472,42642,42642,139.813 sq mi,139.813 sq mi,,,,,,,
5473,69101,69101,591.497 sq mi,591.497 sq mi,,,,,,,
5474,27889,27889,12.763 sq mi,12.763 sq mi,,,,,,,
5475,11561,11561,3.9 sq mi,3.9 sq mi,,,,,,,
5476,44276,44276,18.941 sq mi,18.941 sq mi,,,,,,,
5477,44505,44505,17.502 sq mi,17.502 sq mi,,,,,,,
5478,28104,28104,29.23 sq mi,29.23 sq mi,,,,,,,
5479,74344,74344,17.615 sq mi,17.615 sq mi,,,,,,,
5480,97754,97754,1209.791 sq mi,1209.791 sq mi,,,,,,,
5481,15022,15022,18.059 sq mi,18.059 sq mi,,,,,,,
5482,40220,40220,7.617 sq mi,7.617 sq mi,,,,,,,
5483,96778,96778,269.103 sq mi,269.103 sq mi,,,,,,,
5484,57501,57501,97.23 sq mi,97.23 sq mi,,,,,,,
5485,37172,37172,181.018 sq mi,181.018 sq mi,,,,,,,
5486,59221,59221,283.115 sq mi,283.115 sq mi,,,,,,,
5487,91306,91306,4.138 sq mi,4.138 sq mi,,,,,,,
5488,39180,39180,3.439 sq mi,3.439 sq mi,,,,,,,
5489,22152,22152,5.941 sq mi,5.941 sq mi,,,,,,,
5490,38963,38963,0.723 sq mi,0.723 sq mi,,,,,,,
5491,44129,44129,5.891 sq mi,5.891 sq mi,,,,,,,
5492,79714,79714,768.384 sq mi,768.384 sq mi,,,,,,,
5493,48453,48453,107.062 sq mi,107.062 sq mi,,,,,,,
5494,81050,81050,5.541 sq mi,5.541 sq mi,,,,,,,
5495,92649,92649,7.649 sq mi,7.649 sq mi,,,,,,,
5496,93203,93203,214.748 sq mi,214.748 sq mi,,,,,,,
5497,98290,98290,2.85 sq mi,2.85 sq mi,,,,,,,
5498,77020,77020,6.904 sq mi,6.904 sq mi,,,,,,,
5499,45241,45241,0.058 sq mi,0.058 sq mi,,,,,,,
5500,37772,37772,39.069 sq mi,39.069 sq mi,,,,,,,
5501,66202,66202,0.013 sq mi,0.013 sq mi,,,,,,,
5502,87117,87117,19.516 sq mi,19.516 sq mi,,,,,,,
5503,82609,82609,58.531 sq mi,58.531 sq mi,,,,,,,
5504,44805,44805,0.787 sq mi,0.787 sq mi,,,,,,,
5505,45502,45502,115.572 sq mi,115.572 sq mi,,,,,,,
5506,47330,47330,0.28 sq mi,0.28 sq mi,,,,,,,
5507,98146,98146,0.68 sq mi,0.68 sq mi,,,,,,,
5508,97229,97229,0.005 sq mi,0.005 sq mi,,,,,,,
5509,18505,18505,8.509 sq mi,8.509 sq mi,,,,,,,
5510,24011,24011,0.172 sq mi,0.172 sq mi,,,,,,,
5511,58205,58205,0.161 sq mi,0.161 sq mi,,,,,,,
5512,31419,31419,63.548 sq mi,63.548 sq mi,,,,,,,
5513,31096,31096,170.801 sq mi,170.801 sq mi,,,,,,,
5514,30906,30906,84.453 sq mi,84.453 sq mi,,,,,,,
5515,31014,31014,210.97 sq mi,210.97 sq mi,,,,,,,
5516,30442,30442,4.911 sq mi,4.911 sq mi,,,,,,,
5517,30542,30542,42.2 sq mi,42.2 sq mi,,,,,,,
5518,40330,40330,3.322 sq mi,3.322 sq mi,,,,,,,
5519,31709,31709,126.985 sq mi,126.985 sq mi,,,,,,,
5520,30650,30650,221.211 sq mi,221.211 sq mi,,,,,,,
5521,30047,30047,27.712 sq mi,27.712 sq mi,,,,,,,
5522,30087,30087,23.341 sq mi,23.341 sq mi,,,,,,,
5523,30180,30180,74.889 sq mi,74.889 sq mi,,,,,,,
5524,78744,78744,0.005 sq mi,0.005 sq mi,,,,,,,
5525,31030,31030,174.13 sq mi,174.13 sq mi,,,,,,,
5526,30295,30295,43.655 sq mi,43.655 sq mi,,,,,,,
5527,60642,60642,1.702 sq mi,1.702 sq mi,,,,,,,
5528,36854,36854,2.312 sq mi,2.312 sq mi,,,,,,,
5529,13214,13214,0.008 sq mi,0.008 sq mi,,,,,,,
5530,43050,43050,155.934 sq mi,155.934 sq mi,,,,,,,
5531,35055,35055,64.03 sq mi,64.03 sq mi,,,,,,,
5532,98823,98823,298.256 sq mi,298.256 sq mi,,,,,,,
5533,59864,59864,189.435 sq mi,189.435 sq mi,,,,,,,
5534,73503,73503,84.299 sq mi,84.299 sq mi,,,,,,,
5535,31750,31750,281.565 sq mi,281.565 sq mi,,,,,,,
5536,30233,30233,155.719 sq mi,155.719 sq mi,,,,,,,
5537,30052,30052,87.461 sq mi,87.461 sq mi,,,,,,,
5538,35042,35042,0.796 sq mi,0.796 sq mi,,,,,,,
5539,33437,33437,10.839 sq mi,10.839 sq mi,,,,,,,
5540,24986,24986,223.928 sq mi,223.928 sq mi,,,,,,,
5541,29207,29207,0.77 sq mi,0.77 sq mi,,,,,,,
5542,77022,77022,5.84 sq mi,5.84 sq mi,,,,,,,
5543,30643,30643,115.595 sq mi,115.595 sq mi,,,,,,,
5544,30038,30038,29.056 sq mi,29.056 sq mi,,,,,,,
5545,30518,30518,7.203 sq mi,7.203 sq mi,,,,,,,
5546,30004,30004,57.391 sq mi,57.391 sq mi,,,,,,,
5547,30268,30268,65.382 sq mi,65.382 sq mi,,,,,,,
5548,28645,28645,0.431 sq mi,0.431 sq mi,,,,,,,
5549,31516,31516,14.092 sq mi,14.092 sq mi,,,,,,,
5550,21629,21629,82.878 sq mi,82.878 sq mi,,,,,,,
5551,31907,31907,0.106 sq mi,0.106 sq mi,,,,,,,
5552,32347,32347,105.778 sq mi,105.778 sq mi,,,,,,,
5553,30045,30045,21.737 sq mi,21.737 sq mi,,,,,,,
5554,29650,29650,17.994 sq mi,17.994 sq mi,,,,,,,
5555,31605,31605,0.732 sq mi,0.732 sq mi,,,,,,,
5556,30605,30605,36.627 sq mi,36.627 sq mi,,,,,,,
5557,30083,30083,0.532 sq mi,0.532 sq mi,,,,,,,
5558,31031,31031,1.054 sq mi,1.054 sq mi,,,,,,,
5559,30548,30548,38.718 sq mi,38.718 sq mi,,,,,,,
5560,31047,31047,71.865 sq mi,71.865 sq mi,,,,,,,
5561,30607,30607,35.395 sq mi,35.395 sq mi,,,,,,,
5562,70359,70359,9.527 sq mi,9.527 sq mi,,,,,,,
5563,90706,90706,6.108 sq mi,6.108 sq mi,,,,,,,
5564,94306,94306,4.187 sq mi,4.187 sq mi,,,,,,,
5565,77083,77083,10.314 sq mi,10.314 sq mi,,,,,,,
5566,33418,33418,46.532 sq mi,46.532 sq mi,,,,,,,
5567,34210,34210,9.183 sq mi,9.183 sq mi,,,,,,,
5568,34484,34484,32.794 sq mi,32.794 sq mi,,,,,,,
5569,32779,32779,18.818 sq mi,18.818 sq mi,,,,,,,
5570,73170,73170,0.502 sq mi,0.502 sq mi,,,,,,,
5571,30363,30363,0.315 sq mi,0.315 sq mi,,,,,,,
5572,30315,30315,0.017 sq mi,0.017 sq mi,,,,,,,
5573,30345,30345,0.083 sq mi,0.083 sq mi,,,,,,,
5574,30068,30068,14.332 sq mi,14.332 sq mi,,,,,,,
5575,35611,35611,114.04 sq mi,114.04 sq mi,,,,,,,
5576,30188,30188,43.967 sq mi,43.967 sq mi,,,,,,,
5577,30122,30122,24.069 sq mi,24.069 sq mi,,,,,,,
5578,30168,30168,12.504 sq mi,12.504 sq mi,,,,,,,
5579,29909,29909,27.277 sq mi,27.277 sq mi,,,,,,,
5580,31069,31069,96.452 sq mi,96.452 sq mi,,,,,,,
5581,31001,31001,175.037 sq mi,175.037 sq mi,,,,,,,
5582,80020,80020,19.757 sq mi,19.757 sq mi,,,,,,,
5583,31211,31211,49.164 sq mi,49.164 sq mi,,,,,,,
5584,52577,52577,1.528 sq mi,1.528 sq mi,,,,,,,
5585,66603,66603,0.863 sq mi,0.863 sq mi,,,,,,,
5586,29678,29678,79.038 sq mi,79.038 sq mi,,,,,,,
5587,30101,30101,2.248 sq mi,2.248 sq mi,,,,,,,
5588,30519,30519,34.288 sq mi,34.288 sq mi,,,,,,,
5589,30082,30082,10.482 sq mi,10.482 sq mi,,,,,,,
