,Zipcode,Zipcode Area
1006,99204,1.127 sq mi
1007,75251,0.441 sq mi
1008,12550,1.159 sq mi
1009,60426,7.705 sq mi
1010,33612,10.217 sq mi
1011,44710,0 sq mi
1012,77478,9.727 sq mi
1013,60007,14.077 sq mi
1014,77024,0.041 sq mi
1015,34239,4.457 sq mi
1016,25801,0.649 sq mi
1017,28607,0.306 sq mi
1018,54650,31.023 sq mi
1019,77074,5.439 sq mi
1020,29203,1.004 sq mi
1021,75067,0.101 sq mi
1022,98155,0.662 sq mi
1023,10458,1.009 sq mi
1024,17822,0 sq mi
1025,34667,32.236 sq mi
1026,68105,3.763 sq mi
1027,21044,11.998 sq mi
1028,37203,4.195 sq mi
1029,78756,1.672 sq mi
1030,43221,9.341 sq mi
1031,10010,0 sq mi
1032,60201,4.725 sq mi
1033,32827,23.409 sq mi
1034,94063,6.819 sq mi
1035,32506,32.446 sq mi
1036,40207,11.624 sq mi
1037,33771,5.881 sq mi
1038,45840,167.687 sq mi
1039,85037,8.186 sq mi
1040,33781,6.657 sq mi
1041,49120,117.441 sq mi
1042,60487,8.61 sq mi
1043,40202,1.555 sq mi
1044,49015,23.519 sq mi
1045,77089,12.715 sq mi
1046,84108,68.814 sq mi
1047,60525,0.014 sq mi
1048,48416,112.07 sq mi
1049,60045,1.631 sq mi
1050,60062,18.531 sq mi
1051,60035,12.683 sq mi
1052,60714,6.364 sq mi
1053,31558,75.217 sq mi
1054,70056,6.768 sq mi
1055,44223,14.969 sq mi
1056,63017,0.267 sq mi
1057,33421,0 sq mi
1058,23188,10.227 sq mi
1059,36207,73.853 sq mi
1060,30504,16.567 sq mi
1061,98431,0 sq mi
1062,78205,1.192 sq mi
1063,68502,5.911 sq mi
1064,30331,0.629 sq mi
1065,60134,15.395 sq mi
1066,92868,3.233 sq mi
1067,89502,0.059 sq mi
1068,45701,148.248 sq mi
1069,95340,39.752 sq mi
1070,31217,98.695 sq mi
1071,60304,1.533 sq mi
1072,77070,13.012 sq mi
1073,98033,1.708 sq mi
1074,42101,3.333 sq mi
1075,60181,6.593 sq mi
1076,18042,21.165 sq mi
1077,62703,15.395 sq mi
1078,61603,4.292 sq mi
1079,93636,195.6 sq mi
1080,63104,3.456 sq mi
1081,60564,16.081 sq mi
1082,92161,0 sq mi
1083,57105,6.976 sq mi
1084,28204,1.729 sq mi
1085,24014,0.224 sq mi
1086,32308,0.175 sq mi
1087,11373,0 sq mi
1088,32086,65.805 sq mi
1089,87701,3.048 sq mi
1090,24701,0.412 sq mi
1091,87505,0.07 sq mi
1092,85042,15.031 sq mi
1093,94602,3.304 sq mi
1094,19146,1.69 sq mi
1095,36867,12.992 sq mi
1096,33411,0.437 sq mi
1097,32266,0.593 sq mi
1098,33761,5.317 sq mi
1099,76801,9.569 sq mi
1100,32750,10.298 sq mi
1101,37363,73.5 sq mi
1102,98664,5.257 sq mi
1103,77521,41.473 sq mi
1104,29572,8.195 sq mi
1105,29732,53.332 sq mi
1106,27573,17.805 sq mi
1107,77494,40.777 sq mi
1108,56164,261.969 sq mi
1109,30324,0.044 sq mi
1110,27932,118.158 sq mi
1111,33913,5.266 sq mi
1112,46260,10.163 sq mi
1113,55407,4.042 sq mi
1114,19087,15.965 sq mi
1115,97504,46.725 sq mi
1116,10310,1.795 sq mi
1117,53706,0.529 sq mi
1118,45236,0 sq mi
1119,33462,8.769 sq mi
1120,33175,7.699 sq mi
1121,34972,909.618 sq mi
1122,42104,56.113 sq mi
1123,29860,52.006 sq mi
1124,33909,17.961 sq mi
1125,98109,0.417 sq mi
1126,50316,3.558 sq mi
1127,53578,49.226 sq mi
1128,48854,111.555 sq mi
1129,97219,11.756 sq mi
1130,78236,0.002 sq mi
1131,80230,2.489 sq mi
1132,33901,2.878 sq mi
1133,76028,77.139 sq mi
1134,37228,1.471 sq mi
1135,96815,0.888 sq mi
1136,54701,1.316 sq mi
1137,16509,0.039 sq mi
1138,84121,0.161 sq mi
1139,48188,0.017 sq mi
1140,60123,13.771 sq mi
1141,36617,4.751 sq mi
1142,38801,0.41 sq mi
1143,10024,0 sq mi
1144,19124,4.875 sq mi
1145,73104,0 sq mi
1146,10075,0.185 sq mi
1147,33143,7.895 sq mi
1148,76544,0.064 sq mi
1149,20889,0 sq mi
1150,30824,7.769 sq mi
1151,94612,0 sq mi
1152,18702,69.311 sq mi
1153,75503,78.991 sq mi
1154,60914,48.799 sq mi
1155,61637,0 sq mi
1156,37920,72.498 sq mi
1157,37745,0.045 sq mi
1158,32025,97.444 sq mi
1159,83814,198.347 sq mi
1160,19301,3.361 sq mi
1161,80222,3.97 sq mi
1162,19718,0 sq mi
1163,27609,0.046 sq mi
1164,25304,0.426 sq mi
1165,85224,9.363 sq mi
1166,92505,0.158 sq mi
1167,30341,0.014 sq mi
1168,46601,0.063 sq mi
1169,37212,2.774 sq mi
1170,36083,2.094 sq mi
1171,36604,2.64 sq mi
1172,38732,1.308 sq mi
1173,39401,2.435 sq mi
1174,46256,11.193 sq mi
1175,85032,12.421 sq mi
1176,30907,23.997 sq mi
1177,66211,0.033 sq mi
1178,66606,5.72 sq mi
1179,29169,0.353 sq mi
1180,28722,45.575 sq mi
1181,85364,39.448 sq mi
1182,85029,9.543 sq mi
1183,33760,5.115 sq mi
1184,82901,1388.518 sq mi
1185,85258,8.573 sq mi
1186,91436,5.696 sq mi
1187,81003,8.027 sq mi
1188,81501,7.944 sq mi
1189,60194,3.62 sq mi
1190,62781,0 sq mi
1191,62701,0.382 sq mi
1192,32204,1.496 sq mi
1193,32803,6.938 sq mi
1194,24153,0.794 sq mi
1195,37217,14.484 sq mi
1196,34102,5.654 sq mi
1197,63118,3.354 sq mi
1198,60615,2.213 sq mi
1199,14226,0.001 sq mi
1200,19046,0 sq mi
1201,44022,0.436 sq mi
1202,80439,176.767 sq mi
1203,20166,17.448 sq mi
1204,44622,0.496 sq mi
1205,30253,0.493 sq mi
1206,14263,0 sq mi
1207,23226,5.902 sq mi
1208,23230,4.172 sq mi
1209,52402,13.778 sq mi
1210,23235,17.466 sq mi
1211,36608,62.559 sq mi
1212,46804,0.006 sq mi
1213,70115,3.878 sq mi
1214,20901,5.385 sq mi
1215,80111,10.771 sq mi
1216,77339,16.869 sq mi
1217,23462,11.71 sq mi
1218,22960,128.269 sq mi
1219,89109,4.433 sq mi
1220,36305,0.059 sq mi
1221,16335,1.136 sq mi
1222,45208,0 sq mi
1223,79430,0 sq mi
1224,22902,62.781 sq mi
1225,86401,0.019 sq mi
1226,93309,10.645 sq mi
1227,61820,6.536 sq mi
1228,61822,108.791 sq mi
1229,61874,4.162 sq mi
1230,62034,13.982 sq mi
1231,35209,0.059 sq mi
1232,23602,13.358 sq mi
1233,45435,0 sq mi
1234,23704,5.059 sq mi
1235,23510,1.125 sq mi
1236,23456,50.595 sq mi
1237,44109,0.092 sq mi
1238,75231,5.636 sq mi
1239,92604,3.374 sq mi
1240,72401,117.219 sq mi
1241,20817,13.87 sq mi
1242,93901,14.608 sq mi
1243,92354,0.001 sq mi
1244,92373,0.256 sq mi
1245,75034,50.008 sq mi
1246,90242,4.551 sq mi
1247,80301,28.998 sq mi
1248,28655,2.49 sq mi
1249,21701,0.676 sq mi
1250,10001,0 sq mi
1251,23233,12.344 sq mi
1252,80033,8.283 sq mi
1253,40241,14.452 sq mi
1254,79106,9.362 sq mi
1255,23606,9.373 sq mi
1256,33905,3.234 sq mi
1257,91010,7.04 sq mi
1258,46563,152.237 sq mi
1259,60625,0.011 sq mi
1260,27704,40.306 sq mi
1261,45211,0.001 sq mi
1262,46219,0.009 sq mi
1263,94305,5.128 sq mi
1264,83642,41.062 sq mi
1265,33607,9.031 sq mi
1266,53202,2.034 sq mi
1267,22205,2.706 sq mi
1268,44308,0.492 sq mi
1269,95661,9.002 sq mi
1270,83605,0.255 sq mi
1271,61107,14.835 sq mi
1272,94568,15.285 sq mi
1273,23805,0.374 sq mi
1274,44307,0.007 sq mi
1275,66210,0.033 sq mi
1276,50314,2.486 sq mi
1277,96826,0.019 sq mi
1278,64131,7.439 sq mi
1279,52242,0.724 sq mi
1280,37921,15.298 sq mi
1281,70805,11.406 sq mi
1282,13148,3.262 sq mi
1283,70121,0.575 sq mi
1284,90404,1.992 sq mi
1285,95834,9.994 sq mi
1286,21043,0.072 sq mi
1287,33146,0.119 sq mi
1288,60141,0.414 sq mi
1289,97030,0.086 sq mi
1290,60061,7.969 sq mi
1291,55404,1.769 sq mi
1292,17402,0.016 sq mi
1293,46580,72.932 sq mi
1294,66215,0.015 sq mi
1295,48062,0.091 sq mi
1296,17821,2.913 sq mi
1297,98195,0.02 sq mi
1298,63044,0.717 sq mi
1299,84604,125.277 sq mi
1300,48661,265.707 sq mi
1301,97477,0.219 sq mi
1302,89521,0.34 sq mi
1303,21157,0.18 sq mi
1304,85284,7.759 sq mi
1305,51106,31.157 sq mi
1306,68114,5.808 sq mi
1307,15009,24.538 sq mi
1308,92374,18.725 sq mi
1309,10710,0.26 sq mi
1310,91941,8.062 sq mi
1311,91360,14.528 sq mi
1312,14127,41.131 sq mi
1313,14625,7.641 sq mi
1314,13202,0 sq mi
1315,55454,0.61 sq mi
1316,98405,4.122 sq mi
1317,44094,0.366 sq mi
1318,19133,1.301 sq mi
1319,80228,11.02 sq mi
1320,43213,9.005 sq mi
1321,83712,22.955 sq mi
1322,56303,11.166 sq mi
1323,14221,22.993 sq mi
1324,28562,154.816 sq mi
1325,70130,0.482 sq mi
1326,77015,2.06 sq mi
1327,32757,36.368 sq mi
1328,34601,121.74 sq mi
1329,37055,203.059 sq mi
1330,16365,145.756 sq mi
1331,44124,0.048 sq mi
1332,28625,195.736 sq mi
1333,60126,11.136 sq mi
1334,90025,0.001 sq mi
1335,98003,11.618 sq mi
1336,44118,7.113 sq mi
1337,96819,3.662 sq mi
1338,16602,14.801 sq mi
1339,80021,16.49 sq mi
1340,63090,1.99 sq mi
1341,80112,0.129 sq mi
1342,87109,10.116 sq mi
1343,98057,6.093 sq mi
1344,66048,135.266 sq mi
1345,44121,6.273 sq mi
1346,87111,21.679 sq mi
1347,63385,0.121 sq mi
1348,92262,0.042 sq mi
1349,20832,10.068 sq mi
1350,92025,22.037 sq mi
1351,38105,0.008 sq mi
1352,33621,8.33 sq mi
1353,45245,0.037 sq mi
1354,21228,15.5 sq mi
1355,97216,2.536 sq mi
1356,15370,148 sq mi
1357,27520,0.147 sq mi
1358,43130,161.886 sq mi
1359,16148,32.067 sq mi
1360,27157,0 sq mi
1361,44077,60.188 sq mi
1362,95815,0.397 sq mi
1363,94589,11.458 sq mi
1364,22203,1.534 sq mi
1365,45220,0.023 sq mi
1366,19380,0.357 sq mi
1367,44131,0.119 sq mi
1368,14224,20.262 sq mi
1369,34695,5.307 sq mi
1370,73071,24.371 sq mi
1371,73703,113.433 sq mi
1372,20152,24.894 sq mi
1373,21784,57.533 sq mi
1374,60077,4.026 sq mi
1375,98101,0.105 sq mi
1376,27599,0 sq mi
1377,44119,2.123 sq mi
1378,15146,19.702 sq mi
1379,93291,84.641 sq mi
1380,20852,0.038 sq mi
1381,76022,2.671 sq mi
1382,19610,0.048 sq mi
1383,32256,0.756 sq mi
1384,16201,114.653 sq mi
1385,37167,57.542 sq mi
1386,98201,7.477 sq mi
1387,68506,7.191 sq mi
1388,82930,1142.852 sq mi
1389,85014,4.18 sq mi
1390,75028,15.146 sq mi
1391,59715,462.298 sq mi
1392,85004,2.04 sq mi
1393,73013,29.282 sq mi
1394,77401,3.751 sq mi
1395,79701,11.89 sq mi
1396,78634,0.406 sq mi
1397,63144,2.351 sq mi
1398,29403,2.113 sq mi
1399,23502,10.108 sq mi
1400,99336,1.39 sq mi
1401,94158,0.658 sq mi
1402,15227,0 sq mi
1403,53095,2.198 sq mi
1404,80401,52.177 sq mi
1405,77840,11.201 sq mi
1406,94538,16.462 sq mi
1407,92801,6.288 sq mi
1408,27707,21.275 sq mi
1409,54935,0.906 sq mi
1410,94303,7.963 sq mi
1411,98632,129.126 sq mi
1412,33873,119.299 sq mi
1413,44024,1.119 sq mi
1414,28374,22.211 sq mi
1415,91304,9.406 sq mi
1416,16827,17.525 sq mi
1417,77327,6.418 sq mi
1418,87124,0.009 sq mi
1419,32773,27.733 sq mi
1420,97132,62.416 sq mi
1421,14120,0.355 sq mi
1422,10453,0.916 sq mi
1423,46901,138.66 sq mi
1424,60148,0.267 sq mi
1425,94559,36.645 sq mi
1426,85202,6.273 sq mi
1427,25301,1.095 sq mi
1428,18018,5.153 sq mi
1429,93721,2.05 sq mi
1430,98065,74.095 sq mi
1431,33125,3.862 sq mi
1432,11220,1.791 sq mi
1433,97213,4.045 sq mi
1434,15317,45.724 sq mi
1435,20892,0 sq mi
1436,47715,23.218 sq mi
1437,22030,18.87 sq mi
1438,85054,9.001 sq mi
1439,29505,51.68 sq mi
1440,26505,0.321 sq mi
1441,73112,0.041 sq mi
1442,29501,53.702 sq mi
1443,76508,0 sq mi
1444,21804,74.291 sq mi
1445,89169,3.402 sq mi
1446,38501,89.127 sq mi
1447,60101,11.532 sq mi
1448,77450,20.35 sq mi
1449,44310,0.022 sq mi
1450,85745,67.338 sq mi
1451,32159,31.768 sq mi
1452,53211,3.9 sq mi
1453,84107,0 sq mi
1454,48166,26.568 sq mi
1455,92134,0 sq mi
1456,44120,5.319 sq mi
1457,44233,26.704 sq mi
1458,32117,11.308 sq mi
1459,15601,0.158 sq mi
1460,84132,0 sq mi
1461,32804,7.349 sq mi
1462,10025,0 sq mi
1463,21218,0.122 sq mi
1464,19611,2.024 sq mi
1465,11432,0 sq mi
1466,35235,0.034 sq mi
1467,33071,7.7 sq mi
1468,85260,14.526 sq mi
1469,28025,0.148 sq mi
1470,75230,7.246 sq mi
1471,19096,3.504 sq mi
1472,89119,12.93 sq mi
1473,95695,142.159 sq mi
1474,94535,3.811 sq mi
1475,85012,2.194 sq mi
1476,95361,231.695 sq mi
1477,33173,5.052 sq mi
1478,13815,0.592 sq mi
1479,34747,44.296 sq mi
1480,17701,1.529 sq mi
1481,32561,11.786 sq mi
1482,33409,6.446 sq mi
1483,80138,63.221 sq mi
1484,93277,39.976 sq mi
1485,85259,20.49 sq mi
1486,44053,0.829 sq mi
1487,55987,8.336 sq mi
1488,80205,4.585 sq mi
1489,27030,1.064 sq mi
1490,51503,1.463 sq mi
1491,55441,8.664 sq mi
1492,64063,0 sq mi
1493,65203,1.834 sq mi
1494,33705,6.052 sq mi
1495,77084,0.126 sq mi
1496,70815,9.581 sq mi
1497,64116,0.744 sq mi
1498,75033,0 sq mi
1499,46237,14.863 sq mi
1500,97225,0.007 sq mi
1501,97015,0.037 sq mi
1502,92120,6.655 sq mi
1503,73505,55.258 sq mi
1504,92127,22.062 sq mi
1505,18711,0 sq mi
1506,95128,3.904 sq mi
1507,11794,0 sq mi
1508,92663,3.302 sq mi
1509,68154,6.555 sq mi
1510,78723,6.939 sq mi
1511,94066,6.133 sq mi
1512,32955,22.141 sq mi
1513,98030,7.123 sq mi
1514,10595,0.912 sq mi
1515,44145,15.926 sq mi
1516,45406,5.002 sq mi
1517,43017,16.878 sq mi
1518,65109,1.77 sq mi
1519,94611,10.561 sq mi
1520,19047,0.45 sq mi
1521,19140,3.052 sq mi
1522,16550,0 sq mi
1523,15801,64.641 sq mi
1524,45439,6.174 sq mi
1525,18101,0.349 sq mi
1526,39532,4.539 sq mi
1527,93405,87.747 sq mi
1528,78411,5.995 sq mi
1529,75701,0.026 sq mi
1530,80525,1.601 sq mi
1531,62864,0.642 sq mi
1532,75075,9.854 sq mi
1533,44125,0.29 sq mi
1534,24740,160.338 sq mi
1535,92886,14.727 sq mi
1536,62226,13.908 sq mi
1537,11727,9.1 sq mi
1538,75182,17.606 sq mi
1539,33872,19.389 sq mi
1540,73701,145.159 sq mi
1541,11004,0.95 sq mi
1542,33952,2.465 sq mi
1543,85351,10.83 sq mi
1544,68601,288.588 sq mi
1545,20874,21.217 sq mi
1546,14626,13.625 sq mi
1547,85053,5.209 sq mi
1548,85724,0 sq mi
1549,34110,15.598 sq mi
1550,78230,10.365 sq mi
1551,50309,2.837 sq mi
1552,19713,13.689 sq mi
1553,21239,3.234 sq mi
1554,46250,7.612 sq mi
1555,61401,0.502 sq mi
1556,62526,61.633 sq mi
1557,44256,0.892 sq mi
1558,85381,6.635 sq mi
1559,41501,201.001 sq mi
1560,53024,27.332 sq mi
1561,90089,0 sq mi
1562,53715,1.21 sq mi
1563,72712,99.992 sq mi
1564,62966,3.083 sq mi
1565,53548,71.443 sq mi
1566,17331,2.087 sq mi
1567,16502,2.551 sq mi
1568,10940,64.893 sq mi
1569,28043,63.364 sq mi
1570,27614,2.338 sq mi
1571,32503,12.301 sq mi
1572,44087,17.634 sq mi
1573,28659,0.005 sq mi
1574,50401,0.455 sq mi
1575,60048,0.697 sq mi
1576,77584,32.093 sq mi
1577,98166,5.67 sq mi
1578,40506,0 sq mi
1579,91204,1.124 sq mi
1580,98372,13.635 sq mi
1581,92335,17.327 sq mi
1582,98373,9.421 sq mi
1583,63123,0.017 sq mi
1584,46204,1.121 sq mi
1585,31401,4.784 sq mi
1586,61103,17.276 sq mi
1587,65301,1.973 sq mi
1588,12309,0.892 sq mi
1589,95065,11.189 sq mi
1590,11204,1.589 sq mi
1591,10314,13.715 sq mi
1592,93455,108.102 sq mi
1593,35601,28.087 sq mi
1594,95405,5.476 sq mi
1595,10023,0 sq mi
1596,32216,0.46 sq mi
1597,77429,38.384 sq mi
1598,77018,6.621 sq mi
1599,75019,16.472 sq mi
1600,15222,0.261 sq mi
1601,77090,8.22 sq mi
1602,77025,0.035 sq mi
1603,91405,3.309 sq mi
1604,77091,7.181 sq mi
1605,77008,0.027 sq mi
1606,97201,2.033 sq mi
1607,87532,0.345 sq mi
1608,61938,124.666 sq mi
1609,85234,11.905 sq mi
1610,65305,5.719 sq mi
1611,78232,12.022 sq mi
1612,23665,2.116 sq mi
1613,29414,1.402 sq mi
1614,45433,10.934 sq mi
1615,34741,14.921 sq mi
1616,20110,12.627 sq mi
1617,94118,1.949 sq mi
1618,32304,15.67 sq mi
1619,31207,0 sq mi
1620,92701,3.27 sq mi
1621,96859,0 sq mi
1622,37204,7.4 sq mi
1623,22401,0.07 sq mi
1624,92307,169.877 sq mi
1625,26501,60.245 sq mi
1626,23693,13.522 sq mi
1627,79938,364.348 sq mi
1628,94720,0 sq mi
1629,31061,9.174 sq mi
1630,89052,51.92 sq mi
1631,61554,0.453 sq mi
1632,98826,8.001 sq mi
1633,29801,87.563 sq mi
1634,31405,0.891 sq mi
1635,95926,7.651 sq mi
1636,31794,112.443 sq mi
1637,13501,8.749 sq mi
1638,44883,1.371 sq mi
1639,28211,10.775 sq mi
1640,28202,1.802 sq mi
1641,23834,22.582 sq mi
1642,60610,0.44 sq mi
1643,26847,122.026 sq mi
1644,75063,15.179 sq mi
1645,31064,252.388 sq mi
1646,90245,5.463 sq mi
1647,60135,46.367 sq mi
1648,60510,25.926 sq mi
1649,89147,7.424 sq mi
1650,31792,2.9 sq mi
1651,99220,0 sq mi
1652,63103,2.159 sq mi
1653,77375,0.519 sq mi
1654,46845,0.028 sq mi
1655,32246,0.259 sq mi
1656,49735,7.958 sq mi
1657,54401,1.946 sq mi
1658,54449,0.311 sq mi
1659,33301,2.508 sq mi
1660,34746,42.81 sq mi
1661,93035,4.11 sq mi
1662,60660,0.23 sq mi
1663,87508,147.741 sq mi
1664,70506,20.713 sq mi
1665,62801,1.676 sq mi
1666,49224,98.827 sq mi
1667,30736,128.534 sq mi
1668,91910,12.233 sq mi
1669,30019,46.329 sq mi
1670,68510,5.82 sq mi
1671,86042,0.02 sq mi
1672,30067,14.805 sq mi
1673,60115,80.761 sq mi
1674,54806,8.452 sq mi
1675,39828,2.11 sq mi
1676,30096,22.88 sq mi
1677,85033,6.096 sq mi
1678,45066,20.681 sq mi
1679,30417,172.616 sq mi
1680,52722,1.717 sq mi
1681,31548,55.919 sq mi
1682,63701,129.295 sq mi
1683,64184,0 sq mi
1684,60016,10.625 sq mi
1685,34994,6.714 sq mi
1686,30601,23.602 sq mi
1687,92155,0 sq mi
1688,52655,0.033 sq mi
1689,30263,199.74 sq mi
1690,70458,3.558 sq mi
1691,60942,115.529 sq mi
1692,48840,19.354 sq mi
1693,34232,10.972 sq mi
1694,67208,4.987 sq mi
1695,91357,0 sq mi
1696,30677,118.15 sq mi
1697,49091,87.106 sq mi
1698,60014,1.122 sq mi
1699,30032,0.03 sq mi
1700,98686,11.501 sq mi
1701,88045,1118.733 sq mi
1702,30533,218.869 sq mi
1703,70508,24.959 sq mi
1704,60462,15.686 sq mi
1705,32223,9.547 sq mi
1706,30701,151.395 sq mi
1707,31023,283.649 sq mi
1708,89148,12.317 sq mi
1709,90262,4.833 sq mi
1710,28466,189.527 sq mi
1711,76226,0.776 sq mi
1712,47591,1.979 sq mi
1713,77802,11.744 sq mi
1714,22911,51.063 sq mi
1715,31098,0.56 sq mi
1716,26508,3.366 sq mi
1717,49426,62.487 sq mi
1718,31326,70.061 sq mi
1719,60073,20.502 sq mi
1720,60712,0 sq mi
1721,31329,105.676 sq mi
1722,11413,0.033 sq mi
1723,60515,11.268 sq mi
1724,61611,9.285 sq mi
1725,31549,112.052 sq mi
1726,32401,10.696 sq mi
1727,82414,2818.831 sq mi
1728,93117,170.076 sq mi
1729,30110,69.578 sq mi
1730,17257,0.319 sq mi
1731,78750,13.399 sq mi
1732,33647,33.891 sq mi
1733,30044,24.486 sq mi
1734,60565,12.465 sq mi
1735,30071,11.95 sq mi
1736,93065,31.643 sq mi
1737,23249,0 sq mi
1738,13601,2.754 sq mi
1739,33786,0.538 sq mi
1740,31905,0.495 sq mi
1741,12180,1.055 sq mi
1742,20762,5.896 sq mi
1743,80919,0.002 sq mi
1744,54984,76.224 sq mi
1745,33442,6.714 sq mi
1746,32209,0.031 sq mi
1747,47905,119.753 sq mi
1748,32446,162.869 sq mi
1749,29526,183.756 sq mi
1750,94110,2.325 sq mi
1751,37882,159.82 sq mi
1752,31701,27.035 sq mi
1753,33312,0.147 sq mi
1754,78753,0 sq mi
1755,33549,11.746 sq mi
1756,33618,8.663 sq mi
1757,27027,0.057 sq mi
1758,30512,222.011 sq mi
1759,10011,0 sq mi
1760,36535,4.414 sq mi
1761,36561,16.197 sq mi
1762,66061,64.151 sq mi
1763,66062,47.769 sq mi
1764,25701,35.541 sq mi
1765,91355,15.475 sq mi
1766,19806,1.928 sq mi
1767,85023,7.308 sq mi
1768,44143,14.066 sq mi
1769,85635,0.2 sq mi
1770,98225,2.476 sq mi
1771,10706,0 sq mi
1772,29150,0.462 sq mi
1773,76063,51.845 sq mi
1774,14222,1.284 sq mi
1775,76092,22.556 sq mi
1776,60177,8.544 sq mi
1777,15301,0.276 sq mi
1778,85713,23.694 sq mi
1779,90703,8.78 sq mi
1780,91767,5.621 sq mi
1781,91942,5.836 sq mi
1782,81601,1.403 sq mi
1783,34683,10.584 sq mi
1784,32901,12.573 sq mi
1785,32771,36.175 sq mi
1786,22601,9.871 sq mi
1787,66209,0.017 sq mi
1788,66204,0.01 sq mi
1789,11212,1.538 sq mi
1790,28401,4.988 sq mi
1791,96797,34.405 sq mi
1792,74728,12.606 sq mi
1793,89501,0.634 sq mi
1794,10996,0.046 sq mi
1795,94592,0.006 sq mi
1796,92057,15.088 sq mi
1797,33458,21.645 sq mi
1798,93402,3.948 sq mi
1799,28906,333.727 sq mi
1800,94574,127.798 sq mi
1801,60629,0.062 sq mi
1802,95819,3.383 sq mi
1803,28078,1.458 sq mi
1804,55425,4.716 sq mi
1805,97205,0.976 sq mi
1806,52001,2.837 sq mi
1807,53222,0.004 sq mi
1808,71203,6.615 sq mi
1809,71201,0.554 sq mi
1810,70065,8.031 sq mi
1811,71301,0.134 sq mi
1812,37209,36.332 sq mi
1813,84088,0 sq mi
1814,46041,251.437 sq mi
1815,19007,6.818 sq mi
1816,32606,17.094 sq mi
1817,94111,0.344 sq mi
1818,80538,107.999 sq mi
1819,92843,3.906 sq mi
1820,80016,47.001 sq mi
1821,75601,0.003 sq mi
1822,57702,2.013 sq mi
1823,85714,0 sq mi
1824,55415,0.433 sq mi
1825,82072,215.706 sq mi
1826,90265,107.794 sq mi
1827,10960,0 sq mi
1828,83201,0.013 sq mi
1829,28779,107.305 sq mi
1830,46176,172.138 sq mi
1831,80121,0.021 sq mi
1832,17011,0.612 sq mi
1833,59922,33.825 sq mi
1834,80027,19.425 sq mi
1835,46545,17.792 sq mi
1836,55127,13.496 sq mi
1837,55103,2.088 sq mi
1838,46203,13.88 sq mi
1839,97479,63.61 sq mi
1840,10456,0 sq mi
1841,72223,59.901 sq mi
1842,11554,0.024 sq mi
1843,10577,6.717 sq mi
1844,10504,16.281 sq mi
1845,92173,5.059 sq mi
1846,85027,14.057 sq mi
1847,26452,124.686 sq mi
1848,58501,0.064 sq mi
1849,47906,135.682 sq mi
1850,27713,32.556 sq mi
1851,75204,2.557 sq mi
1852,78665,18.755 sq mi
1853,33063,8.894 sq mi
1854,89015,0 sq mi
1855,19111,0 sq mi
1856,74104,2.723 sq mi
1857,74108,8.149 sq mi
1858,35211,0.03 sq mi
1859,66027,0.705 sq mi
1860,35213,0.006 sq mi
1861,33180,3.407 sq mi
1862,85743,96.368 sq mi
1863,89503,0.065 sq mi
1864,53151,17.751 sq mi
1865,85018,11.114 sq mi
1866,37236,0 sq mi
1867,95204,0.265 sq mi
1868,34986,19.467 sq mi
1869,85711,0 sq mi
1870,85716,0 sq mi
1871,43205,2.372 sq mi
1872,37090,162.935 sq mi
1873,68124,5.739 sq mi
1874,68131,2.035 sq mi
1875,28791,16.449 sq mi
1876,33908,12.493 sq mi
1877,11423,0 sq mi
1878,17104,0.693 sq mi
1879,94705,3.305 sq mi
1880,33021,8.711 sq mi
1881,20190,4.51 sq mi
1882,90027,0.104 sq mi
1883,11235,2.246 sq mi
1884,34613,53.299 sq mi
1885,34108,7.759 sq mi
1886,19129,2.199 sq mi
1887,19010,0 sq mi
1888,19106,0.808 sq mi
1889,11501,2.049 sq mi
1890,78415,103.648 sq mi
1891,72202,8.677 sq mi
1892,94609,1.708 sq mi
1893,63117,2.356 sq mi
1894,74115,15.658 sq mi
1895,53005,14.571 sq mi
1896,44302,0.939 sq mi
1897,53209,10.891 sq mi
1898,66205,0 sq mi
1899,66213,0.029 sq mi
1900,85282,11.175 sq mi
1901,77032,22.124 sq mi
1902,83616,0.743 sq mi
1903,33351,5.76 sq mi
1904,92028,0.432 sq mi
1905,83001,807.814 sq mi
1906,10002,0 sq mi
1907,55414,3.379 sq mi
1908,55902,40.574 sq mi
1909,55109,0.765 sq mi
1910,56001,114.54 sq mi
1911,55904,62.308 sq mi
1912,55912,0.372 sq mi
1913,78727,8.576 sq mi
1914,78705,2.196 sq mi
1915,92093,0 sq mi
1916,80206,2.456 sq mi
1917,41017,1.028 sq mi
1918,41005,3.037 sq mi
1919,78251,15.179 sq mi
1920,33309,0.844 sq mi
1921,70433,1.158 sq mi
1922,19001,3.463 sq mi
1923,84321,192.514 sq mi
1924,84790,0.519 sq mi
1925,84770,0.004 sq mi
1926,98902,0.106 sq mi
1927,43016,18.09 sq mi
1928,97103,8.266 sq mi
1929,92651,19.463 sq mi
1930,85710,0 sq mi
1931,54913,62.949 sq mi
1932,98362,0.068 sq mi
1933,99223,0.013 sq mi
1934,78240,11.316 sq mi
1935,53901,141.962 sq mi
1936,20422,0 sq mi
1937,91505,5.04 sq mi
1938,46312,14.009 sq mi
1939,33073,8.504 sq mi
1940,92270,26.672 sq mi
1941,41230,226.189 sq mi
1942,92656,8.228 sq mi
1943,92130,18.437 sq mi
1944,64157,11.037 sq mi
1945,59808,1.667 sq mi
1946,23435,10.057 sq mi
