,Zipcode,Zipcode Area
2320,46561,14.503 sq mi
2321,45449,6.635 sq mi
2322,29401,1.704 sq mi
2323,45417,32.769 sq mi
2324,80012,7.765 sq mi
2325,98026,9.326 sq mi
2326,15261,0 sq mi
2327,45459,14.086 sq mi
2328,10941,32.027 sq mi
2329,89103,6.695 sq mi
2330,89074,8.976 sq mi
2331,89117,9.121 sq mi
2332,93551,73.141 sq mi
2333,94608,2.738 sq mi
2334,98402,0.942 sq mi
2335,24501,0.185 sq mi
2336,23517,0.798 sq mi
2337,87420,3.516 sq mi
2338,81321,0.445 sq mi
2339,81303,215.742 sq mi
2340,91001,8.271 sq mi
2341,87144,89.001 sq mi
2342,22815,71.884 sq mi
2343,24592,125.609 sq mi
2344,28112,132.067 sq mi
2345,27804,42.246 sq mi
2346,28105,23.804 sq mi
2347,28677,2.742 sq mi
2348,28150,1.171 sq mi
2349,27845,99.926 sq mi
2350,28081,0.428 sq mi
2351,28036,22.591 sq mi
2352,28027,68.603 sq mi
2353,28075,21.163 sq mi
2354,28092,122.596 sq mi
2355,28269,30.431 sq mi
2356,35294,0 sq mi
2357,26201,0.171 sq mi
2358,28208,22.008 sq mi
2359,26330,72.349 sq mi
2360,29445,58.515 sq mi
2361,70117,0.777 sq mi
2362,29412,12.3 sq mi
2363,28301,0.14 sq mi
2364,84403,36.013 sq mi
2365,84037,0.083 sq mi
2366,84094,5.105 sq mi
2367,39301,1.253 sq mi
2368,30224,66.139 sq mi
2369,71603,177.274 sq mi
2370,97703,0 sq mi
2371,63130,0 sq mi
2372,79109,10.446 sq mi
2373,50801,208.935 sq mi
2374,45750,111.167 sq mi
2375,97227,1.341 sq mi
2376,97527,237.091 sq mi
2377,97124,0.01 sq mi
2378,55409,1.242 sq mi
2379,29063,40.064 sq mi
2380,67460,229.97 sq mi
2381,67401,240.009 sq mi
2382,37660,66.222 sq mi
2383,37614,0 sq mi
2384,24210,0.549 sq mi
2385,37207,0.158 sq mi
2386,73159,0.087 sq mi
2387,73110,0 sq mi
2388,90650,9.808 sq mi
2389,73118,0.003 sq mi
2390,74133,13.759 sq mi
2391,38118,0.063 sq mi
2392,42431,166.583 sq mi
2393,40223,11.742 sq mi
2394,55114,1.301 sq mi
2395,55374,0.923 sq mi
2396,55118,0.635 sq mi
2397,35058,68.776 sq mi
2398,36606,6.556 sq mi
2399,28792,100.601 sq mi
2400,56377,20.95 sq mi
2401,35244,0.613 sq mi
2402,38401,300.725 sq mi
2403,35205,0 sq mi
2404,80751,469.753 sq mi
2405,46220,12.04 sq mi
2406,80015,14.298 sq mi
2407,80829,0.018 sq mi
2408,80014,7.059 sq mi
2409,80226,8.056 sq mi
2410,80003,6.814 sq mi
2411,81301,2.86 sq mi
2412,53220,5.536 sq mi
2413,46970,184.973 sq mi
2414,46011,74.746 sq mi
2415,46123,30.642 sq mi
2416,46254,13.659 sq mi
2417,46205,0.079 sq mi
2418,42303,47.909 sq mi
2419,53213,0 sq mi
2420,53066,105.699 sq mi
2421,53227,5.091 sq mi
2422,53081,25.426 sq mi
2423,53121,115.229 sq mi
2424,53188,27.531 sq mi
2425,99344,4.456 sq mi
2426,45402,4.2 sq mi
2427,54612,154.921 sq mi
2428,54729,11.484 sq mi
2429,54660,152.602 sq mi
2430,54703,3.537 sq mi
2431,54724,2.15 sq mi
2432,54636,82.698 sq mi
2433,52172,0 sq mi
2434,54751,4.978 sq mi
2435,52101,0.107 sq mi
2436,55112,1.858 sq mi
2437,55108,3.93 sq mi
2438,54656,0.549 sq mi
2439,54868,209.745 sq mi
2440,52349,146.577 sq mi
2441,54812,92.099 sq mi
2442,53545,24.776 sq mi
2443,55116,5.456 sq mi
2444,54971,110.153 sq mi
2445,29209,0.917 sq mi
2446,53717,3.648 sq mi
2447,11238,1.106 sq mi
2448,54904,74.673 sq mi
2449,70809,14.831 sq mi
2450,70791,120.512 sq mi
2451,19901,79.77 sq mi
2452,98249,15.943 sq mi
2453,98274,141.096 sq mi
2454,28461,16.535 sq mi
2455,98292,5.649 sq mi
2456,98271,46.598 sq mi
2457,98052,0.831 sq mi
2458,70403,42.96 sq mi
2459,33140,4.182 sq mi
2460,98036,9.682 sq mi
2461,60406,0.093 sq mi
2462,98133,0.069 sq mi
2463,20724,8.016 sq mi
2464,98177,1.381 sq mi
2465,55433,11.614 sq mi
2466,74135,6.032 sq mi
2467,14217,3.212 sq mi
2468,76034,13.057 sq mi
2469,75218,6.988 sq mi
2470,33137,2.025 sq mi
2471,40456,172.757 sq mi
2472,28310,0.021 sq mi
2473,28805,25.961 sq mi
2474,39503,4.321 sq mi
2475,40208,2.461 sq mi
2476,40219,14.392 sq mi
2477,40215,3.751 sq mi
2478,75244,4.611 sq mi
2479,75246,0.452 sq mi
2480,68803,87.403 sq mi
2481,90603,3.27 sq mi
2482,33544,34.389 sq mi
2483,23505,6.419 sq mi
2484,72703,44.679 sq mi
2485,94533,21.603 sq mi
2486,91205,1.891 sq mi
2487,20912,2.665 sq mi
2488,92555,80.684 sq mi
2489,94040,0 sq mi
2490,78613,28.088 sq mi
2491,78611,277.738 sq mi
2492,77034,13.73 sq mi
2493,77007,7.808 sq mi
2494,76054,3.802 sq mi
2495,78701,1.632 sq mi
2496,78023,0.188 sq mi
2497,78228,10.933 sq mi
2498,78215,1.122 sq mi
2499,18503,0.463 sq mi
2500,13790,0.284 sq mi
2501,72764,62.271 sq mi
2502,32909,43.861 sq mi
2503,32937,6.713 sq mi
2504,33133,4.177 sq mi
2505,32819,20.594 sq mi
2506,69361,114.347 sq mi
2507,33613,7.351 sq mi
2508,44017,6.215 sq mi
2509,44011,20.808 sq mi
2510,33629,4.814 sq mi
2511,59804,1.131 sq mi
2512,21078,30.178 sq mi
2513,20707,11.157 sq mi
2514,21061,12.139 sq mi
2515,80026,22.287 sq mi
2516,93546,2.232 sq mi
2517,24555,23.262 sq mi
2518,22201,2.339 sq mi
2519,89149,12.003 sq mi
2520,97031,116.149 sq mi
2521,29536,0.315 sq mi
2522,37218,39.438 sq mi
2523,38016,19.106 sq mi
2524,85283,8.78 sq mi
2525,55102,3.252 sq mi
2526,46825,0.023 sq mi
2527,46342,35.223 sq mi
2528,39232,0.428 sq mi
2529,99403,152.887 sq mi
2530,98112,1.48 sq mi
2531,22033,7.563 sq mi
2532,60187,6.623 sq mi
2533,94558,355.76 sq mi
2534,77701,6.905 sq mi
2535,91786,8.953 sq mi
2536,91790,5.772 sq mi
2537,21703,33.258 sq mi
2538,86409,334.411 sq mi
2539,97305,47.687 sq mi
2540,20785,0.017 sq mi
2541,17350,43.389 sq mi
2542,10033,0 sq mi
2543,22958,0.079 sq mi
2544,32796,14.616 sq mi
2545,77551,3.814 sq mi
2546,19320,84.513 sq mi
2547,21742,0.028 sq mi
2548,21702,0.109 sq mi
2549,55411,4.074 sq mi
2550,15203,0.218 sq mi
2551,32836,15.624 sq mi
2552,19103,0.639 sq mi
2553,28546,56.023 sq mi
2554,94086,4.486 sq mi
2555,20601,44.647 sq mi
2556,82009,0.707 sq mi
2557,99501,6.942 sq mi
2558,99506,17.704 sq mi
2559,45206,2.015 sq mi
2560,52627,4.545 sq mi
2561,52240,160.045 sq mi
2562,11040,0.028 sq mi
2563,40217,2.402 sq mi
2564,34652,8.55 sq mi
2565,33637,7.765 sq mi
2566,38654,94.895 sq mi
2567,83805,7.814 sq mi
2568,46158,75.321 sq mi
2569,35660,6.454 sq mi
2570,44663,93.25 sq mi
2571,23666,19.792 sq mi
2572,27265,41.926 sq mi
2573,16601,86.506 sq mi
2574,95126,3.283 sq mi
2575,95827,7.611 sq mi
2576,95687,43.521 sq mi
2577,10105,0 sq mi
2578,76201,5.581 sq mi
2579,92278,0.801 sq mi
2580,11803,6.055 sq mi
2581,27215,1.84 sq mi
2582,75460,90.577 sq mi
2583,28358,0.39 sq mi
2584,62946,139.019 sq mi
2585,33065,8.327 sq mi
2586,10704,2.671 sq mi
2587,44510,1.907 sq mi
2588,89118,0 sq mi
2589,27516,92.891 sq mi
2590,27410,0.964 sq mi
2591,64089,6.24 sq mi
2592,97141,17.533 sq mi
2593,29072,18.902 sq mi
2594,29229,20.517 sq mi
2595,29223,0.606 sq mi
2596,93534,0.404 sq mi
2597,47807,3.751 sq mi
2598,53092,20.394 sq mi
2599,20017,2.21 sq mi
2600,39648,0.162 sq mi
2601,20850,14.102 sq mi
2602,94801,11.278 sq mi
2603,80634,37.279 sq mi
2604,70461,48.661 sq mi
2605,70448,2.749 sq mi
2606,89509,8.948 sq mi
2607,54403,133.774 sq mi
2608,11362,0.042 sq mi
2609,10532,1.867 sq mi
2610,32720,62.781 sq mi
2611,32405,18.991 sq mi
2612,27909,26.449 sq mi
2613,45014,21.705 sq mi
2614,45005,0.552 sq mi
2615,45385,136.691 sq mi
2616,45377,22.082 sq mi
2617,80487,1.698 sq mi
2618,18360,79.364 sq mi
2619,89113,11.142 sq mi
2620,33881,6.813 sq mi
2621,78734,4.298 sq mi
2622,92660,9.758 sq mi
2623,23707,4.032 sq mi
2624,37214,1.809 sq mi
2625,37235,0 sq mi
2626,13502,0.42 sq mi
2627,76549,76.635 sq mi
2628,33131,0.405 sq mi
2629,93215,141.888 sq mi
2630,78253,54.314 sq mi
2631,99202,0.098 sq mi
2632,17349,0.009 sq mi
2633,98584,36.201 sq mi
2634,78405,5.079 sq mi
2635,45255,12.774 sq mi
2636,21502,89.589 sq mi
2637,92543,17.667 sq mi
2638,33634,8.219 sq mi
2639,95616,27.557 sq mi
2640,37849,39.404 sq mi
2641,78654,200.189 sq mi
2642,78155,354.566 sq mi
2643,68845,111.554 sq mi
2644,74006,0.541 sq mi
2645,44718,0.314 sq mi
2646,46818,0.115 sq mi
2647,11570,0.085 sq mi
2648,44691,156.791 sq mi
2649,44203,1.339 sq mi
2650,64130,7.197 sq mi
2651,29902,11.318 sq mi
2652,45419,3.852 sq mi
2653,45404,6.123 sq mi
2654,52804,33.798 sq mi
2655,40118,13.683 sq mi
2656,45342,0.423 sq mi
2657,96853,0.093 sq mi
2658,93710,7.011 sq mi
2659,33765,4.11 sq mi
2660,98801,3.818 sq mi
2661,98034,1.69 sq mi
2662,93465,87.683 sq mi
2663,78746,22.494 sq mi
2664,37066,114.557 sq mi
2665,91356,7.334 sq mi
2666,34997,98.206 sq mi
2667,26554,2.125 sq mi
2668,92694,9.496 sq mi
2669,45239,0.001 sq mi
2670,80504,99.056 sq mi
2671,20005,0.426 sq mi
2672,52401,1.186 sq mi
2673,33326,0.519 sq mi
2674,33431,8.894 sq mi
2675,29464,29.745 sq mi
2676,78596,0.751 sq mi
2677,46227,16.754 sq mi
2678,12159,14.088 sq mi
2679,10028,0 sq mi
2680,93940,0.708 sq mi
2681,78539,0.06 sq mi
2682,33194,2.566 sq mi
2683,30141,29.466 sq mi
2684,60540,13.191 sq mi
2685,85901,0.702 sq mi
2686,85308,17.346 sq mi
2687,91016,8.486 sq mi
2688,19406,13.826 sq mi
2689,32244,0.523 sq mi
2690,53012,35.077 sq mi
2691,64155,11.116 sq mi
2692,33704,3.428 sq mi
2693,87110,8.634 sq mi
2694,45209,0 sq mi
2695,33410,11.401 sq mi
2696,78626,0.773 sq mi
2697,85741,10.07 sq mi
2698,15090,21.12 sq mi
2699,78373,16.643 sq mi
2700,24970,40.327 sq mi
2701,29201,0.57 sq mi
2702,17044,1.57 sq mi
2703,76132,7.326 sq mi
2704,45891,132.238 sq mi
2705,17050,0.762 sq mi
2706,91188,0 sq mi
2707,90034,0.009 sq mi
2708,70114,0.729 sq mi
2709,31410,19.47 sq mi
2710,45505,13.473 sq mi
2711,75038,13.371 sq mi
2712,29910,14.14 sq mi
2713,34238,13.229 sq mi
2714,20120,17.174 sq mi
2715,14620,4.484 sq mi
2716,40965,0.551 sq mi
2717,40031,66.505 sq mi
2718,80920,12.641 sq mi
2719,55369,1.692 sq mi
2720,75455,295.237 sq mi
2721,96278,0 sq mi
2722,36116,0.663 sq mi
2723,90815,7.122 sq mi
2724,94947,22.695 sq mi
2725,94010,11.836 sq mi
2726,77351,36.966 sq mi
2727,77407,18.835 sq mi
2728,58122,0 sq mi
2729,97444,163.325 sq mi
2730,20745,0.101 sq mi
2731,86403,6.941 sq mi
2732,95356,21.384 sq mi
2733,95240,82.705 sq mi
2734,95642,1.817 sq mi
2735,77069,4.794 sq mi
2736,77057,4.263 sq mi
2737,77504,5.521 sq mi
2738,77042,6.251 sq mi
2739,77316,126.198 sq mi
2740,77002,2.019 sq mi
2741,77065,8.213 sq mi
2742,95051,6.658 sq mi
2743,78238,9.608 sq mi
2744,77017,8.695 sq mi
2745,63830,9.537 sq mi
2746,78414,14.346 sq mi
2747,46307,0.683 sq mi
2748,46143,0.142 sq mi
2749,47933,234.558 sq mi
2750,46142,14.969 sq mi
2751,46311,13.556 sq mi
2752,43228,20.24 sq mi
2753,76567,0.94 sq mi
2754,78738,16.976 sq mi
2755,76502,62.259 sq mi
2756,76712,50.325 sq mi
2757,77845,147.539 sq mi
2758,77833,6.514 sq mi
2759,78660,45.297 sq mi
2760,76574,3.237 sq mi
2761,76501,0.78 sq mi
2762,76513,105.478 sq mi
2763,78666,176.552 sq mi
2764,98002,7.154 sq mi
2765,76708,4.03 sq mi
2766,76710,1.985 sq mi
2767,76543,48.591 sq mi
2768,76571,4.554 sq mi
2769,78258,15.874 sq mi
2770,76401,412.343 sq mi
2771,76086,0.019 sq mi
2772,76661,2.572 sq mi
2773,29407,2.569 sq mi
2774,78504,0 sq mi
2775,78503,0.166 sq mi
2776,60173,6.125 sq mi
2777,13203,0 sq mi
2778,29340,163.034 sq mi
2779,29301,0.207 sq mi
2780,29349,77.916 sq mi
2781,29341,93.726 sq mi
2782,22204,0 sq mi
2783,62040,44.5 sq mi
2784,32963,17.366 sq mi
2785,91302,26.696 sq mi
2786,91915,7.606 sq mi
2787,33548,7.809 sq mi
2788,14760,63.455 sq mi
2789,92591,0 sq mi
2790,23111,78.09 sq mi
2791,23831,24.067 sq mi
2792,75150,12.744 sq mi
2793,27610,42.717 sq mi
2794,84123,0 sq mi
2795,84157,0 sq mi
2796,32174,123.42 sq mi
2797,40216,14.454 sq mi
2798,40205,6.981 sq mi
2799,40218,0.052 sq mi
2800,75751,3.954 sq mi
2801,21205,0 sq mi
2802,61108,10.557 sq mi
2803,12065,0.994 sq mi
2804,12205,15.794 sq mi
2805,33609,4.374 sq mi
2806,22840,0.194 sq mi
2807,10801,3.417 sq mi
2808,99508,6.94 sq mi
2809,85705,13.594 sq mi
2810,10035,0 sq mi
2811,77301,0.043 sq mi
2812,97836,926.947 sq mi
2813,37752,51.566 sq mi
2814,21015,30.921 sq mi
2815,12832,0.636 sq mi
2816,85286,16.234 sq mi
2817,94102,0.671 sq mi
2818,94121,3.082 sq mi
2819,75077,13.953 sq mi
2820,45050,7.444 sq mi
2821,45356,76.211 sq mi
2822,45067,19.894 sq mi
2823,89557,0 sq mi
2824,98335,10.366 sq mi
2825,84124,5.808 sq mi
2826,64106,1.54 sq mi
2827,60056,10.753 sq mi
2828,11733,4.744 sq mi
2829,59002,65.2 sq mi
2830,91325,4.821 sq mi
2831,83501,270.108 sq mi
2832,92618,21.169 sq mi
2833,80913,0.043 sq mi
2834,77385,21.807 sq mi
2835,85719,0 sq mi
2836,85723,0 sq mi
2837,98005,7.502 sq mi
2838,20169,32.231 sq mi
2839,98422,0.117 sq mi
2840,32043,202.747 sq mi
2841,77515,9.617 sq mi
2842,67226,0.138 sq mi
2843,40403,114.264 sq mi
2844,40509,41.116 sq mi
2845,40515,56.268 sq mi
2846,41101,1.348 sq mi
2847,40356,139.874 sq mi
2848,40390,25.357 sq mi
2849,40741,209.054 sq mi
2850,40004,144.416 sq mi
2851,40513,14.449 sq mi
2852,40353,139.151 sq mi
2853,77063,4.6 sq mi
2854,29720,283.69 sq mi
2855,92683,9.999 sq mi
2856,83706,7.473 sq mi
2857,42367,1.063 sq mi
2858,60416,1.031 sq mi
2859,34606,11.667 sq mi
2860,71105,0.777 sq mi
2861,83687,0.178 sq mi
2862,99352,3.355 sq mi
2863,75110,1.344 sq mi
2864,91770,6.423 sq mi
2865,90022,4.381 sq mi
2866,63131,0 sq mi
2867,76051,36.829 sq mi
2868,95054,6.264 sq mi
2869,43065,28.877 sq mi
2870,95670,0.376 sq mi
2871,65251,2.768 sq mi
2872,65202,0.728 sq mi
2873,10012,0 sq mi
2874,11746,0.004 sq mi
2875,11375,0 sq mi
2876,75205,0.003 sq mi
2877,95060,3.297 sq mi
2878,32814,1.321 sq mi
2879,10013,0 sq mi
2880,11378,0.056 sq mi
2881,59601,138.347 sq mi
2882,78227,13.804 sq mi
2883,79416,32.146 sq mi
2884,27702,0 sq mi
2885,47805,0.372 sq mi
2886,19446,22.553 sq mi
2887,19147,1.407 sq mi
2888,33407,10.07 sq mi
2889,10701,4.224 sq mi
2890,37075,59.374 sq mi
2891,41653,0.822 sq mi
2892,37076,27.312 sq mi
2893,75010,8.067 sq mi
2894,76105,5.571 sq mi
2895,44484,0.009 sq mi
2896,98278,1.431 sq mi
2897,10709,1.363 sq mi
2898,10707,1.299 sq mi
2899,64086,1.581 sq mi
2900,27513,15.806 sq mi
2901,62960,1.956 sq mi
2902,20016,4.44 sq mi
2903,55403,1.37 sq mi
2904,55417,5.438 sq mi
2905,75092,113.332 sq mi
2906,76119,16.198 sq mi
2907,44128,0.007 sq mi
2908,75013,14.979 sq mi
2909,11743,3.712 sq mi
2910,11740,3.708 sq mi
2911,11042,0 sq mi
2912,25401,5.864 sq mi
2913,28334,160.266 sq mi
2914,34209,12.593 sq mi
2915,55107,0.533 sq mi
2916,44646,28.894 sq mi
2917,95124,6.57 sq mi
2918,92124,10.482 sq mi
2919,54476,1.108 sq mi
2920,32792,12.291 sq mi
2921,93401,69.944 sq mi
2922,14534,32.327 sq mi
2923,22101,0.044 sq mi
2924,11226,1.289 sq mi
2925,10038,0 sq mi
2926,61605,4.158 sq mi
2927,13903,0.482 sq mi
2928,19067,2.476 sq mi
2929,10970,0.334 sq mi
2930,11901,5.135 sq mi
2931,12754,26.576 sq mi
2932,78619,38.264 sq mi
2933,77054,5.588 sq mi
2934,32601,4.528 sq mi
2935,75035,23.643 sq mi
2936,78015,20.916 sq mi
2937,77036,0.041 sq mi
2938,76112,11.328 sq mi
2939,96130,47.755 sq mi
2940,43215,5.073 sq mi
2941,77346,17.361 sq mi
2942,78752,3.343 sq mi
2943,78404,0 sq mi
2944,77469,6.284 sq mi
2945,72143,304.626 sq mi
2946,19123,1.264 sq mi
2947,17019,0.091 sq mi
2948,17043,0.003 sq mi
2949,78526,44.028 sq mi
2950,12203,0.063 sq mi
2951,19026,0 sq mi
2952,95129,4.512 sq mi
2953,11003,0.044 sq mi
2954,11237,0.98 sq mi
2955,70001,6.003 sq mi
2956,33199,0 sq mi
2957,33012,5.863 sq mi
2958,33186,0.905 sq mi
2959,33026,0.506 sq mi
2960,32544,9.5 sq mi
2961,20032,0.076 sq mi
2962,32168,164.08 sq mi
2963,45405,3.915 sq mi
2964,80124,0.002 sq mi
2965,18102,2.997 sq mi
2966,90073,0.339 sq mi
2967,55426,6.767 sq mi
2968,55792,99.647 sq mi
2969,24219,72.824 sq mi
2970,58701,3.155 sq mi
2971,18705,0.063 sq mi
2972,15025,16.558 sq mi
2973,33428,9.026 sq mi
2974,19130,1.294 sq mi
2975,19716,0.053 sq mi
2976,22046,2.829 sq mi
2977,28560,117.334 sq mi
2978,91101,1.325 sq mi
2979,63640,0.785 sq mi
2980,60070,3.602 sq mi
2981,65473,98.973 sq mi
2982,97601,37.964 sq mi
2983,51101,0.034 sq mi
2984,63301,10.017 sq mi
2985,72903,16.759 sq mi
2986,26101,29.508 sq mi
2987,10605,0.01 sq mi
2988,20748,9.082 sq mi
2989,41042,0.055 sq mi
2990,47713,3.85 sq mi
2991,86303,133.603 sq mi
2992,81611,0.399 sq mi
2993,97914,2.747 sq mi
2994,98388,11.832 sq mi
2995,85201,9.323 sq mi
2996,55092,3.895 sq mi
2997,57108,30.846 sq mi
2998,55807,1.752 sq mi
2999,92011,0.221 sq mi
3000,41701,0.863 sq mi
3001,55811,65.129 sq mi
3002,94129,0.006 sq mi
3003,71291,2.109 sq mi
3004,20008,3.037 sq mi
3005,21401,19.736 sq mi
3006,21208,12.327 sq mi
3007,78210,7.437 sq mi
3008,80550,54.477 sq mi
3009,28557,14.202 sq mi
3010,46320,6.689 sq mi
3011,52403,26.253 sq mi
3012,22015,8.373 sq mi
3013,61114,7.967 sq mi
3014,60178,69.328 sq mi
3015,55427,7.185 sq mi
3016,55422,8.292 sq mi
3017,55082,5.635 sq mi
3018,55125,15.273 sq mi
3019,35249,0 sq mi
3020,22191,4.751 sq mi
3021,76210,16.063 sq mi
3022,66605,9.978 sq mi
3023,24541,1.069 sq mi
3024,24012,0.048 sq mi
3025,80840,28.892 sq mi
3026,22043,4.766 sq mi
3027,20815,0.014 sq mi
3028,60644,3.504 sq mi
3029,20310,0 sq mi
3030,82801,653.75 sq mi
3031,18960,19.26 sq mi
3032,44870,34.114 sq mi
3033,55124,16.812 sq mi
3034,44040,0.13 sq mi
3035,85122,50.022 sq mi
3036,43113,1.393 sq mi
3037,66219,0.066 sq mi
3038,67357,177.073 sq mi
3039,27534,72.285 sq mi
3040,63401,2.381 sq mi
3041,60018,16.35 sq mi
3042,92357,0 sq mi
3043,92350,0 sq mi
3044,17036,0.245 sq mi
3045,93110,10.546 sq mi
3046,27517,45.967 sq mi
3047,91723,2.32 sq mi
3048,92506,16.2 sq mi
3049,10462,1.48 sq mi
3050,75708,0.494 sq mi
3051,18951,66.618 sq mi
3052,78247,16.414 sq mi
3053,78201,7.071 sq mi
3054,83702,40.687 sq mi
3055,79761,10.19 sq mi
3056,75207,3.851 sq mi
3057,62650,203.878 sq mi
3058,78726,10.87 sq mi
3059,60411,0.21 sq mi
3060,16146,3.821 sq mi
3061,80501,12.374 sq mi
3062,64030,14.717 sq mi
3063,20879,7.666 sq mi
3064,22102,0.065 sq mi
3065,15065,12.381 sq mi
3066,98001,18.589 sq mi
3067,33166,9.377 sq mi
3068,34208,3.537 sq mi
3069,77005,0 sq mi
3070,28801,5.082 sq mi
3071,30277,44.476 sq mi
3072,64735,263.229 sq mi
3073,14220,3.803 sq mi
3074,65806,2.073 sq mi
3075,69162,0.039 sq mi
3076,22603,98.02 sq mi
3077,38024,141.454 sq mi
3078,55130,2.004 sq mi
3079,54001,6.715 sq mi
3080,46037,18.922 sq mi
3081,53210,0 sq mi
3082,86047,0.684 sq mi
3083,70127,7.095 sq mi
3084,70072,20.751 sq mi
3085,36609,7.04 sq mi
3086,35630,4.142 sq mi
3087,38834,1.185 sq mi
3088,35674,189.834 sq mi
3089,63383,1.383 sq mi
3090,64093,186.968 sq mi
3091,64744,4.617 sq mi
3092,33541,24.623 sq mi
3093,19904,44.072 sq mi
3094,19963,8.163 sq mi
3095,19952,88.037 sq mi
3096,34233,0.244 sq mi
3097,80304,9.145 sq mi
3098,78704,0.111 sq mi
3099,78759,0 sq mi
3100,78748,0.001 sq mi
3101,78640,91.662 sq mi
3102,78664,0.094 sq mi
3103,78644,0.713 sq mi
3104,77379,25.129 sq mi
3105,55379,58.933 sq mi
3106,93230,261.805 sq mi
3107,75209,0.009 sq mi
3108,75801,2.504 sq mi
3109,70471,29.381 sq mi
3110,27616,22.219 sq mi
3111,19064,7.961 sq mi
3112,45251,11.935 sq mi
3113,11530,0.025 sq mi
3114,26757,139.847 sq mi
3115,33777,5.75 sq mi
3116,29926,30.473 sq mi
3117,91316,5.007 sq mi
3118,43725,133.455 sq mi
3119,77493,57.697 sq mi
3120,30680,91.668 sq mi
3121,32092,125.942 sq mi
3122,33703,5.223 sq mi
3123,30260,11.269 sq mi
3124,32218,4.098 sq mi
3125,27376,69.758 sq mi
3126,30655,86.223 sq mi
3127,28352,0.449 sq mi
3128,20774,34.732 sq mi
3129,37416,11.365 sq mi
3130,29708,1.249 sq mi
3131,27715,0 sq mi
3132,34135,36.549 sq mi
3133,95125,8.005 sq mi
3134,94132,3.11 sq mi
3135,45458,20.008 sq mi
3136,75203,4.73 sq mi
3137,62220,29.267 sq mi
3138,99702,16.138 sq mi
3139,19605,0.457 sq mi
3140,87108,5.878 sq mi
3141,29906,48.511 sq mi
3142,49047,119.507 sq mi
3143,75766,5.13 sq mi
3144,29574,100.456 sq mi
3145,29706,272.237 sq mi
3146,29571,192.313 sq mi
3147,43235,13.488 sq mi
3148,53511,110.494 sq mi
3149,94116,2.586 sq mi
3150,34202,23.757 sq mi
3151,80534,48.455 sq mi
3152,63901,313.2 sq mi
3153,23112,32.403 sq mi
3154,72501,303.527 sq mi
3155,97801,491.099 sq mi
3156,43147,29.155 sq mi
3157,43140,222.198 sq mi
3158,43026,35.075 sq mi
3159,39120,475.859 sq mi
3160,99645,441.329 sq mi
3161,85304,5.569 sq mi
3162,64105,0.753 sq mi
3163,64506,11 sq mi
3164,34237,3.913 sq mi
3165,33317,9.566 sq mi
3166,33139,3.317 sq mi
3167,79765,20.642 sq mi
3168,85210,6.584 sq mi
3169,92501,5.701 sq mi
3170,98662,0 sq mi
3171,18337,78.934 sq mi
3172,70002,3.219 sq mi
3173,85297,10.549 sq mi
3174,45331,149.511 sq mi
3175,33572,15.744 sq mi
3176,33573,17.643 sq mi
3177,20006,0.339 sq mi
3178,82604,1846.403 sq mi
3179,55812,1.757 sq mi
3180,35404,16.805 sq mi
3181,35401,1.907 sq mi
3182,22306,7.245 sq mi
3183,53703,1.82 sq mi
3184,39530,0.305 sq mi
3185,14618,9.657 sq mi
3186,98004,1.613 sq mi
3187,90804,0.001 sq mi
3188,63122,0.069 sq mi
3189,40601,220.48 sq mi
3190,14437,124.101 sq mi
3191,33013,3.813 sq mi
3192,45247,0.15 sq mi
3193,92014,6.029 sq mi
3194,22554,66.362 sq mi
3195,75072,0 sq mi
3196,33169,6.894 sq mi
3197,45150,0.362 sq mi
3198,75165,112.682 sq mi
3199,68787,140.506 sq mi
3200,60031,18.861 sq mi
3201,90270,1.262 sq mi
3202,10924,38.345 sq mi
3203,97381,108.82 sq mi
3204,60099,22.713 sq mi
3205,85737,24.125 sq mi
3206,70538,154.871 sq mi
3207,45320,133.816 sq mi
3208,11795,0.437 sq mi
3209,60188,10.099 sq mi
3210,14209,0.914 sq mi
3211,30705,238.085 sq mi
3212,24016,3.247 sq mi
3213,19343,27.099 sq mi
3214,23662,15.317 sq mi
3215,65265,2.28 sq mi
3216,10510,0.118 sq mi
3217,11236,3.595 sq mi
3218,19131,5.277 sq mi
3219,77087,6.664 sq mi
3220,25404,40.02 sq mi
3221,68901,0.571 sq mi
3222,76065,98.373 sq mi
3223,12771,0.752 sq mi
3224,16105,0.289 sq mi
3225,12106,14.574 sq mi
3226,88103,0.067 sq mi
3227,36830,99.735 sq mi
3228,27540,46.372 sq mi
3229,60450,157.347 sq mi
3230,76234,310.747 sq mi
3231,33172,0.661 sq mi
3232,43211,4.716 sq mi
3233,30161,141.8 sq mi
3234,72901,8.778 sq mi
3235,11757,0.311 sq mi
3236,10452,0 sq mi
3237,10036,0 sq mi
3238,10583,0.038 sq mi
3239,66214,0.007 sq mi
3240,96816,0.734 sq mi
3241,96701,18.91 sq mi
3242,95501,7.046 sq mi
3243,92401,0.865 sq mi
3244,92110,4.853 sq mi
3245,79720,910.98 sq mi
3246,66104,16.129 sq mi
3247,60107,7.971 sq mi
3248,29649,1.617 sq mi
3249,84501,0.022 sq mi
3250,77901,0 sq mi
3251,45212,3.727 sq mi
3252,46628,0.668 sq mi
3253,95116,3.58 sq mi
3254,93274,214.067 sq mi
3255,97001,0.259 sq mi
3256,47904,5.659 sq mi
3257,43160,0.266 sq mi
3258,35802,18.133 sq mi
