,0
2989,20.502 sq mi
2990,0 sq mi
2991,105.676 sq mi
2992,0.033 sq mi
2993,11.268 sq mi
2994,9.285 sq mi
2995,112.052 sq mi
2996,10.696 sq mi
2997,2818.831 sq mi
2998,170.076 sq mi
2999,69.578 sq mi
3000,0.319 sq mi
3001,13.399 sq mi
3002,33.891 sq mi
3003,24.486 sq mi
3004,12.465 sq mi
3005,11.95 sq mi
3006,31.643 sq mi
3007,0 sq mi
3008,2.754 sq mi
3009,0.538 sq mi
3010,0.495 sq mi
3011,1.055 sq mi
3012,5.896 sq mi
3013,0.002 sq mi
3014,76.224 sq mi
3015,6.714 sq mi
3016,0.031 sq mi
3017,119.753 sq mi
3018,162.869 sq mi
3019,183.756 sq mi
3020,2.325 sq mi
3021,159.82 sq mi
3022,27.035 sq mi
3023,0.147 sq mi
3024,0 sq mi
3025,11.746 sq mi
3026,8.663 sq mi
3027,0.057 sq mi
3028,222.011 sq mi
3029,0 sq mi
3030,4.414 sq mi
3031,16.197 sq mi
3032,64.151 sq mi
3033,47.769 sq mi
3034,35.541 sq mi
3035,15.475 sq mi
3036,1.928 sq mi
3037,7.308 sq mi
3038,14.066 sq mi
3039,0.2 sq mi
3040,2.476 sq mi
3041,0 sq mi
3042,0.462 sq mi
3043,51.845 sq mi
3044,1.284 sq mi
3045,22.556 sq mi
3046,8.544 sq mi
3047,0.276 sq mi
3048,23.694 sq mi
3049,8.78 sq mi
3050,5.621 sq mi
3051,5.836 sq mi
3052,1.403 sq mi
3053,10.584 sq mi
3054,12.573 sq mi
3055,36.175 sq mi
3056,9.871 sq mi
3057,0.017 sq mi
3058,0.01 sq mi
3059,1.538 sq mi
3060,4.988 sq mi
3061,34.405 sq mi
3062,12.606 sq mi
3063,0.634 sq mi
3064,0.046 sq mi
3065,0.006 sq mi
3066,15.088 sq mi
3067,21.645 sq mi
3068,3.948 sq mi
3069,333.727 sq mi
3070,127.798 sq mi
3071,0.062 sq mi
3072,3.383 sq mi
3073,1.458 sq mi
3074,4.716 sq mi
3075,0.976 sq mi
3076,2.837 sq mi
3077,0.004 sq mi
3078,6.615 sq mi
3079,0.554 sq mi
3080,8.031 sq mi
3081,0.134 sq mi
3082,36.332 sq mi
3083,0 sq mi
3084,251.437 sq mi
3085,6.818 sq mi
3086,17.094 sq mi
3087,0.344 sq mi
3088,107.999 sq mi
3089,3.906 sq mi
3090,47.001 sq mi
3091,0.003 sq mi
3092,2.013 sq mi
3093,0 sq mi
3094,0.433 sq mi
3095,215.706 sq mi
3096,107.794 sq mi
3097,0 sq mi
3098,0.013 sq mi
3099,107.305 sq mi
3100,172.138 sq mi
3101,0.021 sq mi
3102,0.612 sq mi
3103,33.825 sq mi
3104,19.425 sq mi
3105,17.792 sq mi
3106,13.496 sq mi
3107,2.088 sq mi
3108,13.88 sq mi
3109,63.61 sq mi
3110,0 sq mi
3111,59.901 sq mi
3112,0.024 sq mi
3113,6.717 sq mi
3114,16.281 sq mi
3115,5.059 sq mi
3116,14.057 sq mi
3117,124.686 sq mi
3118,0.064 sq mi
3119,135.682 sq mi
3120,32.556 sq mi
3121,2.557 sq mi
3122,18.755 sq mi
3123,8.894 sq mi
3124,0 sq mi
3125,0 sq mi
3126,2.723 sq mi
3127,8.149 sq mi
3128,0.03 sq mi
3129,0.705 sq mi
3130,0.006 sq mi
3131,3.407 sq mi
3132,96.368 sq mi
3133,0.065 sq mi
3134,17.751 sq mi
3135,11.114 sq mi
3136,0 sq mi
3137,0.265 sq mi
3138,19.467 sq mi
3139,0 sq mi
3140,0 sq mi
3141,2.372 sq mi
3142,162.935 sq mi
3143,5.739 sq mi
3144,2.035 sq mi
3145,16.449 sq mi
3146,12.493 sq mi
3147,0 sq mi
3148,0.693 sq mi
3149,3.305 sq mi
3150,8.711 sq mi
3151,4.51 sq mi
3152,0.104 sq mi
3153,2.246 sq mi
3154,53.299 sq mi
3155,7.759 sq mi
3156,2.199 sq mi
3157,0 sq mi
3158,0.808 sq mi
3159,2.049 sq mi
3160,103.648 sq mi
3161,8.677 sq mi
3162,1.708 sq mi
3163,2.356 sq mi
3164,15.658 sq mi
3165,14.571 sq mi
3166,0.939 sq mi
3167,10.891 sq mi
3168,0 sq mi
3169,0.029 sq mi
3170,11.175 sq mi
3171,22.124 sq mi
3172,0.743 sq mi
3173,5.76 sq mi
3174,0.432 sq mi
3175,807.814 sq mi
3176,0 sq mi
3177,3.379 sq mi
3178,40.574 sq mi
3179,0.765 sq mi
3180,114.54 sq mi
3181,62.308 sq mi
3182,0.372 sq mi
3183,8.576 sq mi
3184,2.196 sq mi
3185,0 sq mi
3186,2.456 sq mi
3187,1.028 sq mi
3188,3.037 sq mi
3189,15.179 sq mi
3190,0.844 sq mi
3191,1.158 sq mi
3192,3.463 sq mi
3193,192.514 sq mi
3194,0.519 sq mi
3195,0.004 sq mi
3196,0.106 sq mi
3197,18.09 sq mi
3198,8.266 sq mi
3199,19.463 sq mi
3200,0 sq mi
3201,62.949 sq mi
3202,0.068 sq mi
3203,0.013 sq mi
3204,11.316 sq mi
3205,141.962 sq mi
3206,0 sq mi
3207,5.04 sq mi
3208,14.009 sq mi
3209,8.504 sq mi
3210,26.672 sq mi
3211,226.189 sq mi
3212,8.228 sq mi
3213,18.437 sq mi
3214,11.037 sq mi
3215,1.667 sq mi
3216,10.057 sq mi
3217,0 sq mi
3218,0 sq mi
3219,27.073 sq mi
3220,17.225 sq mi
3221,77.984 sq mi
3222,0.219 sq mi
3223,95.388 sq mi
3224,9.489 sq mi
3225,0.328 sq mi
3226,3.209 sq mi
3227,184.065 sq mi
3228,17.712 sq mi
3229,1.599 sq mi
3230,6.415 sq mi
3231,7.093 sq mi
3232,0.27 sq mi
3233,1085.391 sq mi
3234,5.88 sq mi
3235,7.54 sq mi
3236,5.297 sq mi
3237,4.926 sq mi
3238,0.18 sq mi
3239,97.123 sq mi
3240,15.929 sq mi
3241,0 sq mi
3242,1.514 sq mi
3243,21.54 sq mi
3244,0 sq mi
3245,0.138 sq mi
3246,9.127 sq mi
3247,0.185 sq mi
3248,0.01 sq mi
3249,113.739 sq mi
3250,0.034 sq mi
3251,8.255 sq mi
3252,12.855 sq mi
3253,6.673 sq mi
3254,22.12 sq mi
3255,0.982 sq mi
3256,19.744 sq mi
3257,8.259 sq mi
3258,0.349 sq mi
3259,0.274 sq mi
3260,0.062 sq mi
3261,0.028 sq mi
3262,5.356 sq mi
3263,16.924 sq mi
3264,10.437 sq mi
3265,127.143 sq mi
3266,5.125 sq mi
3267,0.235 sq mi
3268,10.378 sq mi
3269,22.068 sq mi
3270,59.641 sq mi
3271,40.694 sq mi
3272,0 sq mi
3273,7.08 sq mi
3274,58.332 sq mi
3275,0.013 sq mi
3276,1.426 sq mi
3277,0.877 sq mi
3278,1.482 sq mi
3279,1.391 sq mi
3280,3.11 sq mi
3281,44.963 sq mi
3282,1228.696 sq mi
3283,22.377 sq mi
3284,6.214 sq mi
3285,51.445 sq mi
3286,12.86 sq mi
3287,39.456 sq mi
3288,8.225 sq mi
3289,2.693 sq mi
3290,0.552 sq mi
3291,72.382 sq mi
3292,0 sq mi
3293,0 sq mi
3294,2.573 sq mi
3295,5.257 sq mi
3296,570.127 sq mi
3297,6.791 sq mi
3298,0.716 sq mi
3299,0.048 sq mi
3300,5.191 sq mi
3301,149.585 sq mi
3302,110.278 sq mi
3303,14.151 sq mi
3304,11.263 sq mi
3305,0.176 sq mi
3306,25.322 sq mi
3307,0.432 sq mi
3308,0.045 sq mi
3309,44.557 sq mi
3310,11.319 sq mi
3311,2.956 sq mi
3312,0.13 sq mi
3313,1.347 sq mi
3314,155.905 sq mi
3315,128.611 sq mi
3316,1.924 sq mi
3317,7.71 sq mi
3318,165.014 sq mi
3319,29.508 sq mi
3320,177.936 sq mi
3321,7.62 sq mi
3322,0 sq mi
3323,0.787 sq mi
3324,0 sq mi
3325,0 sq mi
3326,0 sq mi
3327,15.155 sq mi
3328,9.147 sq mi
3329,11.58 sq mi
3330,74.952 sq mi
3331,21.704 sq mi
3332,0.449 sq mi
3333,5.679 sq mi
3334,132.619 sq mi
3335,147.992 sq mi
3336,2.665 sq mi
3337,211.495 sq mi
3338,7.689 sq mi
3339,0.24 sq mi
3340,54.296 sq mi
3341,81.471 sq mi
3342,1.149 sq mi
3343,1.529 sq mi
3344,0.109 sq mi
3345,288.211 sq mi
3346,1.892 sq mi
3347,194.22 sq mi
3348,31.359 sq mi
3349,130.563 sq mi
3350,0.524 sq mi
3351,0 sq mi
3352,0.175 sq mi
3353,0.031 sq mi
3354,8.614 sq mi
3355,4.303 sq mi
3356,31.247 sq mi
3357,6.559 sq mi
3358,57.694 sq mi
3359,319.387 sq mi
3360,1.971 sq mi
3361,114.953 sq mi
3362,169.096 sq mi
3363,61.367 sq mi
3364,0.342 sq mi
3365,22.047 sq mi
3366,153.501 sq mi
3367,35.943 sq mi
3368,0.358 sq mi
3369,43.613 sq mi
3370,260.92 sq mi
3371,45.681 sq mi
3372,85.063 sq mi
3373,3.508 sq mi
3374,728.53 sq mi
3375,0.033 sq mi
3376,0.233 sq mi
3377,1.445 sq mi
3378,0.75 sq mi
3379,9.209 sq mi
3380,4.768 sq mi
3381,130.301 sq mi
3382,5.353 sq mi
3383,0.053 sq mi
3384,49.928 sq mi
3385,10.398 sq mi
3386,12.967 sq mi
3387,30.384 sq mi
3388,6.792 sq mi
3389,0.511 sq mi
3390,7.03 sq mi
3391,5.496 sq mi
3392,3.04 sq mi
3393,4.616 sq mi
3394,14.597 sq mi
3395,7.047 sq mi
3396,4.92 sq mi
3397,13.833 sq mi
3398,53.829 sq mi
3399,0.078 sq mi
3400,21.551 sq mi
3401,216.821 sq mi
3402,2.655 sq mi
3403,0.108 sq mi
3404,12.554 sq mi
3405,11.824 sq mi
3406,7.484 sq mi
3407,15.013 sq mi
3408,0 sq mi
3409,561.619 sq mi
3410,580.246 sq mi
3411,0.038 sq mi
3412,0 sq mi
3413,128.608 sq mi
3414,9.839 sq mi
3415,0.017 sq mi
3416,468.73 sq mi
3417,3.83 sq mi
3418,1.455 sq mi
3419,170.841 sq mi
3420,0 sq mi
3421,0.09 sq mi
3422,160.425 sq mi
3423,0.002 sq mi
3424,22.119 sq mi
3425,6.558 sq mi
3426,0.018 sq mi
3427,32.959 sq mi
3428,5.008 sq mi
3429,2.32 sq mi
3430,188.47 sq mi
3431,4.823 sq mi
3432,1.661 sq mi
3433,33.061 sq mi
3434,16.43 sq mi
3435,19.513 sq mi
3436,85.543 sq mi
3437,0.855 sq mi
3438,176.247 sq mi
3439,88.071 sq mi
3440,0.364 sq mi
3441,42.221 sq mi
3442,0.423 sq mi
3443,0.633 sq mi
3444,0.859 sq mi
3445,0.16 sq mi
3446,7.614 sq mi
3447,7.793 sq mi
3448,6.077 sq mi
3449,0.107 sq mi
3450,3.506 sq mi
3451,3.875 sq mi
3452,1.77 sq mi
3453,24.603 sq mi
3454,85.728 sq mi
3455,23.129 sq mi
3456,4.715 sq mi
3457,7.599 sq mi
3458,174.258 sq mi
3459,6.127 sq mi
3460,4.256 sq mi
3461,5.247 sq mi
3462,10.185 sq mi
3463,7.075 sq mi
3464,1.847 sq mi
3465,0 sq mi
3466,1.859 sq mi
3467,0.03 sq mi
3468,0.126 sq mi
3469,0.781 sq mi
3470,6.521 sq mi
3471,458.566 sq mi
3472,3.936 sq mi
3473,16.919 sq mi
3474,2.411 sq mi
3475,69.083 sq mi
3476,57.075 sq mi
3477,28.479 sq mi
3478,12.6 sq mi
3479,88.198 sq mi
3480,14.917 sq mi
3481,0.371 sq mi
3482,23.395 sq mi
3483,1.245 sq mi
3484,16.092 sq mi
3485,10.36 sq mi
3486,2.255 sq mi
3487,12.759 sq mi
3488,0.008 sq mi
3489,1.176 sq mi
3490,63.602 sq mi
3491,158.497 sq mi
3492,268.236 sq mi
3493,406.224 sq mi
3494,0.163 sq mi
3495,4.828 sq mi
3496,4.958 sq mi
3497,15.79 sq mi
3498,88.137 sq mi
3499,5.832 sq mi
3500,11.195 sq mi
3501,11.557 sq mi
3502,0.085 sq mi
3503,0.7 sq mi
3504,78.915 sq mi
3505,3.71 sq mi
3506,48.942 sq mi
3507,5.269 sq mi
3508,3.439 sq mi
3509,170.503 sq mi
3510,93.196 sq mi
3511,89.261 sq mi
3512,5.965 sq mi
3513,5.761 sq mi
3514,1.188 sq mi
3515,1.476 sq mi
3516,9.423 sq mi
3517,61.998 sq mi
3518,3.915 sq mi
3519,21.201 sq mi
3520,5.197 sq mi
3521,2.829 sq mi
3522,6.026 sq mi
3523,3.477 sq mi
3524,0.046 sq mi
3525,16.771 sq mi
3526,0.013 sq mi
3527,1.679 sq mi
3528,67.017 sq mi
3529,8.721 sq mi
3530,119.588 sq mi
3531,13.351 sq mi
3532,13.133 sq mi
3533,277.152 sq mi
3534,0.199 sq mi
3535,70.769 sq mi
3536,45.316 sq mi
3537,38.924 sq mi
3538,16.697 sq mi
3539,2.362 sq mi
3540,23.554 sq mi
3541,8.703 sq mi
3542,12.997 sq mi
3543,30.416 sq mi
3544,6.18 sq mi
3545,0.244 sq mi
3546,12.242 sq mi
3547,1.775 sq mi
3548,74.123 sq mi
3549,117.336 sq mi
3550,0.275 sq mi
3551,0.61 sq mi
3552,0.032 sq mi
3553,0.386 sq mi
3554,5.373 sq mi
3555,6.737 sq mi
3556,5.464 sq mi
3557,2.144 sq mi
3558,109.402 sq mi
3559,0.817 sq mi
3560,0 sq mi
3561,10.007 sq mi
3562,5.319 sq mi
3563,123.881 sq mi
3564,2.294 sq mi
3565,0.003 sq mi
3566,3.806 sq mi
3567,5.354 sq mi
3568,4.821 sq mi
3569,13.528 sq mi
3570,26.182 sq mi
3571,15.859 sq mi
3572,187.567 sq mi
3573,13.294 sq mi
3574,3.181 sq mi
3575,6.65 sq mi
3576,7.034 sq mi
3577,23.791 sq mi
3578,9.38 sq mi
3579,7.236 sq mi
3580,0.899 sq mi
3581,30.926 sq mi
3582,144.916 sq mi
3583,112.295 sq mi
3584,14.084 sq mi
3585,14.293 sq mi
3586,13.869 sq mi
3587,10.56 sq mi
3588,14.413 sq mi
3589,0.389 sq mi
3590,14.503 sq mi
3591,6.635 sq mi
3592,1.704 sq mi
3593,32.769 sq mi
3594,7.765 sq mi
3595,9.326 sq mi
3596,0 sq mi
3597,14.086 sq mi
3598,32.027 sq mi
3599,6.695 sq mi
3600,8.976 sq mi
3601,9.121 sq mi
3602,73.141 sq mi
3603,2.738 sq mi
3604,0.942 sq mi
3605,0.185 sq mi
3606,0.798 sq mi
3607,3.516 sq mi
3608,0.445 sq mi
3609,215.742 sq mi
3610,8.271 sq mi
3611,89.001 sq mi
3612,71.884 sq mi
3613,125.609 sq mi
3614,132.067 sq mi
3615,42.246 sq mi
3616,23.804 sq mi
3617,2.742 sq mi
3618,1.171 sq mi
3619,99.926 sq mi
3620,0.428 sq mi
3621,22.591 sq mi
3622,68.603 sq mi
3623,21.163 sq mi
3624,122.596 sq mi
3625,30.431 sq mi
3626,0 sq mi
3627,0.171 sq mi
3628,22.008 sq mi
3629,72.349 sq mi
3630,58.515 sq mi
3631,0.777 sq mi
3632,12.3 sq mi
3633,0.14 sq mi
3634,36.013 sq mi
3635,0.083 sq mi
3636,5.105 sq mi
3637,1.253 sq mi
3638,66.139 sq mi
3639,177.274 sq mi
3640,0 sq mi
3641,0 sq mi
3642,10.446 sq mi
3643,208.935 sq mi
3644,111.167 sq mi
3645,1.341 sq mi
3646,237.091 sq mi
3647,0.01 sq mi
3648,1.242 sq mi
3649,40.064 sq mi
3650,229.97 sq mi
3651,240.009 sq mi
3652,66.222 sq mi
3653,0 sq mi
3654,0.549 sq mi
3655,0.158 sq mi
3656,0.087 sq mi
3657,0 sq mi
3658,9.808 sq mi
3659,0.003 sq mi
3660,13.759 sq mi
3661,0.063 sq mi
3662,166.583 sq mi
3663,11.742 sq mi
3664,1.301 sq mi
3665,0.923 sq mi
3666,0.635 sq mi
3667,68.776 sq mi
3668,6.556 sq mi
3669,100.601 sq mi
3670,20.95 sq mi
3671,0.613 sq mi
3672,300.725 sq mi
3673,0 sq mi
3674,469.753 sq mi
3675,12.04 sq mi
3676,14.298 sq mi
3677,0.018 sq mi
3678,7.059 sq mi
3679,8.056 sq mi
3680,6.814 sq mi
3681,2.86 sq mi
3682,5.536 sq mi
3683,184.973 sq mi
3684,74.746 sq mi
3685,30.642 sq mi
3686,13.659 sq mi
3687,0.079 sq mi
3688,47.909 sq mi
3689,0 sq mi
3690,105.699 sq mi
3691,5.091 sq mi
3692,25.426 sq mi
3693,115.229 sq mi
3694,27.531 sq mi
3695,4.456 sq mi
3696,4.2 sq mi
3697,154.921 sq mi
3698,11.484 sq mi
3699,152.602 sq mi
3700,3.537 sq mi
3701,2.15 sq mi
3702,82.698 sq mi
3703,0 sq mi
3704,4.978 sq mi
3705,0.107 sq mi
3706,1.858 sq mi
3707,3.93 sq mi
3708,0.549 sq mi
3709,209.745 sq mi
3710,146.577 sq mi
3711,92.099 sq mi
3712,24.776 sq mi
3713,5.456 sq mi
3714,110.153 sq mi
3715,0.917 sq mi
3716,3.648 sq mi
3717,1.106 sq mi
3718,74.673 sq mi
3719,14.831 sq mi
3720,120.512 sq mi
3721,79.77 sq mi
3722,15.943 sq mi
3723,141.096 sq mi
3724,16.535 sq mi
3725,5.649 sq mi
3726,46.598 sq mi
3727,0.831 sq mi
3728,42.96 sq mi
3729,4.182 sq mi
3730,9.682 sq mi
3731,0.093 sq mi
3732,0.069 sq mi
3733,8.016 sq mi
3734,1.381 sq mi
3735,11.614 sq mi
3736,6.032 sq mi
3737,3.212 sq mi
3738,13.057 sq mi
3739,6.988 sq mi
3740,2.025 sq mi
3741,172.757 sq mi
3742,0.021 sq mi
3743,25.961 sq mi
3744,4.321 sq mi
3745,2.461 sq mi
3746,14.392 sq mi
3747,3.751 sq mi
3748,4.611 sq mi
3749,0.452 sq mi
3750,87.403 sq mi
3751,3.27 sq mi
3752,34.389 sq mi
3753,6.419 sq mi
3754,44.679 sq mi
3755,21.603 sq mi
3756,1.891 sq mi
3757,2.665 sq mi
3758,80.684 sq mi
3759,0 sq mi
3760,28.088 sq mi
3761,277.738 sq mi
3762,13.73 sq mi
3763,7.808 sq mi
3764,3.802 sq mi
3765,1.632 sq mi
3766,0.188 sq mi
3767,10.933 sq mi
3768,1.122 sq mi
3769,0.463 sq mi
3770,0.284 sq mi
3771,62.271 sq mi
3772,43.861 sq mi
3773,6.713 sq mi
3774,4.177 sq mi
3775,20.594 sq mi
3776,114.347 sq mi
3777,7.351 sq mi
3778,6.215 sq mi
3779,20.808 sq mi
3780,4.814 sq mi
3781,1.131 sq mi
3782,30.178 sq mi
3783,11.157 sq mi
3784,12.139 sq mi
3785,22.287 sq mi
3786,2.232 sq mi
3787,23.262 sq mi
3788,2.339 sq mi
3789,12.003 sq mi
3790,116.149 sq mi
3791,0.315 sq mi
3792,39.438 sq mi
3793,19.106 sq mi
3794,8.78 sq mi
3795,3.252 sq mi
3796,0.023 sq mi
3797,35.223 sq mi
3798,0.428 sq mi
3799,152.887 sq mi
3800,1.48 sq mi
3801,7.563 sq mi
3802,6.623 sq mi
3803,355.76 sq mi
3804,6.905 sq mi
3805,8.953 sq mi
3806,5.772 sq mi
3807,33.258 sq mi
3808,334.411 sq mi
3809,47.687 sq mi
3810,0.017 sq mi
3811,43.389 sq mi
3812,0 sq mi
3813,0.079 sq mi
3814,14.616 sq mi
3815,3.814 sq mi
3816,84.513 sq mi
3817,0.028 sq mi
3818,0.109 sq mi
3819,4.074 sq mi
3820,0.218 sq mi
3821,15.624 sq mi
3822,0.639 sq mi
3823,56.023 sq mi
3824,4.486 sq mi
3825,44.647 sq mi
3826,0.707 sq mi
3827,6.942 sq mi
3828,17.704 sq mi
3829,2.015 sq mi
3830,4.545 sq mi
3831,160.045 sq mi
3832,0.028 sq mi
3833,2.402 sq mi
3834,8.55 sq mi
3835,7.765 sq mi
3836,94.895 sq mi
3837,7.814 sq mi
3838,75.321 sq mi
3839,6.454 sq mi
3840,93.25 sq mi
3841,19.792 sq mi
3842,41.926 sq mi
3843,86.506 sq mi
3844,3.283 sq mi
3845,7.611 sq mi
3846,43.521 sq mi
3847,0 sq mi
3848,5.581 sq mi
3849,0.801 sq mi
3850,6.055 sq mi
3851,1.84 sq mi
3852,90.577 sq mi
3853,0.39 sq mi
3854,139.019 sq mi
3855,8.327 sq mi
3856,2.671 sq mi
3857,1.907 sq mi
3858,0 sq mi
3859,92.891 sq mi
3860,0.964 sq mi
3861,6.24 sq mi
3862,17.533 sq mi
3863,18.902 sq mi
3864,20.517 sq mi
3865,0.606 sq mi
3866,0.404 sq mi
3867,3.751 sq mi
3868,20.394 sq mi
3869,2.21 sq mi
3870,0.162 sq mi
3871,14.102 sq mi
3872,11.278 sq mi
3873,37.279 sq mi
3874,48.661 sq mi
3875,2.749 sq mi
3876,8.948 sq mi
3877,133.774 sq mi
3878,0.042 sq mi
3879,1.867 sq mi
3880,62.781 sq mi
3881,18.991 sq mi
3882,26.449 sq mi
3883,21.705 sq mi
3884,0.552 sq mi
3885,136.691 sq mi
3886,22.082 sq mi
3887,1.698 sq mi
3888,79.364 sq mi
3889,11.142 sq mi
3890,6.813 sq mi
3891,4.298 sq mi
3892,9.758 sq mi
3893,4.032 sq mi
3894,1.809 sq mi
3895,0 sq mi
3896,0.42 sq mi
3897,76.635 sq mi
3898,0.405 sq mi
3899,141.888 sq mi
3900,54.314 sq mi
3901,0.098 sq mi
3902,0.009 sq mi
3903,36.201 sq mi
3904,5.079 sq mi
3905,12.774 sq mi
3906,89.589 sq mi
3907,17.667 sq mi
3908,8.219 sq mi
3909,27.557 sq mi
3910,39.404 sq mi
3911,200.189 sq mi
3912,354.566 sq mi
3913,111.554 sq mi
3914,0.541 sq mi
3915,0.314 sq mi
3916,0.115 sq mi
3917,0.085 sq mi
3918,156.791 sq mi
3919,1.339 sq mi
3920,7.197 sq mi
3921,11.318 sq mi
3922,3.852 sq mi
3923,6.123 sq mi
3924,33.798 sq mi
3925,13.683 sq mi
3926,0.423 sq mi
3927,0.093 sq mi
3928,7.011 sq mi
3929,4.11 sq mi
3930,3.818 sq mi
3931,1.69 sq mi
3932,87.683 sq mi
3933,22.494 sq mi
3934,114.557 sq mi
3935,7.334 sq mi
3936,98.206 sq mi
3937,2.125 sq mi
3938,9.496 sq mi
3939,0.001 sq mi
3940,99.056 sq mi
3941,0.426 sq mi
3942,1.186 sq mi
3943,0.519 sq mi
3944,8.894 sq mi
3945,29.745 sq mi
3946,0.751 sq mi
3947,16.754 sq mi
3948,14.088 sq mi
3949,0 sq mi
3950,0.708 sq mi
3951,0.06 sq mi
3952,2.566 sq mi
3953,29.466 sq mi
3954,13.191 sq mi
3955,0.702 sq mi
3956,17.346 sq mi
3957,8.486 sq mi
3958,13.826 sq mi
3959,0.523 sq mi
3960,35.077 sq mi
3961,11.116 sq mi
3962,3.428 sq mi
3963,8.634 sq mi
3964,0 sq mi
3965,11.401 sq mi
3966,0.773 sq mi
3967,10.07 sq mi
3968,21.12 sq mi
3969,16.643 sq mi
3970,40.327 sq mi
3971,0.57 sq mi
3972,1.57 sq mi
3973,7.326 sq mi
3974,132.238 sq mi
3975,0.762 sq mi
3976,0 sq mi
3977,0.009 sq mi
3978,0.729 sq mi
3979,19.47 sq mi
3980,13.473 sq mi
3981,13.371 sq mi
3982,14.14 sq mi
3983,13.229 sq mi
3984,17.174 sq mi
3985,4.484 sq mi
3986,0.551 sq mi
3987,66.505 sq mi
3988,12.641 sq mi
3989,1.692 sq mi
3990,295.237 sq mi
3991,0 sq mi
3992,0.663 sq mi
3993,7.122 sq mi
3994,22.695 sq mi
3995,11.836 sq mi
3996,36.966 sq mi
3997,18.835 sq mi
3998,0 sq mi
3999,163.325 sq mi
4000,0.101 sq mi
4001,6.941 sq mi
4002,21.384 sq mi
4003,82.705 sq mi
4004,1.817 sq mi
4005,4.794 sq mi
4006,4.263 sq mi
4007,5.521 sq mi
4008,6.251 sq mi
4009,126.198 sq mi
4010,2.019 sq mi
4011,8.213 sq mi
4012,6.658 sq mi
4013,9.608 sq mi
4014,8.695 sq mi
4015,9.537 sq mi
4016,14.346 sq mi
4017,0.683 sq mi
4018,0.142 sq mi
4019,234.558 sq mi
4020,14.969 sq mi
4021,13.556 sq mi
4022,20.24 sq mi
4023,0.94 sq mi
4024,16.976 sq mi
4025,62.259 sq mi
4026,50.325 sq mi
4027,147.539 sq mi
4028,6.514 sq mi
4029,45.297 sq mi
4030,3.237 sq mi
4031,0.78 sq mi
4032,105.478 sq mi
4033,176.552 sq mi
4034,7.154 sq mi
4035,4.03 sq mi
4036,1.985 sq mi
4037,48.591 sq mi
4038,4.554 sq mi
4039,15.874 sq mi
4040,412.343 sq mi
4041,0.019 sq mi
4042,2.572 sq mi
4043,2.569 sq mi
4044,0 sq mi
4045,0.166 sq mi
4046,6.125 sq mi
4047,0 sq mi
4048,163.034 sq mi
4049,0.207 sq mi
4050,77.916 sq mi
4051,93.726 sq mi
4052,0 sq mi
4053,44.5 sq mi
4054,17.366 sq mi
4055,26.696 sq mi
4056,7.606 sq mi
4057,7.809 sq mi
4058,63.455 sq mi
4059,0 sq mi
4060,78.09 sq mi
4061,24.067 sq mi
4062,12.744 sq mi
4063,42.717 sq mi
4064,0 sq mi
4065,0 sq mi
4066,123.42 sq mi
4067,14.454 sq mi
4068,6.981 sq mi
4069,0.052 sq mi
4070,3.954 sq mi
4071,0 sq mi
4072,10.557 sq mi
4073,0.994 sq mi
4074,15.794 sq mi
4075,4.374 sq mi
4076,0.194 sq mi
4077,3.417 sq mi
4078,6.94 sq mi
4079,13.594 sq mi
4080,0 sq mi
4081,0.043 sq mi
4082,926.947 sq mi
4083,51.566 sq mi
4084,30.921 sq mi
4085,0.636 sq mi
4086,16.234 sq mi
4087,0.671 sq mi
4088,3.082 sq mi
4089,13.953 sq mi
4090,7.444 sq mi
4091,76.211 sq mi
4092,19.894 sq mi
4093,0 sq mi
4094,10.366 sq mi
4095,5.808 sq mi
4096,1.54 sq mi
4097,10.753 sq mi
4098,4.744 sq mi
4099,65.2 sq mi
4100,4.821 sq mi
4101,270.108 sq mi
4102,21.169 sq mi
4103,0.043 sq mi
4104,21.807 sq mi
4105,0 sq mi
4106,0 sq mi
4107,7.502 sq mi
4108,32.231 sq mi
4109,0.117 sq mi
4110,202.747 sq mi
4111,9.617 sq mi
4112,0.138 sq mi
4113,114.264 sq mi
4114,41.116 sq mi
4115,56.268 sq mi
4116,1.348 sq mi
4117,139.874 sq mi
4118,25.357 sq mi
4119,209.054 sq mi
4120,144.416 sq mi
4121,14.449 sq mi
4122,139.151 sq mi
4123,4.6 sq mi
4124,283.69 sq mi
4125,9.999 sq mi
4126,7.473 sq mi
4127,1.063 sq mi
4128,1.031 sq mi
4129,11.667 sq mi
4130,0.777 sq mi
4131,0.178 sq mi
4132,3.355 sq mi
4133,1.344 sq mi
4134,6.423 sq mi
4135,4.381 sq mi
4136,0 sq mi
4137,36.829 sq mi
4138,6.264 sq mi
4139,28.877 sq mi
4140,0.376 sq mi
4141,2.768 sq mi
4142,0.728 sq mi
4143,0 sq mi
4144,0.004 sq mi
4145,0 sq mi
4146,0.003 sq mi
4147,3.297 sq mi
4148,1.321 sq mi
4149,0 sq mi
4150,0.056 sq mi
4151,138.347 sq mi
4152,13.804 sq mi
4153,32.146 sq mi
4154,0 sq mi
4155,0.372 sq mi
4156,22.553 sq mi
4157,1.407 sq mi
4158,10.07 sq mi
4159,4.224 sq mi
4160,59.374 sq mi
4161,0.822 sq mi
4162,27.312 sq mi
4163,8.067 sq mi
4164,5.571 sq mi
4165,0.009 sq mi
4166,1.431 sq mi
